MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05832351,-1.05671788,-1.00244503,-0.74743489,-0.65891628,-0.60667214,-0.56890215,-0.539588592,-0.516072073,-0.498475616
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.645305683,0.70406518,0.6935434,0.618935103,0.56862632,0.548938622,0.537887532,0.532739739,0.531503277
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1901603,2.5649678,2.8382646,2.9802977,3.0578189,3.0827261,3.0605425,3.0067087,2.9326185
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.055151232,0.067003374,0.066192566,0.058681239,0.048947482,0.04302589,0.039114837,0.036353607,0.034317238
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9885958,3.4515195,3.7362466,3.8220101,3.8619458,3.8789465,3.8573323,3.8095329,3.7449652
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19234071,0.21849723,0.23971023,0.2545779,0.26963741,0.28444692,0.29835481,0.31154203,0.32415587
AIM/CGE,SSP3-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98830735,1.2291215,1.5159489,1.8288287,1.9896562,2.0797596,2.1465079,2.1888855,2.2108873,2.2113108
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1947.5492,2101.8694,2104.7308,1978.4125,1891.9016,1858.4691,1861.3851,1871.7407,1872.2867
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.07413,448.44305,477.96089,501.49053,517.6443,527.0577,533.91788,538.57427,540.17968
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.54097,340.19197,347.92203,354.08111,360.10596,365.97883,371.89534,377.71958,383.24781
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1334614,2.6240626,3.1650899,3.63922,3.8690951,4.0362999,4.1285433,4.2044792,4.2634369,4.2932752
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05832351,-1.05763566,-1.02519517,-0.85826843,-0.75848721,-0.65715518,-0.61656069,-0.59388487,-0.56796179,-0.54015765
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.645296303,0.7081941,0.70933757,0.658074825,0.621990754,0.607819491,0.609060688,0.613460549,0.613692181
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1901668,2.5783106,2.9195111,3.1767249,3.3464152,3.4428747,3.5120919,3.5585687,3.5744997
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.059735174,0.087232556,0.098862191,0.092151839,0.084662434,0.082329924,0.080073036,0.071974422,0.065748706
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9931783,3.4891521,3.8665217,4.0918977,4.2413477,4.3408097,4.4262373,4.4853687,4.5112855
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19234071,0.21903706,0.24260158,0.26118764,0.27921069,0.29663254,0.3140411,0.33104161,0.34705561
AIM/CGE,SSP3-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98830735,1.2303339,1.5220741,1.8412465,2.0625796,2.2365356,2.3624019,2.4658276,2.5540429,2.6174029
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1947.5413,2103.1833,2143.0321,2074.8522,2060.3603,2087.4577,2110.9542,2143.896,2185.2179
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.07431,448.55314,480.62701,511.42542,542.94869,573.50181,599.94464,623.12856,645.05644
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.54097,340.21418,348.42214,355.60202,363.05868,370.72911,378.28435,385.83276,393.44522
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1334614,2.6255543,3.1702903,3.6649336,3.9885736,4.3126887,4.6604333,4.9441309,5.183833,5.4101447
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05832351,-1.0577392,-1.03006867,-0.92088345,-0.86622755,-0.83750299,-0.77719024,-0.72588324,-0.69189538,-0.66614346
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.645293043,0.70871927,0.72456709,0.69735804,0.69151577,0.70242282,0.71182175,0.72490897,0.74118034
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1901691,2.5796244,2.9492844,3.2817232,3.6018665,3.8948904,4.1361566,4.3390953,4.5242078
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.061330907,0.094649266,0.12094543,0.13724627,0.1506875,0.15722387,0.15372021,0.14734897,0.14397619
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9947735,3.4983984,3.9328791,4.2800535,4.630892,4.9623857,5.2302249,5.4597716,5.6771722
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19234071,0.21910516,0.24411695,0.26575197,0.28798779,0.31062079,0.33268304,0.35450344,0.37629098
AIM/CGE,SSP3-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98830735,1.2307929,1.5241798,1.844651,2.0993519,2.3332731,2.5809204,2.8066486,3.0052811,3.1835913
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1958.3515,2136.8832,2314.3845,2478.7701,2634.3164,2785.5194,2936.5253,3087.2593,3238.0329
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.88876,451.99727,491.25531,535.22073,583.69231,636.94202,695.67422,760.99226,834.34119
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.73189,340.94348,350.99258,361.56127,372.57319,384.04251,395.9181,408.1424,420.66149
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1320324,2.617478,3.1808981,3.7588351,4.2928596,4.8398772,5.3952679,5.9616987,6.55243,7.165433
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05976637,-1.08774755,-1.09001026,-1.07850986,-1.08097159,-1.06926479,-1.05739517,-1.04334209,-1.01709976,-0.98283445
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.649780614,0.72213162,0.79104801,0.85248796,0.90872296,0.96177244,1.01329237,1.0633746,1.11222277
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.200611,2.6205648,3.0663545,3.5251368,3.9891616,4.4564509,4.9285476,5.408881,5.9014046
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.061429038,0.096203479,0.12930131,0.1603669,0.18771265,0.21071991,0.2314928,0.25107654,0.2703177
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,3.0097336,3.5545639,4.1227554,4.6966286,5.2684125,5.8372369,6.4079778,6.984998,7.573102
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19293367,0.22133982,0.25188817,0.28354122,0.31602661,0.34934803,0.38332256,0.41775973,0.4524901
AIM/CGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98805494,1.2257526,1.5238091,1.8641923,2.2025093,2.5509324,2.9115188,3.2843483,3.6724232,4.0710996
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1945.2732,1825.9044,1540.6836,1406.1657,1358.8899,1337.0719,1314.8262,1295.8929,1279.4083
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.62279,440.33363,453.40337,458.38469,458.89396,455.62871,450.41433,444.77843,439.02284
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.5392,336.78776,338.11563,339.66917,341.80443,343.73089,345.21359,346.31582,347.10103
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1326123,2.5949562,3.0156098,3.0901289,3.06104,3.030461,2.9699702,2.8879414,2.8054635,2.7230676
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05871831,-1.0552886,-0.82002264,-0.67337077,-0.60895501,-0.56135264,-0.53147187,-0.51027683,-0.49235866,-0.477535367
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.644349877,0.59388968,0.465984219,0.401434087,0.377999319,0.367042827,0.355776525,0.346110356,0.337635096
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1843715,2.4806346,2.6371896,2.6956731,2.7016163,2.6633952,2.6017873,2.5343917,2.4646778
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.052578975,0.057179963,0.048865543,0.042768297,0.039001053,0.036708625,0.035116408,0.033795289,0.032569402
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9794141,3.2534794,3.2966892,3.298762,3.2874775,3.2434958,3.1751958,3.1015795,3.0257891
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19233522,0.20857349,0.21266135,0.21743358,0.22397477,0.22985855,0.2343756,0.2377272,0.2401115
AIM/CGE,SSP4-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98814788,1.2202046,1.4961262,1.6493951,1.7192492,1.7620638,1.7836411,1.7852776,1.7767668,1.7559944
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1945.2469,1875.919,1646.2884,1511.8091,1448.5672,1425.5424,1418.0015,1411.5641,1402.7172
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.62338,443.42579,465.59905,482.31801,493.63006,500.18758,503.49681,504.90626,504.91769
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.5392,337.5284,340.48,343.34786,346.28822,348.94659,351.39225,353.59573,355.52438
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1326123,2.5964396,3.035734,3.2436585,3.3553057,3.4498515,3.5143781,3.5519118,3.5682619,3.5673465
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05871831,-1.05938393,-0.908487,-0.79742029,-0.71972436,-0.63913743,-0.58376801,-0.54481167,-0.51643598,-0.49456853
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.644338925,0.615232262,0.514655586,0.452380351,0.422110622,0.410922057,0.407237526,0.404084182,0.399738463
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1843792,2.5180895,2.7792566,2.9680828,3.0921658,3.1628005,3.1980953,3.2130574,3.2131786
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.057937024,0.080419608,0.089261257,0.079450863,0.063082612,0.05377756,0.047802133,0.043570898,0.040330564
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9847705,3.3346587,3.5279381,3.6625882,3.7534251,3.8132676,3.8468314,3.8615061,3.8604682
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19233522,0.21085456,0.21991995,0.22869002,0.23764334,0.24570486,0.2530939,0.25972892,0.26551919
AIM/CGE,SSP4-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98814788,1.2211183,1.4939928,1.6941608,1.8342119,1.9484721,2.0429919,2.1180314,2.1755371,2.2125001
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1945.2501,1996.0194,1986.1524,1936.3997,1796.7512,1646.4205,1554.2508,1504.4292,1473.8313
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.62331,445.72765,475.08499,502.09103,524.45078,542.4249,556.47134,567.22257,575.2442
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.5392,339.00968,345.64437,351.99682,356.97742,360.5413,363.20918,365.33199,367.04838
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1326123,2.5927504,3.0806351,3.4800287,3.7760185,3.9667646,4.0935686,4.2072692,4.2959335,4.3575959
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05871831,-1.0626347,-0.97801031,-0.90650106,-0.82863987,-0.74056154,-0.6683804,-0.606521,-0.55957062,-0.52467464
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.644340273,0.665318874,0.661263336,0.640654494,0.581310608,0.514715469,0.472330989,0.448882026,0.434282768
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1843782,2.5458023,2.8872084,3.1831302,3.4163351,3.5967005,3.7335401,3.8359641,3.9111271
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.057277949,0.084417064,0.10424217,0.11280303,0.11032565,0.10706587,0.10436507,0.095015188,0.082262446
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9841116,3.4136394,3.7916891,4.0978266,4.2928936,4.4238248,4.5297277,4.6090793,4.6641005
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19233522,0.21540909,0.23568615,0.25491644,0.26987107,0.28050705,0.28843419,0.29472066,0.29979006
AIM/CGE,SSP4-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98814788,1.2203846,1.4992891,1.7694191,2.0052659,2.1908748,2.3356886,2.4624652,2.5699996,2.6527227
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1945.2454,2094.2663,2237.1816,2361.5513,2465.8913,2545.0311,2595.8058,2623.4549,2634.4463
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.74541,447.62813,480.8149,513.2073,543.23012,571.49226,599.30441,627.78412,657.01401
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.54236,340.15988,349.22062,358.30756,367.2046,375.84767,384.12306,391.94875,399.25806
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1323433,2.5916527,3.1280295,3.6622559,4.1236761,4.5454198,4.9244265,5.2691898,5.5921764,5.8944919
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.0589902,-1.07028727,-1.02863481,-0.96269178,-0.89342749,-0.8173881,-0.7511907,-0.69646578,-0.64870319,-0.60698628
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.644338316,0.70515193,0.76141941,0.80890007,0.84775152,0.87665912,0.89496282,0.90485261,0.9087692
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1859467,2.5685752,2.9513764,3.3003393,3.6046401,3.8761026,4.1304418,4.3789359,4.6225182
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06146364,0.097349714,0.13425624,0.1726002,0.20971179,0.24267399,0.27058145,0.29242167,0.30835035
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9898739,3.4868414,3.9821193,4.4372162,4.8381494,5.1925541,5.5143884,5.8155958,6.0992041
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19234504,0.21893869,0.24653411,0.27384698,0.30025086,0.32559223,0.34958024,0.37202494,0.39278442
AIM/CGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98809986,1.2197927,1.508638,1.8339683,2.1456003,2.441495,2.7202608,2.98154,3.227768,3.455264
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1931.6538,1931.6856,1723.8943,1521.2515,1451.561,1433.8815,1424.9632,1414.6426,1401.5941
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.59254,435.62845,446.94066,451.65662,449.50816,443.3723,435.34799,427.27919,419.41161
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.34679,337.78151,341.25659,343.83466,347.16907,350.57927,353.84756,356.87102,359.59233
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1376534,2.6562283,3.1250355,3.2046977,3.1493641,3.0662623,2.9737086,2.8697439,2.7667305,2.6641557
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05321607,-0.94034932,-0.65535933,-0.53900556,-0.45866684,-0.42843735,-0.40656974,-0.38656829,-0.36718171,-0.34898785
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.638674501,0.638687774,0.549408339,0.456843601,0.423558695,0.41498499,0.410639439,0.405593107,0.399185808
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1711195,2.4231339,2.5603487,2.6165295,2.5910082,2.5174438,2.4196869,2.319554,2.2200804
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.053159848,0.058306556,0.050274959,0.044568384,0.041526471,0.040134428,0.039316033,0.038403353,0.037302031
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.961305,3.2383736,3.3020704,3.281446,3.2346217,3.1626709,3.0702323,2.9739467,2.8760309
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19173746,0.21163353,0.22229849,0.23017501,0.24031798,0.25064056,0.26048587,0.2695527,0.27768019
AIM/CGE,SSP5-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98903192,1.2501856,1.555423,1.7274386,1.8003659,1.8252646,1.8303446,1.819855,1.8008243,1.7702027
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1931.6438,1937.3323,1778.1963,1625.5311,1569.1543,1544.9722,1523.7193,1502.411,1481.6869
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.59276,440.07584,461.77272,479.23471,488.50026,491.32488,491.25834,489.61447,486.98561
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.34679,337.96956,342.36921,346.49451,351.3006,355.98458,360.27991,364.08156,367.39935
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1376534,2.6554751,3.1444031,3.3883767,3.5244689,3.5836948,3.5949094,3.5844129,3.5599017,3.5262875
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05321607,-0.94329163,-0.71950187,-0.59961162,-0.49808139,-0.45728929,-0.43100378,-0.40652388,-0.38388494,-0.36243674
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.638670338,0.641043267,0.5732499,0.505218405,0.479270242,0.467993546,0.458007736,0.447923824,0.438045632
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1711223,2.4775001,2.7350884,2.9337569,3.0362527,3.0671124,3.0663875,3.0484471,3.0196313
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.055197688,0.068519756,0.071034954,0.064828982,0.054688264,0.049322955,0.046033237,0.043482233,0.041244986
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9633422,3.3055404,3.5213109,3.6683047,3.7530678,3.7830211,3.7833159,3.7655108,3.7358335
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19173746,0.21221205,0.22570145,0.23827004,0.25281747,0.26689849,0.27972877,0.29101989,0.30082516
AIM/CGE,SSP5-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98903192,1.2502905,1.5542107,1.7852672,1.9521042,2.0639644,2.1381265,2.1905662,2.2266976,2.2457352
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1931.6214,1943.181,1832.7879,1718.401,1655.0991,1638.4544,1629.8726,1609.6155,1579.5563
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.59327,442.92764,471.55108,496.8924,514.11474,525.5215,535.30805,543.51583,548.90386
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.34679,338.14235,343.38886,348.61844,354.19618,359.80477,365.24807,370.2137,374.48849
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1376534,2.657874,3.1649587,3.520615,3.785903,3.9402796,4.0639093,4.169397,4.2428359,4.2823797
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05321607,-0.94561089,-0.77012224,-0.66276207,-0.53723046,-0.48863539,-0.45653691,-0.43311905,-0.40440458,-0.37745408
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.638660959,0.643479352,0.596844727,0.546975162,0.518642859,0.51110114,0.507197344,0.497940513,0.484093449
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1711288,2.5120732,2.8472458,3.1274228,3.309795,3.4272514,3.52601,3.6074544,3.660253
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.059785333,0.090412493,0.10912923,0.10793116,0.10728663,0.11438856,0.11781355,0.10491809,0.092520095
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9679283,3.3646152,3.694802,3.947138,4.121517,4.2564211,4.3714332,4.4467194,4.4878247
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19173746,0.21274352,0.22881515,0.24471143,0.26153331,0.27831334,0.29447249,0.30910747,0.32162685
AIM/CGE,SSP5-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98903192,1.2512664,1.5558875,1.8267603,2.0597151,2.2281273,2.3653923,2.4840905,2.5850851,2.6560068
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1931.6136,1945.9525,1850.4873,1761.4586,1716.743,1709.839,1713.2974,1712.5457,1702.1401
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.59344,443.60364,474.61212,505.9699,534.34218,560.79086,587.21908,614.10343,641.15907
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.34679,338.18771,343.67218,349.37527,355.54611,361.85326,368.1246,374.13346,379.6975
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1376534,2.6589597,3.1730593,3.5736451,3.9349357,4.2412928,4.5282516,4.7958647,5.045877,5.2837939
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05321607,-0.94615862,-0.78237082,-0.68615297,-0.58035735,-0.5416353,-0.51660943,-0.48990823,-0.4608842,-0.42977072
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.638657698,0.644632384,0.604416888,0.565941462,0.546239963,0.543174713,0.544710968,0.544377224,0.539749073
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.171131,2.5202359,2.8818783,3.224321,3.5163438,3.7749268,4.0214043,4.2610066,4.4917711
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.061382462,0.098365239,0.13666599,0.17205516,0.21038708,0.23931909,0.24546258,0.23680707,0.22649061
AIM/CGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9695249,3.3818535,3.7642942,4.1266299,4.4587606,4.7624854,5.0349706,5.2832599,5.5159546
