MODEL,SCENARIO,REGION,VARIABLE,UNIT,2005,2010,2020,2030,2040,2050,2060,2070,2080,2090,2100
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.651337258,0.69557456,0.69415994,0.665688243,0.623045259,0.572014155,0.519310973,0.487054483,0.473603774
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.206476,2.6340072,3.0578942,3.4575046,3.8227561,4.1270101,4.3633078,4.5427034,4.6899174
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06520125,0.10307715,0.13063108,0.14573069,0.14819491,0.13333465,0.11082673,0.09189496,0.078540735
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,3.0213855,3.5544349,4.0354001,4.4547125,4.811205,5.0768387,5.2622213,5.4111146,5.5491634
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19362083,0.22353943,0.25426981,0.28315136,0.30829534,0.32806208,0.34461467,0.36056497,0.37623086
IMAGE,SSP3-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98847537,1.2481821,1.5740933,1.8880807,2.1842079,2.4736873,2.7306731,2.9401237,3.1082473,3.2492034
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1971.2364,2153.6844,2279.3162,2355.4048,2388.9491,2399.9584,2428.8785,2476.2738,2550.4532
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,418.41756,453.55571,492.3272,534.17015,578.65894,625.32607,676.4255,733.26171,797.66629
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,332.03325,342.20012,353.38854,364.91013,376.28831,386.95949,397.22244,407.3662,417.5852
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.134133,2.6945118,3.3295816,3.8613157,4.3545138,4.8416332,5.3097628,5.8070653,6.3371697,6.9014573
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05838753,-1.05406468,-0.98070471,-0.97142785,-0.95297258,-0.88059728,-0.82731881,-0.76735553,-0.69724898,-0.62756444
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.655112854,0.72877782,0.77765357,0.80658415,0.81918577,0.82330182,0.83406814,0.85157088,0.8786226
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.2073797,2.6389876,3.0780204,3.5146203,3.9428059,4.3579378,4.7783638,5.2101973,5.6608032
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.065640184,0.10564597,0.14000073,0.16901297,0.19167354,0.20935103,0.22529115,0.24094399,0.25728666
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,3.0261964,3.5919408,4.1409197,4.6655616,5.1605533,5.6277369,6.1025607,6.5935321,7.1119534
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19386925,0.22518465,0.25910592,0.29347284,0.32687622,0.35774189,0.38702246,0.41558876,0.44400492
IMAGE,SSP3-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.9884638,1.2495103,1.5870797,1.9273491,2.2514684,2.5832098,2.9092111,3.2473005,3.6029186,3.9738818
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1892.2711,1800.3054,1626.0201,1485.0035,1378.3612,1327.1483,1299.5703,1280.1754,1262.245
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,414.13069,432.94416,442.11108,442.58796,438.17078,433.11493,428.50604,424.56904,421.673
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.12919,337.52708,343.03908,348.66079,353.68928,358.22291,362.37092,366.25264,369.65626
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1405182,2.6933665,3.0580567,3.152047,3.105331,2.9700515,2.8677768,2.7894213,2.732798,2.6887276
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05100295,-0.90060059,-0.6726878,-0.56317365,-0.428145556,-0.38553848,-0.360223771,-0.347435981,-0.330543776,-0.318732884
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.62214666,0.582849793,0.505441428,0.439631274,0.387701237,0.362028987,0.347993456,0.338030709,0.328750969
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1522592,2.390051,2.5021966,2.5079668,2.4542797,2.3921618,2.3349003,2.2854965,2.2488621
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.059853176,0.065578996,0.050399245,0.041732486,0.037467564,0.035381524,0.034151426,0.033242365,0.032512514
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9343658,3.1641552,3.2119825,3.1700242,3.0829236,3.0103911,2.9522711,2.9049483,2.8696903
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19106122,0.21085048,0.22774756,0.24483968,0.26001015,0.27359418,0.28594664,0.29744133,0.30746953
IMAGE,SSP4-26,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98958416,1.2647653,1.5306182,1.6804456,1.7597927,1.7699806,1.7673885,1.7628479,1.7614706,1.7561889
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1906.4324,1872.7468,1744.2554,1593.6568,1446.1875,1349.8735,1305.9441,1278.0406,1254.7147
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,415.8117,441.80819,464.20267,479.59253,486.50178,488.26311,487.78962,485.2822,481.52419
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.25449,338.5844,345.42399,351.56939,356.20412,359.79033,363.21202,366.50833,369.59391
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1378101,2.6792633,3.1272857,3.3800903,3.5279975,3.5588365,3.507339,3.4655671,3.4360882,3.3853704
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05401771,-0.96533761,-0.81616102,-0.73858805,-0.585834583,-0.459473923,-0.426964801,-0.403746612,-0.357225785,-0.335827194
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.62810989,0.613887362,0.558392573,0.4906057,0.420958508,0.373482523,0.351250828,0.336929397,0.324833528
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1739412,2.4985284,2.76318,2.9377517,3.0143109,3.0336537,3.0284608,3.0008764,2.9592664
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.063644031,0.084811528,0.077375387,0.060401082,0.048672168,0.042859981,0.039678409,0.037663988,0.036247014
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.965314,3.3215904,3.5523836,3.6707621,3.6900893,3.6738141,3.6566352,3.6245647,3.5803015
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19145064,0.21410252,0.2350158,0.25362808,0.26755615,0.27827032,0.28844262,0.2981963,0.30728626
IMAGE,SSP4-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98910548,1.2543756,1.5367647,1.7541984,1.9235573,2.0361383,2.0873156,2.1197053,2.152276,2.1627426
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1915.9551,1951.3064,2017.4624,1928.7255,1637.6459,1464.1868,1393.354,1336.8594,1295.0388
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.31961,446.16947,478.42181,508.30274,530.82485,546.77337,557.88488,563.16946,564.69245
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.35014,339.54253,348.53845,356.48712,361.51346,365.20073,368.64969,371.68658,374.40058
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1372453,2.6817762,3.1927569,3.6482892,4.0035545,4.119892,4.1866545,4.2546596,4.2828676,4.257753
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05474531,-0.9822426,-0.88705779,-0.87196194,-0.7387172,-0.59318884,-0.52184227,-0.477211685,-0.408038244,-0.393389497
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.6321071,0.646857477,0.674097079,0.637451547,0.510733802,0.429648814,0.395123808,0.366935644,0.345672581
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1804752,2.5511052,2.9246702,3.2489422,3.4809949,3.6394381,3.7471189,3.797581,3.8120361
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.063984146,0.096864434,0.12639661,0.14163012,0.11784994,0.094196759,0.080084892,0.063661039,0.054264896
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9758944,3.4172816,3.8710327,4.2032212,4.3183983,4.3949337,4.4692139,4.4881132,4.4829627
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19174785,0.21704498,0.2444692,0.26840362,0.28339907,0.29433249,0.30450874,0.31342927,0.32137012
IMAGE,SSP4-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98900894,1.2535786,1.5497417,1.8385025,2.1172578,2.298951,2.4203343,2.5243765,2.6104743,2.6509458
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1924.6061,1966.638,2029.9262,2099.0415,2060.1253,1991.883,1949.1177,1783.3817,1588.1197
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.33029,446.34864,479.22097,512.83863,545.72124,578.5883,612.12409,644.48016,675.0257
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.38472,339.64411,348.68086,357.94516,366.06519,372.88018,379.30737,384.55469,388.14585
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1372359,2.6861743,3.2009531,3.6579329,4.1007681,4.4631741,4.7768079,5.1049746,5.3737231,5.538645
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.0547563,-0.9826004,-0.89056778,-0.88718977,-0.82723459,-0.75349273,-0.71722379,-0.67570644,-0.55771487,-0.49787876
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.635729543,0.65321193,0.679177429,0.70706327,0.69142082,0.663619998,0.645948241,0.575506903,0.488051964
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1806124,2.5532542,2.9336034,3.296493,3.6291289,3.9421525,4.2437272,4.519424,4.7672761
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.06401778,0.097631617,0.13323675,0.17571285,0.21128092,0.23731823,0.25427575,0.25355743,0.24076134
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9792622,3.4259286,3.8915696,4.3485779,4.7275667,5.062958,5.3851476,5.6152168,5.7859862
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19185529,0.21735669,0.24490046,0.27276447,0.29688766,0.31692522,0.33565315,0.35082419,0.36114655
IMAGE,SSP4-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98900728,1.2548205,1.5530243,1.8426474,2.1410662,2.416999,2.6633642,2.9036378,3.1388047,3.307032
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1936.7331,2049.9117,2122.7301,2131.6211,2062.1206,1971.7044,1912.6637,1852.6434,1792.6334
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,416.4975,447.45279,481.67709,516.38209,550.01855,583.07604,616.52012,649.76477,683.20344
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.48901,340.09801,349.36741,358.58438,366.68502,373.45899,379.82911,385.85328,391.1714
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1370733,2.6932264,3.2543131,3.7336131,4.1551838,4.5085581,4.8134293,5.126751,5.4455985,5.7298038
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05492406,-0.98658683,-0.90697914,-0.9013319,-0.84081568,-0.76029563,-0.71797147,-0.67743009,-0.58398876,-0.52127542
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.640793477,0.68729038,0.71651208,0.72004452,0.69222651,0.655306169,0.630726677,0.605336758,0.579525436
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1827618,2.5664782,2.9609657,3.3333482,3.6711115,3.9835075,4.2820287,4.5631337,4.8317292
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.065550768,0.10675564,0.14684364,0.18577077,0.21816578,0.24222483,0.25781737,0.26501195,0.26703127
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9875872,3.47873,3.9664517,4.4084687,4.7789514,5.1038229,5.4155223,5.6995631,5.9634052
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.1921793,0.21874896,0.24697814,0.27467348,0.29871786,0.31861846,0.33716636,0.35456245,0.36980564
IMAGE,SSP4-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98897852,1.2565916,1.5691065,1.8780761,2.1722892,2.4454017,2.6887421,2.9231663,3.1669589,3.3883071
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1907.4074,1873.3178,1712.0592,1554.5397,1453.4991,1400.2736,1365.5954,1322.3189,1280.4741
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.08207,446.8449,473.88644,492.97091,501.3854,501.78448,499.60794,496.1335,491.61922
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.11199,337.8225,343.28693,347.94678,351.87999,355.1215,358.05557,360.71053,362.97358
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1361704,2.6684274,3.1816385,3.4696637,3.6242238,3.6420276,3.5950399,3.5318539,3.4834239,3.4170244
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.0556461,-0.99632847,-0.81306415,-0.72231079,-0.60815021,-0.53233438,-0.49399338,-0.48229984,-0.43255376,-0.40236427
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.628519636,0.614129522,0.544161137,0.472465844,0.424495308,0.398535667,0.381348448,0.359582057,0.338184714
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1902688,2.5592018,2.8736881,3.085014,3.1756027,3.1798614,3.1565943,3.1192419,3.0703179
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.062314186,0.085577577,0.082181185,0.064862215,0.051823982,0.046263898,0.043847937,0.042405384,0.041140451
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9802183,3.3808935,3.6490455,3.7960562,3.8445595,3.8308496,3.7992805,3.749823,3.6880933
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19100777,0.21175963,0.2285041,0.24267659,0.25456436,0.26431097,0.27309435,0.28101076,0.28773532
IMAGE,SSP5-34,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98881453,1.2479167,1.5545208,1.8009868,1.9776527,2.0841707,2.1389027,2.1639921,2.1886106,2.1914112
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1914.3048,1921.2246,1809.5795,1671.3477,1560.987,1467.8489,1394.055,1342.0058,1306.662
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.59278,451.15634,487.43888,520.25232,543.97997,559.18095,568.93143,573.17402,573.16993
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.28005,338.78452,345.36866,350.80182,355.30653,359.03655,362.20905,364.92248,367.33877
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1355495,2.668118,3.2110857,3.6314531,3.9531104,4.1489237,4.2344809,4.2837548,4.2942268,4.2797249
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05638707,-1.01418571,-0.89791605,-0.82402218,-0.71216359,-0.60005457,-0.55259437,-0.49976471,-0.44657884,-0.4033842
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.631415112,0.63431461,0.586858635,0.525967624,0.47547167,0.431410207,0.395469847,0.369528496,0.351617209
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1968186,2.6105976,3.0246107,3.3733143,3.6120232,3.7595391,3.8520649,3.8918303,3.8917921
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.063038426,0.096906153,0.1093448,0.093790063,0.07115554,0.057518995,0.051075508,0.047504081,0.045023647
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9904842,3.4637911,3.8698971,4.1675679,4.3541129,4.4615505,4.526403,4.5484989,4.5378284
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19153008,0.21471743,0.23484746,0.25131242,0.26486596,0.27602282,0.28546593,0.29350938,0.30064654
IMAGE,SSP5-45,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98870703,1.2464816,1.5548863,1.8501504,2.103017,2.3036459,2.4398299,2.5437676,2.6211055,2.6708076
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1922.1235,1985.0511,1963.1852,1878.6824,1733.681,1585.2666,1482.0197,1405.3608,1356.569
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,417.98853,454.62975,499.6792,549.0324,596.12119,635.7162,665.76943,686.71767,701.15325
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.37179,339.63052,348.13195,355.70211,361.40235,365.51311,368.98,372.11486,374.78692
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1350674,2.6689597,3.2517912,3.7883527,4.3306497,4.7661956,5.034325,5.2184605,5.3394627,5.4263949
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05699226,-1.02858973,-0.96879826,-0.96366529,-0.85695031,-0.69880064,-0.62674605,-0.56416465,-0.4936899,-0.43386269
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.634690875,0.660810024,0.651783065,0.616402893,0.553733421,0.486734336,0.438204823,0.401038502,0.376838111
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.2018887,2.6516473,3.1573576,3.6615064,4.1019366,4.44614,4.6933736,4.8591901,4.9705372
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.063294225,0.10340862,0.13658123,0.14900847,0.14405638,0.12795363,0.10333014,0.080575326,0.066524966
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.9988889,3.5365368,4.0936442,4.6028603,5.0018996,5.2850279,5.4764524,5.5969991,5.6814546
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19181515,0.21731501,0.24323779,0.266052,0.28306874,0.29525617,0.30548078,0.31468431,0.32249813
IMAGE,SSP5-60,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98862385,1.2455597,1.5601111,1.8929491,2.2398323,2.5691605,2.8225149,3.0210677,3.1762521,3.2977825
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1952.6471,2134.679,2299.9186,2419.526,2469.854,2477.9294,2512.9495,2575.4944,2661.6102
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,418.31343,456.44272,505.92205,567.00333,639.05601,722.5195,816.78204,918.3451,1025.6232
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,331.64675,340.7601,350.67097,360.84688,370.4843,378.82231,386.30495,393.12622,399.01031
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.134718,2.685498,3.336002,3.9612036,4.6907247,5.546435,6.2643756,7.0087717,7.733275,8.4241797
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.05736651,-1.03679119,-0.99644824,-1.06435241,-1.03420104,-0.83422013,-0.80038283,-0.74093482,-0.65941362,-0.56109538
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.647414171,0.72125768,0.78553544,0.83059366,0.84921024,0.85217915,0.86499708,0.88766306,0.91841268
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.2060475,2.6729492,3.2238148,3.8338949,4.4741859,5.1312052,5.7875584,6.4148647,7.0062111
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.065517849,0.11330159,0.16174606,0.20817274,0.25751904,0.30989572,0.35803275,0.3899266,0.40448603
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,3.0169763,3.6227396,4.3069903,5.0324059,5.7663971,6.5026668,7.2396979,7.9377372,8.5865504
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.19266926,0.22077816,0.25091743,0.28141653,0.30990213,0.3342454,0.35586118,0.37538228,0.39208395
IMAGE,SSP5-Baseline,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.98856232,1.2496432,1.587743,1.9575987,2.3787673,2.8919282,3.3764417,3.8733596,4.3730509,4.8625046
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Concentration|CH4,ppb,1753.16,1812.864,1844.0916,1705.0687,1506.6658,1352.3701,1252.0356,1188.1847,1129.9214,1071.6499,1020.7721
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Concentration|CO2,ppm,379.85,390.5053,412.79971,427.58283,433.02968,431.75646,423.98555,413.18762,401.15694,388.41904,375.96061
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Concentration|N2O,ppb,319.855,323.68957,330.59982,336.18054,340.27452,342.76115,343.89241,343.99172,343.17265,341.81867,340.03917
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing,W/m2,1.8709164,2.1434282,2.6757663,2.9171297,2.921051,2.8295978,2.6623025,2.4804838,2.286329,2.0689503,1.8507529
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|Aerosol,W/m2,-1.11516835,-1.04673989,-0.80687992,-0.6391883,-0.52653442,-0.4335012,-0.39335182,-0.36511935,-0.33631618,-0.3175289,-0.30323094
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|CH4,W/m2,0.562304717,0.58827586,0.601684981,0.541053074,0.449943193,0.374734737,0.323436876,0.289684135,0.258061276,0.225583135,0.196474375
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|CO2,W/m2,1.6897843,1.837859,2.1350293,2.3233562,2.3911082,2.3753475,2.2781356,2.1400567,1.9818983,1.8091873,1.6346971
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|F-Gases,W/m2,0.021105041,0.031102416,0.060951345,0.075565555,0.075694795,0.079214109,0.083395997,0.088018073,0.091468301,0.093423525,0.094138748
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|Kyoto Gases,W/m2,2.3467499,2.5390686,2.8991362,3.0676438,3.0703779,3.0015594,2.8681923,2.7062214,2.5220129,2.3193844,2.1152982
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Forcing|N2O,W/m2,0.15571104,0.16780423,0.18941519,0.20670143,0.21929014,0.22689888,0.23035109,0.23065388,0.22815531,0.22401832,0.21856854
MESSAGE-GLOBIOM,SSP1-19,World,Diagnostics|MAGICC6|Temperature|Global Mean,°C,0.91338626,0.99005844,1.2731243,1.4961456,1.6130286,1.6610348,1.6454972,1.6012107,1.5409905,1.4607001,1.363597
