"scenario","region","sector","subsector","technology","year","value","Units"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2010,22261481.6533475,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2015,21870344.7857646,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2020,20238696.3159046,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2025,18133623.2694138,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2030,16718998.4154145,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2035,15628221.5730373,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2040,15918743.194324,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2045,16340091.990329,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2050,16755693.0386338,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2055,17188655.9762075,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2060,17629370.4634319,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2065,18031877.5887935,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2070,18355864.020945,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2075,18604427.7431653,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2080,18826770.6622302,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2085,18912298.0708133,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2090,18881189.7046765,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2095,18713519.5990287,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","Liquids",2100,18536436.8973763,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2015,207233.659126922,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2020,571689.310507568,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2025,1179921.64079741,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2030,1851398.31100588,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2035,2585396.5682255,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2040,3201407.80269933,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2045,3862575.43918857,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2050,4537431.54775245,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2055,5231411.11160913,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2060,5953179.25590396,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2065,6686636.68434055,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2070,7435878.00800993,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2075,8186974.49634702,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2080,8873316.2131307,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2085,9504151.29759359,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2090,10082969.9245147,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2095,10614583.8551568,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Large Car","NG",2100,11175371.5602498,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2015,37291.1999124602,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2020,493724.070420773,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2025,1327115.07828228,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2030,2402108.76196311,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2035,3778208.4026386,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2040,5255796.11583833,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2045,7143297.67967184,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2050,9498807.65318337,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2055,11834566.1045927,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2060,14230010.2002021,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2065,16700309.5606246,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2070,19367322.6229469,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2075,22301844.4348959,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2080,25462314.4875278,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2085,28943702.3422828,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2090,32783878.0352745,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2095,36980903.9811455,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","BEV",2100,39910334.4042326,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2020,157591.902008363,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2025,528920.029649238,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2030,1043445.8213149,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2035,1705768.9513098,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2040,2403346.6559751,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2045,3252783.10091021,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2050,4243295.55390373,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2055,5366080.26830678,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2060,6647955.02850446,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2065,8077621.55124617,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2070,9668814.04094229,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2075,11407279.3966722,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2080,13225445.3745551,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2085,15149728.9994149,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2090,17172352.0508958,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2095,19278381.8792557,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","FCEV",2100,21181257.9738084,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2015,5733789.0143789,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2020,17403733.1972842,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2025,30244034.6939295,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2030,40437556.2588015,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2035,48828489.1956965,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2040,52494418.1162837,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2045,54969690.3801326,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2050,56925410.9789302,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2055,58746675.0024655,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2060,60549622.5716149,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2065,62316285.7185671,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2070,63893515.048173,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2075,65267144.5811557,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2080,66492144.5898679,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2085,67284637.9102515,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2090,67702926.3463169,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2095,67608521.3331284,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Hybrid Liquids",2100,67492231.3630251,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",1975,51770468.6203521,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",1990,60405268.9776205,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2005,81078189.5843635,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2010,82172785.9166817,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2015,82012691.1840912,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2020,75887307.8052978,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2025,67910031.9178854,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2030,63393297.4183069,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2035,61087041.1433705,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2040,62762672.627181,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2045,64918692.8547358,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2050,67024213.8926961,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2055,69191173.1138425,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2060,71399846.1780258,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2065,73461632.1508138,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2070,75229295.4542366,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2075,76712349.7717936,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2080,78069530.7384326,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2085,78882410.5234582,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2090,79226122.8324571,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2095,79007203.5659934,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids",2100,78809820.7698696,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2015,726036.930516307,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2020,2039583.89308989,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2025,4259990.50025596,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2030,6749979.700657,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2035,9517605.36752962,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2040,11899594.0479887,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2045,14494058.4781382,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2050,17175899.6442301,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2055,19961718.7497277,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2060,22887465.6697163,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2065,25888064.0211657,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2070,28982346.0185932,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2075,32119289.7425416,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2080,35044235.1434075,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2085,37788800.4081475,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2090,40362415.5834833,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2095,42771754.1873276,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG",2100,45354468.3471386,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2015,51841.4544438263,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2020,491917.229796535,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2025,1245953.803137,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2030,2155291.61909834,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2035,3238551.43575046,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2040,4317594.69941652,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2045,5611847.74269074,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2050,7147155.85360645,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2055,8592605.9708025,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2060,9997828.11597795,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2065,11356540.9632487,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2070,12751902.2935623,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2075,14218078.9076115,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2080,15700183.7697315,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2085,17248321.8158664,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2090,18883911.9750896,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2095,20572065.6825187,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","BEV",2100,21638230.0364639,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2020,91036.2160836745,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2025,297945.90525708,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2030,573869.104274162,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2035,914592.424046678,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2040,1258403.1148574,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2045,1662719.92385553,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2050,2120745.54615468,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2055,2635173.24977128,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2060,3213077.97162511,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2065,3851039.07677462,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2070,4545150.79927969,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2075,5288689.85627994,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2080,6033227.18895589,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2085,6797831.21396123,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2090,7588473.78842488,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2095,8381982.6565668,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV",2100,9070377.61120442,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2015,3551936.70095101,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2020,10405282.1274049,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2025,17640879.14174,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2030,23012297.6753261,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2035,27051405.429776,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2040,28412721.9012917,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2045,29105892.3641963,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2050,29598596.9431474,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2055,30114483.6650592,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2060,30698819.3387981,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2065,31272836.091637,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2070,31732886.6085388,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2075,32061856.1797516,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2080,32330850.1129775,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2085,32357281.8426541,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2090,32170951.3313418,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2095,31732477.9384042,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids",2100,31258918.2369707,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1975,29024543.9373126,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",1990,33865571.2549337,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2005,45455324.4445382,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2010,46069318.3645812,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2015,45198916.8923141,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2020,41738568.4417012,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2025,37149038.0432347,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2030,33914377.6744824,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2035,31293605.7625126,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2040,31611020.5152408,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2045,32221405.6143367,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2050,32863802.1087379,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2055,33587764.5479976,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2060,34349726.7183261,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2065,35039097.2081238,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2070,35563091.4181908,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2075,35924065.7932551,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2080,36220681.2135657,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2085,36239173.5371587,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2090,36009988.6890653,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2095,35497252.6820625,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids",2100,34956806.203349,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2015,485948.338821817,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2020,1330501.42507231,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2025,2712494.62796517,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2030,4203910.24812869,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2035,5793822.62134207,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2040,7093193.5989074,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2045,8468096.70453677,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2050,9854170.67646772,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2055,11280505.2481155,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2060,12763354.9445131,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2065,14265418.7286931,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2070,15793024.3962887,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2075,17312199.5944938,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2080,18655191.824488,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2085,19864871.9016871,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2090,20943329.3169408,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2095,21908443.38864,"vehicle"
"SSP5","USA","trn_pass_road_LDV_4W","Midsize Car","NG",2100,22927548.0582895,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2015,82093.5907339979,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2020,754860.208448134,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2025,1908123.04398609,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2030,3274592.74702791,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2035,4879317.27039989,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2040,6775618.01470685,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2045,9316642.56391733,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2050,12581909.3596007,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2055,16157657.0282035,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2060,20316739.1287153,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2065,25315542.7798534,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2070,31514267.8608623,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2075,39924369.6592746,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2080,51212646.2314022,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2085,67183363.0388184,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2090,86722923.6261433,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2095,106570354.541116,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV",2100,123134157.17717,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2020,114139.261598981,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2025,375247.179516926,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2030,720175.319487765,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2035,1141454.2460827,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2040,1702932.24117338,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2045,2457525.00138421,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2050,3441638.93861775,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2055,4780669.70488743,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2060,6668170.39699008,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2065,9188573.25346249,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2070,12923591.2085826,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2075,17808335.0251398,"vehicle"
"SSP5_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV",2080,23278912.0937357,"vehicle"
