"Technology","Region","Aeo_case","Aeo_year","Data_type","Size","Year","Unit","Value"
"HEV","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",3259
"ICEV-D","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",4004
"ICEV-G","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",666796
"PHEV20","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","Middle Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",86
"BEV300","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",4472
"FCV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",102456
"HEV","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1861
"ICEV-D","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",2434
"ICEV-G","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",385750
"PHEV20","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","Mountain","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",56
"BEV300","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",2693
"FCV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",67563
"HEV","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1227
"ICEV-D","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1365
"ICEV-G","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",255921
"PHEV20","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","New England","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",290
"BEV300","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",9145
"FCV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",216067
"HEV","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",3974
"ICEV-D","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",5663
"ICEV-G","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",818538
"PHEV20","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","Pacific","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",233
"BEV300","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",10402
"FCV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",280512
"HEV","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",5057
"ICEV-D","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",6319
"ICEV-G","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1054443
"PHEV20","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","South Atlantic","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1268
"BEV300","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",54600
"FCV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1366945
"HEV","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",24743
"ICEV-D","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",31658
"ICEV-G","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",5157055
"PHEV20","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","United States","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",72
"BEV300","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",3471
"FCV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",74832
"HEV","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1311
"ICEV-D","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",1627
"ICEV-G","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",290150
"PHEV20","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","West North Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",124
"BEV300","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"CNG","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",6072
"FCV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"FFV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",147026
"HEV","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",2636
"ICEV-D","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",3331
"ICEV-G","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",554260
"PHEV20","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"PHEV40","West South Central","Reference","AEO2015","Light-Duty Vehicle Sales ","Light truck",2013,"vehicle",0
"BEV100","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6844
"BEV300","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2461
"CNG","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",5102
"FCV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",46329
"HEV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",69724
"ICEV-D","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",31258
"ICEV-G","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1111657
"PHEV20","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6202
"PHEV40","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3952
"BEV100","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1512
"BEV300","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",572
"CNG","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2087
"FCV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",16388
"HEV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",21870
"ICEV-D","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",9670
"ICEV-G","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",372068
"PHEV20","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1890
"PHEV40","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1131
"BEV100","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6101
"BEV300","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2241
"CNG","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",4174
"FCV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",42468
"HEV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",68845
"ICEV-D","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",29588
"ICEV-G","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1052860
"PHEV20","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6033
"PHEV40","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3662
"BEV100","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3157
"BEV300","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1103
"CNG","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2614
"FCV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",20180
"HEV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",27448
"ICEV-D","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",12596
"ICEV-G","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",459870
"PHEV20","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2508
"PHEV40","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1703
"BEV100","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",929
"BEV300","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",365
"CNG","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1695
"FCV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",13397
"HEV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",18102
"ICEV-D","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6913
"ICEV-G","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",304202
"PHEV20","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1477
"PHEV40","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",764
"BEV100","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",33667
"BEV300","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",8580
"CNG","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",5585
"FCV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",51750
"HEV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",81609
"ICEV-D","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",41102
"ICEV-G","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1255179
"PHEV20","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",7348
"PHEV40","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",4723
"BEV100","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",10752
"BEV300","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3787
"CNG","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6904
"FCV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",63819
"HEV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",97183
"ICEV-D","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",42355
"ICEV-G","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1541687
"PHEV20","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",8688
"PHEV40","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",5615
"BEV100","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",70970
"BEV300","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",22019
"CNG","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",34110
"FCV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",310660
"HEV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",471245
"ICEV-D","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",211468
"ICEV-G","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",7466999
"PHEV20","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",41920
"PHEV40","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",26663
"BEV100","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1512
"BEV300","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",574
"CNG","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2244
"FCV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",17142
"HEV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",22200
"ICEV-D","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",9598
"ICEV-G","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",385046
"PHEV20","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1963
"PHEV40","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",1248
"BEV100","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",6490
"BEV300","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",2332
"CNG","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3702
"FCV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",0
"FFV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",39182
"HEV","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",64260
"ICEV-D","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",28383
"ICEV-G","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",984427
"PHEV20","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",5808
"PHEV40","West South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Car",2014,"vehicle",3861
"BEV100","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",194
"BEV300","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",8256
"FCV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",248482
"HEV","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",4372
"ICEV-D","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",13648
"ICEV-G","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",828283
"PHEV20","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","East North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",66
"BEV300","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3379
"FCV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",69642
"HEV","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1180
"ICEV-D","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3640
"ICEV-G","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",245999
"PHEV20","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","East South Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",159
"BEV300","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",6675
"FCV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",221710
"HEV","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3959
"ICEV-D","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",11859
"ICEV-G","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",730470
"PHEV20","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","Middle Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",95
"BEV300","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",4290
"FCV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",101429
"HEV","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1765
"ICEV-D","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",5631
"ICEV-G","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",348071
"PHEV20","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","Mountain","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",53
"BEV300","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",2750
"FCV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",67126
"HEV","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1173
"ICEV-D","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3189
"ICEV-G","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",230326
"PHEV20","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","New England","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",252
"BEV300","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",8901
"FCV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",173820
"HEV","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3011
"ICEV-D","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",10418
"ICEV-G","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",618305
"PHEV20","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","Pacific","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",248
"BEV300","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",10978
"FCV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",264927
"HEV","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",4562
"ICEV-D","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",13921
"ICEV-G","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",912031
"PHEV20","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","South Atlantic","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1299
"BEV300","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",54898
"FCV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1466910
"HEV","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",25646
"ICEV-D","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",79572
"ICEV-G","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",4967346
"PHEV20","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"PHEV40","United States","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"BEV100","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",77
"BEV300","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"CNG","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",3651
"FCV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",0
"FFV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",102965
"HEV","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",1784
"ICEV-D","West North Central","Reference","AEO2016","Light-Duty Vehicle Sales ","Light truck",2014,"vehicle",5415
