"Technology","Region","Aeo_case","Aeo_year","Data_type","Size","Year","Unit","Value"
"PHEV40","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2934
"BEV100","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",7642
"BEV300","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",4555
"CNG","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",6368
"FCV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",289
"FFV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",73008
"HEV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",67281
"ICEV-D","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1742
"ICEV-G","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1390831
"PHEV20","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",13026
"PHEV40","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",10887
"BEV100","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",7249
"BEV300","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",4650
"CNG","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",7523
"FCV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",357
"FFV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",88220
"HEV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",46568
"ICEV-D","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2109
"ICEV-G","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1672778
"PHEV20","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",3612
"PHEV40","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2696
"BEV100","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",32592
"BEV300","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",20959
"CNG","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",37367
"FCV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1751
"FFV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",429064
"HEV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",276995
"ICEV-D","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",10355
"ICEV-G","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",8115033
"PHEV20","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",34012
"PHEV40","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",26582
"BEV100","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",920
"BEV300","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",676
"CNG","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2392
"FCV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",114
"FFV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",24689
"HEV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",10295
"ICEV-D","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",662
"ICEV-G","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",414883
"PHEV20","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",781
"PHEV40","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",521
"BEV100","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",3359
"BEV300","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",2280
"CNG","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",4106
"FCV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",189
"FFV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",53663
"HEV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",28220
"ICEV-D","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1144
"ICEV-G","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1163800
"PHEV20","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",1285
"PHEV40","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Car",2016,"vehicle",857
"BEV100","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",838
"BEV300","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",721
"CNG","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",9439
"FCV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",257
"FFV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",144877
"HEV","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",7185
"ICEV-D","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4199
"ICEV-G","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1011103
"PHEV20","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1726
"PHEV40","East North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",996
"BEV100","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",349
"BEV300","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",299
"CNG","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3886
"FCV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",107
"FFV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",49748
"HEV","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",2310
"ICEV-D","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1104
"ICEV-G","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",290500
"PHEV20","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",718
"PHEV40","East South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",415
"BEV100","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",695
"BEV300","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",599
"CNG","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",7778
"FCV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",213
"FFV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",126051
"HEV","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",11672
"ICEV-D","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3908
"ICEV-G","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",899272
"PHEV20","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3843
"PHEV40","Middle Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",827
"BEV100","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",438
"BEV300","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",377
"CNG","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4986
"FCV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",134
"FFV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",68294
"HEV","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3341
"ICEV-D","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1762
"ICEV-G","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",435569
"PHEV20","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",903
"PHEV40","Mountain","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",521
"BEV100","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",288
"BEV300","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",248
"CNG","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3216
"FCV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",88
"FFV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",47700
"HEV","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4915
"ICEV-D","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1423
"ICEV-G","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",316068
"PHEV20","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1727
"PHEV40","New England","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",342
"BEV100","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",944
"BEV300","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",812
"CNG","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",10576
"FCV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",289
"FFV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",132272
"HEV","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",10146
"ICEV-D","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3659
"ICEV-G","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",745695
"PHEV20","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4240
"PHEV40","Pacific","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1122
"BEV100","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1166
"BEV300","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1004
"CNG","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",12983
"FCV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",357
"FFV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",177939
"HEV","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",9283
"ICEV-D","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4369
"ICEV-G","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1107798
"PHEV20","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",2678
"PHEV40","South Atlantic","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1387
"BEV100","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",5712
"BEV300","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4915
"CNG","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",64051
"FCV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1751
"FFV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",929603
"HEV","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",57829
"ICEV-D","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",25555
"ICEV-G","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",6145804
"PHEV20","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",17880
"PHEV40","United States","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",6791
"BEV100","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",375
"BEV300","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",322
"CNG","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",4188
"FCV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",114
"FFV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",63228
"HEV","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3085
"ICEV-D","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1712
"ICEV-G","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",433225
"PHEV20","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",772
"PHEV40","West North Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",445
"BEV100","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",616
"BEV300","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",530
"CNG","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",6997
"FCV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",189
"FFV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",119491
"HEV","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",5888
"ICEV-D","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",3414
"ICEV-G","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",906570
"PHEV20","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",1269
"PHEV40","West South Central","Reference","AEO2018","Light-Duty Vehicle Sales ","Light truck",2016,"vehicle",732
"BEV100","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2693
"BEV300","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",6028
"CNG","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2328
"FCV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",229
"FFV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",32397
"HEV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",51143
"ICEV-D","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",285
"ICEV-G","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1066069
"PHEV20","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2336
"PHEV40","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2212
"BEV100","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",586
"BEV300","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1200
"CNG","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",987
"FCV","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",98
"FFV","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",11785
"HEV","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",17632
"ICEV-D","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",107
"ICEV-G","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",373457
"PHEV20","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",973
"PHEV40","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",749
"BEV100","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",5084
"BEV300","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",11331
"CNG","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1937
"FCV","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",190
"FFV","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",31412
"HEV","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",68513
"ICEV-D","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",259
"ICEV-G","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1015042
"PHEV20","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",4313
"PHEV40","Middle Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",11535
"BEV100","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",708
"BEV300","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1378
"CNG","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1238
"FCV","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",121
"FFV","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",14766
"HEV","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",22327
"ICEV-D","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",135
"ICEV-G","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",470137
"PHEV20","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1206
"PHEV40","Mountain","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",963
"BEV100","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2073
"BEV300","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",4187
"CNG","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",794
"FCV","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",78
"FFV","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",10684
"HEV","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",25473
"ICEV-D","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",93
"ICEV-G","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",332157
"PHEV20","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1741
"PHEV40","New England","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",5456
"BEV100","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",10664
"BEV300","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",18702
"CNG","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2698
"FCV","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",261
"FFV","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",42082
"HEV","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",86906
"ICEV-D","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",382
"ICEV-G","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1368959
"PHEV20","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",5821
"PHEV40","Pacific","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",19077
"BEV100","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",8615
"BEV300","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",19290
"CNG","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",3262
"FCV","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",321
"FFV","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",51795
"HEV","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",86940
"ICEV-D","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",424
"ICEV-G","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1666137
"PHEV20","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",3696
"PHEV40","South Atlantic","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",5052
"BEV100","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",32803
"BEV300","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",67447
"CNG","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",15995
"FCV","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1572
"FFV","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",232732
"HEV","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",418124
"ICEV-D","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",2014
"ICEV-G","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",7530805
"PHEV20","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",22827
"PHEV40","United States","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",47444
"BEV100","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",488
"BEV300","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",851
"CNG","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1022
"FCV","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",101
"FFV","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",11404
"HEV","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",16652
"ICEV-D","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",107
"ICEV-G","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",355820
"PHEV20","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1006
"PHEV40","West North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",780
"BEV100","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1888
"BEV300","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",4475
"CNG","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1724
"FCV","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",168
"FFV","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",26402
"HEV","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",42533
"ICEV-D","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",218
"ICEV-G","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",883024
"PHEV20","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1732
"PHEV40","West South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Car",2017,"vehicle",1617
"BEV100","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",591
"BEV300","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",551
"CNG","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",2998
"FCV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",197
"FFV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",108416
"HEV","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",7661
"ICEV-D","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",6570
"ICEV-G","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",1089559
"PHEV20","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",1818
"PHEV40","East North Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",994
"BEV100","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",253
"BEV300","East South Central","Reference","AEO2019","Light-Duty Vehicle Sales ","Light truck",2017,"vehicle",236
