"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"BEV100","Car",2021,"stock","LOP",2021,"vehicle",207334
"BEV300","Car",2021,"stock","LOP",2021,"vehicle",668463
"CNG","Car",2021,"stock","LOP",2021,"vehicle",59067
"FCV","Car",2021,"stock","LOP",2021,"vehicle",7724
"FFV","Car",2021,"stock","LOP",2021,"vehicle",4753695
"HEV","Car",2021,"stock","LOP",2021,"vehicle",3846911
"ICEV-D","Car",2021,"stock","LOP",2021,"vehicle",515374
"ICEV-G","Car",2021,"stock","LOP",2021,"vehicle",117721596
"PHEV20","Car",2021,"stock","LOP",2021,"vehicle",356048
"PHEV40","Car",2021,"stock","LOP",2021,"vehicle",179921
"BEV100","Light truck",2021,"stock","LOP",2021,"vehicle",601
"BEV300","Light truck",2021,"stock","LOP",2021,"vehicle",138549
"CNG","Light truck",2021,"stock","LOP",2021,"vehicle",116323
"FCV","Light truck",2021,"stock","LOP",2021,"vehicle",13
"FFV","Light truck",2021,"stock","LOP",2021,"vehicle",15807546
"HEV","Light truck",2021,"stock","LOP",2021,"vehicle",1192455
"ICEV-D","Light truck",2021,"stock","LOP",2021,"vehicle",619794
"ICEV-G","Light truck",2021,"stock","LOP",2021,"vehicle",110907684
"PHEV20","Light truck",2021,"stock","LOP",2021,"vehicle",60153
"PHEV40","Light truck",2021,"stock","LOP",2021,"vehicle",70582
"BEV100","Car",2022,"stock","LOP",2021,"vehicle",205611
"BEV300","Car",2022,"stock","LOP",2021,"vehicle",767993
"CNG","Car",2022,"stock","LOP",2021,"vehicle",57461
"FCV","Car",2022,"stock","LOP",2021,"vehicle",7863
"FFV","Car",2022,"stock","LOP",2021,"vehicle",4668212
"HEV","Car",2022,"stock","LOP",2021,"vehicle",3861892
"ICEV-D","Car",2022,"stock","LOP",2021,"vehicle",480793
"ICEV-G","Car",2022,"stock","LOP",2021,"vehicle",116125839
"PHEV20","Car",2022,"stock","LOP",2021,"vehicle",382345
"PHEV40","Car",2022,"stock","LOP",2021,"vehicle",181957
"BEV100","Light truck",2022,"stock","LOP",2021,"vehicle",533
"BEV300","Light truck",2022,"stock","LOP",2021,"vehicle",186849
"CNG","Light truck",2022,"stock","LOP",2021,"vehicle",114579
"FCV","Light truck",2022,"stock","LOP",2021,"vehicle",25
"FFV","Light truck",2022,"stock","LOP",2021,"vehicle",15836884
"HEV","Light truck",2022,"stock","LOP",2021,"vehicle",1451968
"ICEV-D","Light truck",2022,"stock","LOP",2021,"vehicle",739207
"ICEV-G","Light truck",2022,"stock","LOP",2021,"vehicle",112906960
"PHEV20","Light truck",2022,"stock","LOP",2021,"vehicle",64285
"PHEV40","Light truck",2022,"stock","LOP",2021,"vehicle",95139
"BEV100","Car",2023,"stock","LOP",2021,"vehicle",203023
"BEV300","Car",2023,"stock","LOP",2021,"vehicle",858996
"CNG","Car",2023,"stock","LOP",2021,"vehicle",55821
"FCV","Car",2023,"stock","LOP",2021,"vehicle",7985
"FFV","Car",2023,"stock","LOP",2021,"vehicle",4552548
"HEV","Car",2023,"stock","LOP",2021,"vehicle",3858401
"ICEV-D","Car",2023,"stock","LOP",2021,"vehicle",447307
"ICEV-G","Car",2023,"stock","LOP",2021,"vehicle",114337570
"PHEV20","Car",2023,"stock","LOP",2021,"vehicle",409104
"PHEV40","Car",2023,"stock","LOP",2021,"vehicle",182633
"BEV100","Light truck",2023,"stock","LOP",2021,"vehicle",432
"BEV300","Light truck",2023,"stock","LOP",2021,"vehicle",238701
"CNG","Light truck",2023,"stock","LOP",2021,"vehicle",112448
"FCV","Light truck",2023,"stock","LOP",2021,"vehicle",39
"FFV","Light truck",2023,"stock","LOP",2021,"vehicle",15812584
"HEV","Light truck",2023,"stock","LOP",2021,"vehicle",1713438
"ICEV-D","Light truck",2023,"stock","LOP",2021,"vehicle",846519
"ICEV-G","Light truck",2023,"stock","LOP",2021,"vehicle",115008812
"PHEV20","Light truck",2023,"stock","LOP",2021,"vehicle",68244
"PHEV40","Light truck",2023,"stock","LOP",2021,"vehicle",116711
"BEV100","Car",2024,"stock","LOP",2021,"vehicle",199673
"BEV300","Car",2024,"stock","LOP",2021,"vehicle",949777
"CNG","Car",2024,"stock","LOP",2021,"vehicle",54289
"FCV","Car",2024,"stock","LOP",2021,"vehicle",8118
"FFV","Car",2024,"stock","LOP",2021,"vehicle",4413177
"HEV","Car",2024,"stock","LOP",2021,"vehicle",3845278
"ICEV-D","Car",2024,"stock","LOP",2021,"vehicle",415160
"ICEV-G","Car",2024,"stock","LOP",2021,"vehicle",112586098
"PHEV20","Car",2024,"stock","LOP",2021,"vehicle",437925
"PHEV40","Car",2024,"stock","LOP",2021,"vehicle",182348
"BEV100","Light truck",2024,"stock","LOP",2021,"vehicle",354
"BEV300","Light truck",2024,"stock","LOP",2021,"vehicle",299090
"CNG","Light truck",2024,"stock","LOP",2021,"vehicle",110358
"FCV","Light truck",2024,"stock","LOP",2021,"vehicle",59
"FFV","Light truck",2024,"stock","LOP",2021,"vehicle",15750001
"HEV","Light truck",2024,"stock","LOP",2021,"vehicle",1983927
"ICEV-D","Light truck",2024,"stock","LOP",2021,"vehicle",953968
"ICEV-G","Light truck",2024,"stock","LOP",2021,"vehicle",117399651
"PHEV20","Light truck",2024,"stock","LOP",2021,"vehicle",72194
"PHEV40","Light truck",2024,"stock","LOP",2021,"vehicle",135352
"BEV100","Car",2025,"stock","LOP",2021,"vehicle",195458
"BEV300","Car",2025,"stock","LOP",2021,"vehicle",1043808
"CNG","Car",2025,"stock","LOP",2021,"vehicle",52856
"FCV","Car",2025,"stock","LOP",2021,"vehicle",8283
"FFV","Car",2025,"stock","LOP",2021,"vehicle",4251965
"HEV","Car",2025,"stock","LOP",2021,"vehicle",3828334
"ICEV-D","Car",2025,"stock","LOP",2021,"vehicle",383864
"ICEV-G","Car",2025,"stock","LOP",2021,"vehicle",111034149
"PHEV20","Car",2025,"stock","LOP",2021,"vehicle",471844
"PHEV40","Car",2025,"stock","LOP",2021,"vehicle",181291
"BEV100","Light truck",2025,"stock","LOP",2021,"vehicle",299
"BEV300","Light truck",2025,"stock","LOP",2021,"vehicle",367021
"CNG","Light truck",2025,"stock","LOP",2021,"vehicle",108723
"FCV","Light truck",2025,"stock","LOP",2021,"vehicle",86
"FFV","Light truck",2025,"stock","LOP",2021,"vehicle",15685511
"HEV","Light truck",2025,"stock","LOP",2021,"vehicle",2277448
"ICEV-D","Light truck",2025,"stock","LOP",2021,"vehicle",1065611
"ICEV-G","Light truck",2025,"stock","LOP",2021,"vehicle",120208748
"PHEV20","Light truck",2025,"stock","LOP",2021,"vehicle",76141
"PHEV40","Light truck",2025,"stock","LOP",2021,"vehicle",173101
"BEV100","Car",2026,"stock","LOP",2021,"vehicle",190001
"BEV300","Car",2026,"stock","LOP",2021,"vehicle",1140666
"CNG","Car",2026,"stock","LOP",2021,"vehicle",51448
"FCV","Car",2026,"stock","LOP",2021,"vehicle",8466
"FFV","Car",2026,"stock","LOP",2021,"vehicle",4066141
"HEV","Car",2026,"stock","LOP",2021,"vehicle",3806012
"ICEV-D","Car",2026,"stock","LOP",2021,"vehicle",352597
"ICEV-G","Car",2026,"stock","LOP",2021,"vehicle",109472229
"PHEV20","Car",2026,"stock","LOP",2021,"vehicle",509444
"PHEV40","Car",2026,"stock","LOP",2021,"vehicle",179283
"BEV100","Light truck",2026,"stock","LOP",2021,"vehicle",254
"BEV300","Light truck",2026,"stock","LOP",2021,"vehicle",441926
"CNG","Light truck",2026,"stock","LOP",2021,"vehicle",107357
"FCV","Light truck",2026,"stock","LOP",2021,"vehicle",122
"FFV","Light truck",2026,"stock","LOP",2021,"vehicle",15603740
"HEV","Light truck",2026,"stock","LOP",2021,"vehicle",2617002
"ICEV-D","Light truck",2026,"stock","LOP",2021,"vehicle",1174221
"ICEV-G","Light truck",2026,"stock","LOP",2021,"vehicle",123066803
"PHEV20","Light truck",2026,"stock","LOP",2021,"vehicle",79798
"PHEV40","Light truck",2026,"stock","LOP",2021,"vehicle",286211
"BEV100","Car",2027,"stock","LOP",2021,"vehicle",182832
"BEV300","Car",2027,"stock","LOP",2021,"vehicle",1239506
"CNG","Car",2027,"stock","LOP",2021,"vehicle",49921
"FCV","Car",2027,"stock","LOP",2021,"vehicle",8656
"FFV","Car",2027,"stock","LOP",2021,"vehicle",3851347
"HEV","Car",2027,"stock","LOP",2021,"vehicle",3775107
"ICEV-D","Car",2027,"stock","LOP",2021,"vehicle",320599
"ICEV-G","Car",2027,"stock","LOP",2021,"vehicle",107748718
"PHEV20","Car",2027,"stock","LOP",2021,"vehicle",550875
"PHEV40","Car",2027,"stock","LOP",2021,"vehicle",176025
"BEV100","Light truck",2027,"stock","LOP",2021,"vehicle",221
"BEV300","Light truck",2027,"stock","LOP",2021,"vehicle",523264
"CNG","Light truck",2027,"stock","LOP",2021,"vehicle",105841
"FCV","Light truck",2027,"stock","LOP",2021,"vehicle",165
"FFV","Light truck",2027,"stock","LOP",2021,"vehicle",15497828
"HEV","Light truck",2027,"stock","LOP",2021,"vehicle",2972828
"ICEV-D","Light truck",2027,"stock","LOP",2021,"vehicle",1277478
"ICEV-G","Light truck",2027,"stock","LOP",2021,"vehicle",125786758
"PHEV20","Light truck",2027,"stock","LOP",2021,"vehicle",83504
"PHEV40","Light truck",2027,"stock","LOP",2021,"vehicle",418421
"BEV100","Car",2028,"stock","LOP",2021,"vehicle",173977
"BEV300","Car",2028,"stock","LOP",2021,"vehicle",1344587
"CNG","Car",2028,"stock","LOP",2021,"vehicle",48387
"FCV","Car",2028,"stock","LOP",2021,"vehicle",8855
"FFV","Car",2028,"stock","LOP",2021,"vehicle",3618850
"HEV","Car",2028,"stock","LOP",2021,"vehicle",3742808
"ICEV-D","Car",2028,"stock","LOP",2021,"vehicle",288494
"ICEV-G","Car",2028,"stock","LOP",2021,"vehicle",105901062
"PHEV20","Car",2028,"stock","LOP",2021,"vehicle",597986
"PHEV40","Car",2028,"stock","LOP",2021,"vehicle",171473
"BEV100","Light truck",2028,"stock","LOP",2021,"vehicle",200
"BEV300","Light truck",2028,"stock","LOP",2021,"vehicle",615100
"CNG","Light truck",2028,"stock","LOP",2021,"vehicle",104532
"FCV","Light truck",2028,"stock","LOP",2021,"vehicle",220
"FFV","Light truck",2028,"stock","LOP",2021,"vehicle",15392861
"HEV","Light truck",2028,"stock","LOP",2021,"vehicle",3335076
"ICEV-D","Light truck",2028,"stock","LOP",2021,"vehicle",1380430
"ICEV-G","Light truck",2028,"stock","LOP",2021,"vehicle",128488754
"PHEV20","Light truck",2028,"stock","LOP",2021,"vehicle",87373
"PHEV40","Light truck",2028,"stock","LOP",2021,"vehicle",551686
"BEV100","Car",2029,"stock","LOP",2021,"vehicle",163716
"BEV300","Car",2029,"stock","LOP",2021,"vehicle",1458392
"CNG","Car",2029,"stock","LOP",2021,"vehicle",46890
"FCV","Car",2029,"stock","LOP",2021,"vehicle",9057
"FFV","Car",2029,"stock","LOP",2021,"vehicle",3374267
"HEV","Car",2029,"stock","LOP",2021,"vehicle",3711876
"ICEV-D","Car",2029,"stock","LOP",2021,"vehicle",256033
"ICEV-G","Car",2029,"stock","LOP",2021,"vehicle",103977310
"PHEV20","Car",2029,"stock","LOP",2021,"vehicle",644038
"PHEV40","Car",2029,"stock","LOP",2021,"vehicle",165828
"BEV100","Light truck",2029,"stock","LOP",2021,"vehicle",180
"BEV300","Light truck",2029,"stock","LOP",2021,"vehicle",720150
"CNG","Light truck",2029,"stock","LOP",2021,"vehicle",103467
"FCV","Light truck",2029,"stock","LOP",2021,"vehicle",288
"FFV","Light truck",2029,"stock","LOP",2021,"vehicle",15304541
"HEV","Light truck",2029,"stock","LOP",2021,"vehicle",3703835
"ICEV-D","Light truck",2029,"stock","LOP",2021,"vehicle",1482164
"ICEV-G","Light truck",2029,"stock","LOP",2021,"vehicle",131178192
"PHEV20","Light truck",2029,"stock","LOP",2021,"vehicle",91566
"PHEV40","Light truck",2029,"stock","LOP",2021,"vehicle",684825
"BEV100","Car",2030,"stock","LOP",2021,"vehicle",151825
"BEV300","Car",2030,"stock","LOP",2021,"vehicle",1584335
"CNG","Car",2030,"stock","LOP",2021,"vehicle",45567
"FCV","Car",2030,"stock","LOP",2021,"vehicle",9259
"FFV","Car",2030,"stock","LOP",2021,"vehicle",3133597
"HEV","Car",2030,"stock","LOP",2021,"vehicle",3692633
"ICEV-D","Car",2030,"stock","LOP",2021,"vehicle",223805
"ICEV-G","Car",2030,"stock","LOP",2021,"vehicle",102051170
"PHEV20","Car",2030,"stock","LOP",2021,"vehicle",690004
"PHEV40","Car",2030,"stock","LOP",2021,"vehicle",159741
"BEV100","Light truck",2030,"stock","LOP",2021,"vehicle",162
"BEV300","Light truck",2030,"stock","LOP",2021,"vehicle",840763
"CNG","Light truck",2030,"stock","LOP",2021,"vehicle",102618
"FCV","Light truck",2030,"stock","LOP",2021,"vehicle",370
"FFV","Light truck",2030,"stock","LOP",2021,"vehicle",15227709
"HEV","Light truck",2030,"stock","LOP",2021,"vehicle",4077123
"ICEV-D","Light truck",2030,"stock","LOP",2021,"vehicle",1585202
"ICEV-G","Light truck",2030,"stock","LOP",2021,"vehicle",133744797
"PHEV20","Light truck",2030,"stock","LOP",2021,"vehicle",96163
"PHEV40","Light truck",2030,"stock","LOP",2021,"vehicle",818598
"BEV100","Car",2031,"stock","LOP",2021,"vehicle",139355
"BEV300","Car",2031,"stock","LOP",2021,"vehicle",1725563
"CNG","Car",2031,"stock","LOP",2021,"vehicle",44444
"FCV","Car",2031,"stock","LOP",2021,"vehicle",9442
"FFV","Car",2031,"stock","LOP",2021,"vehicle",2907784
"HEV","Car",2031,"stock","LOP",2021,"vehicle",3687391
"ICEV-D","Car",2031,"stock","LOP",2021,"vehicle",193675
"ICEV-G","Car",2031,"stock","LOP",2021,"vehicle",100140541
"PHEV20","Car",2031,"stock","LOP",2021,"vehicle",733822
"PHEV40","Car",2031,"stock","LOP",2021,"vehicle",153451
"BEV100","Light truck",2031,"stock","LOP",2021,"vehicle",144
"BEV300","Light truck",2031,"stock","LOP",2021,"vehicle",977863
"CNG","Light truck",2031,"stock","LOP",2021,"vehicle",101965
"FCV","Light truck",2031,"stock","LOP",2021,"vehicle",467
"FFV","Light truck",2031,"stock","LOP",2021,"vehicle",15152081
"HEV","Light truck",2031,"stock","LOP",2021,"vehicle",4453778
"ICEV-D","Light truck",2031,"stock","LOP",2021,"vehicle",1686065
"ICEV-G","Light truck",2031,"stock","LOP",2021,"vehicle",136231613
"PHEV20","Light truck",2031,"stock","LOP",2021,"vehicle",101277
"PHEV40","Light truck",2031,"stock","LOP",2021,"vehicle",953766
"BEV100","Car",2032,"stock","LOP",2021,"vehicle",126588
"BEV300","Car",2032,"stock","LOP",2021,"vehicle",1881852
"CNG","Car",2032,"stock","LOP",2021,"vehicle",43467
"FCV","Car",2032,"stock","LOP",2021,"vehicle",9556
"FFV","Car",2032,"stock","LOP",2021,"vehicle",2701889
"HEV","Car",2032,"stock","LOP",2021,"vehicle",3698997
"ICEV-D","Car",2032,"stock","LOP",2021,"vehicle",166072
"ICEV-G","Car",2032,"stock","LOP",2021,"vehicle",98259323
"PHEV20","Car",2032,"stock","LOP",2021,"vehicle",776130
"PHEV40","Car",2032,"stock","LOP",2021,"vehicle",146767
"BEV100","Light truck",2032,"stock","LOP",2021,"vehicle",129
"BEV300","Light truck",2032,"stock","LOP",2021,"vehicle",1133121
"CNG","Light truck",2032,"stock","LOP",2021,"vehicle",101436
"FCV","Light truck",2032,"stock","LOP",2021,"vehicle",580
"FFV","Light truck",2032,"stock","LOP",2021,"vehicle",15072402
"HEV","Light truck",2032,"stock","LOP",2021,"vehicle",4830417
"ICEV-D","Light truck",2032,"stock","LOP",2021,"vehicle",1783612
"ICEV-G","Light truck",2032,"stock","LOP",2021,"vehicle",138513016
"PHEV20","Light truck",2032,"stock","LOP",2021,"vehicle",107019
"PHEV40","Light truck",2032,"stock","LOP",2021,"vehicle",1090314
"BEV100","Car",2033,"stock","LOP",2021,"vehicle",114511
"BEV300","Car",2033,"stock","LOP",2021,"vehicle",2056083
"CNG","Car",2033,"stock","LOP",2021,"vehicle",42709
"FCV","Car",2033,"stock","LOP",2021,"vehicle",9655
"FFV","Car",2033,"stock","LOP",2021,"vehicle",2516097
"HEV","Car",2033,"stock","LOP",2021,"vehicle",3731748
"ICEV-D","Car",2033,"stock","LOP",2021,"vehicle",141828
"ICEV-G","Car",2033,"stock","LOP",2021,"vehicle",96467995
"PHEV20","Car",2033,"stock","LOP",2021,"vehicle",816515
"PHEV40","Car",2033,"stock","LOP",2021,"vehicle",140135
"BEV100","Light truck",2033,"stock","LOP",2021,"vehicle",114
"BEV300","Light truck",2033,"stock","LOP",2021,"vehicle",1307684
"CNG","Light truck",2033,"stock","LOP",2021,"vehicle",101056
"FCV","Light truck",2033,"stock","LOP",2021,"vehicle",709
"FFV","Light truck",2033,"stock","LOP",2021,"vehicle",15002861
"HEV","Light truck",2033,"stock","LOP",2021,"vehicle",5206490
"ICEV-D","Light truck",2033,"stock","LOP",2021,"vehicle",1878178
"ICEV-G","Light truck",2033,"stock","LOP",2021,"vehicle",140641006
"PHEV20","Light truck",2033,"stock","LOP",2021,"vehicle",113754
"PHEV40","Light truck",2033,"stock","LOP",2021,"vehicle",1227623
"BEV100","Car",2034,"stock","LOP",2021,"vehicle",103334
"BEV300","Car",2034,"stock","LOP",2021,"vehicle",2249380
"CNG","Car",2034,"stock","LOP",2021,"vehicle",42164
"FCV","Car",2034,"stock","LOP",2021,"vehicle",9733
"FFV","Car",2034,"stock","LOP",2021,"vehicle",2358832
"HEV","Car",2034,"stock","LOP",2021,"vehicle",3782266
"ICEV-D","Car",2034,"stock","LOP",2021,"vehicle",120085
"ICEV-G","Car",2034,"stock","LOP",2021,"vehicle",94792526
"PHEV20","Car",2034,"stock","LOP",2021,"vehicle",855242
"PHEV40","Car",2034,"stock","LOP",2021,"vehicle",133335
"BEV100","Light truck",2034,"stock","LOP",2021,"vehicle",101
"BEV300","Light truck",2034,"stock","LOP",2021,"vehicle",1502759
"CNG","Light truck",2034,"stock","LOP",2021,"vehicle",101241
"FCV","Light truck",2034,"stock","LOP",2021,"vehicle",854
"FFV","Light truck",2034,"stock","LOP",2021,"vehicle",14949299
"HEV","Light truck",2034,"stock","LOP",2021,"vehicle",5582441
"ICEV-D","Light truck",2034,"stock","LOP",2021,"vehicle",1968925
"ICEV-G","Light truck",2034,"stock","LOP",2021,"vehicle",142647964
"PHEV20","Light truck",2034,"stock","LOP",2021,"vehicle",121647
"PHEV40","Light truck",2034,"stock","LOP",2021,"vehicle",1365142
"BEV100","Car",2035,"stock","LOP",2021,"vehicle",93817
"BEV300","Car",2035,"stock","LOP",2021,"vehicle",2461721
"CNG","Car",2035,"stock","LOP",2021,"vehicle",41745
"FCV","Car",2035,"stock","LOP",2021,"vehicle",9881
"FFV","Car",2035,"stock","LOP",2021,"vehicle",2225511
"HEV","Car",2035,"stock","LOP",2021,"vehicle",3854286
"ICEV-D","Car",2035,"stock","LOP",2021,"vehicle",100914
"ICEV-G","Car",2035,"stock","LOP",2021,"vehicle",93274033
"PHEV20","Car",2035,"stock","LOP",2021,"vehicle",892577
"PHEV40","Car",2035,"stock","LOP",2021,"vehicle",127382
"BEV100","Light truck",2035,"stock","LOP",2021,"vehicle",90
"BEV300","Light truck",2035,"stock","LOP",2021,"vehicle",1717681
"CNG","Light truck",2035,"stock","LOP",2021,"vehicle",101364
"FCV","Light truck",2035,"stock","LOP",2021,"vehicle",1013
"FFV","Light truck",2035,"stock","LOP",2021,"vehicle",14903381
"HEV","Light truck",2035,"stock","LOP",2021,"vehicle",5954548
"ICEV-D","Light truck",2035,"stock","LOP",2021,"vehicle",2053614
"ICEV-G","Light truck",2035,"stock","LOP",2021,"vehicle",144426941
"PHEV20","Light truck",2035,"stock","LOP",2021,"vehicle",130267
"PHEV40","Light truck",2035,"stock","LOP",2021,"vehicle",1500995
"BEV100","Car",2036,"stock","LOP",2021,"vehicle",85698
"BEV300","Car",2036,"stock","LOP",2021,"vehicle",2694209
"CNG","Car",2036,"stock","LOP",2021,"vehicle",41359
"FCV","Car",2036,"stock","LOP",2021,"vehicle",10093
"FFV","Car",2036,"stock","LOP",2021,"vehicle",2112695
"HEV","Car",2036,"stock","LOP",2021,"vehicle",3943133
"ICEV-D","Car",2036,"stock","LOP",2021,"vehicle",83793
"ICEV-G","Car",2036,"stock","LOP",2021,"vehicle",91889221
"PHEV20","Car",2036,"stock","LOP",2021,"vehicle",928209
"PHEV40","Car",2036,"stock","LOP",2021,"vehicle",122447
"BEV100","Light truck",2036,"stock","LOP",2021,"vehicle",74
"BEV300","Light truck",2036,"stock","LOP",2021,"vehicle",1951186
"CNG","Light truck",2036,"stock","LOP",2021,"vehicle",101601
"FCV","Light truck",2036,"stock","LOP",2021,"vehicle",1186
"FFV","Light truck",2036,"stock","LOP",2021,"vehicle",14863330
"HEV","Light truck",2036,"stock","LOP",2021,"vehicle",6319603
"ICEV-D","Light truck",2036,"stock","LOP",2021,"vehicle",2130998
"ICEV-G","Light truck",2036,"stock","LOP",2021,"vehicle",145935760
"PHEV20","Light truck",2036,"stock","LOP",2021,"vehicle",139426
"PHEV40","Light truck",2036,"stock","LOP",2021,"vehicle",1632857
"BEV100","Car",2037,"stock","LOP",2021,"vehicle",79072
"BEV300","Car",2037,"stock","LOP",2021,"vehicle",2948740
"CNG","Car",2037,"stock","LOP",2021,"vehicle",40993
"FCV","Car",2037,"stock","LOP",2021,"vehicle",10393
"FFV","Car",2037,"stock","LOP",2021,"vehicle",2025872
"HEV","Car",2037,"stock","LOP",2021,"vehicle",4051269
"ICEV-D","Car",2037,"stock","LOP",2021,"vehicle",69568
"ICEV-G","Car",2037,"stock","LOP",2021,"vehicle",90661018
"PHEV20","Car",2037,"stock","LOP",2021,"vehicle",962580
"PHEV40","Car",2037,"stock","LOP",2021,"vehicle",119042
"BEV100","Light truck",2037,"stock","LOP",2021,"vehicle",61
"BEV300","Light truck",2037,"stock","LOP",2021,"vehicle",2203293
"CNG","Light truck",2037,"stock","LOP",2021,"vehicle",101916
"FCV","Light truck",2037,"stock","LOP",2021,"vehicle",1369
"FFV","Light truck",2037,"stock","LOP",2021,"vehicle",14831054
"HEV","Light truck",2037,"stock","LOP",2021,"vehicle",6677441
"ICEV-D","Light truck",2037,"stock","LOP",2021,"vehicle",2203723
"ICEV-G","Light truck",2037,"stock","LOP",2021,"vehicle",147199890
"PHEV20","Light truck",2037,"stock","LOP",2021,"vehicle",149245
"PHEV40","Light truck",2037,"stock","LOP",2021,"vehicle",1759298
"BEV100","Car",2038,"stock","LOP",2021,"vehicle",73885
"BEV300","Car",2038,"stock","LOP",2021,"vehicle",3228072
"CNG","Car",2038,"stock","LOP",2021,"vehicle",40742
"FCV","Car",2038,"stock","LOP",2021,"vehicle",10723
"FFV","Car",2038,"stock","LOP",2021,"vehicle",1958078
"HEV","Car",2038,"stock","LOP",2021,"vehicle",4175894
"ICEV-D","Car",2038,"stock","LOP",2021,"vehicle",57726
"ICEV-G","Car",2038,"stock","LOP",2021,"vehicle",89576462
"PHEV20","Car",2038,"stock","LOP",2021,"vehicle",994314
"PHEV40","Car",2038,"stock","LOP",2021,"vehicle",116548
"BEV100","Light truck",2038,"stock","LOP",2021,"vehicle",55
"BEV300","Light truck",2038,"stock","LOP",2021,"vehicle",2474197
"CNG","Light truck",2038,"stock","LOP",2021,"vehicle",102398
"FCV","Light truck",2038,"stock","LOP",2021,"vehicle",1562
"FFV","Light truck",2038,"stock","LOP",2021,"vehicle",14806071
"HEV","Light truck",2038,"stock","LOP",2021,"vehicle",7029936
"ICEV-D","Light truck",2038,"stock","LOP",2021,"vehicle",2274091
"ICEV-G","Light truck",2038,"stock","LOP",2021,"vehicle",148312149
"PHEV20","Light truck",2038,"stock","LOP",2021,"vehicle",160018
"PHEV40","Light truck",2038,"stock","LOP",2021,"vehicle",1879916
"BEV100","Car",2039,"stock","LOP",2021,"vehicle",70010
"BEV300","Car",2039,"stock","LOP",2021,"vehicle",3528285
"CNG","Car",2039,"stock","LOP",2021,"vehicle",40489
"FCV","Car",2039,"stock","LOP",2021,"vehicle",11104
"FFV","Car",2039,"stock","LOP",2021,"vehicle",1904630
"HEV","Car",2039,"stock","LOP",2021,"vehicle",4313179
"ICEV-D","Car",2039,"stock","LOP",2021,"vehicle",48885
"ICEV-G","Car",2039,"stock","LOP",2021,"vehicle",88595657
"PHEV20","Car",2039,"stock","LOP",2021,"vehicle",1023026
"PHEV40","Car",2039,"stock","LOP",2021,"vehicle",115057
"BEV100","Light truck",2039,"stock","LOP",2021,"vehicle",49
"BEV300","Light truck",2039,"stock","LOP",2021,"vehicle",2761874
"CNG","Light truck",2039,"stock","LOP",2021,"vehicle",102875
"FCV","Light truck",2039,"stock","LOP",2021,"vehicle",1763
"FFV","Light truck",2039,"stock","LOP",2021,"vehicle",14788872
"HEV","Light truck",2039,"stock","LOP",2021,"vehicle",7374287
"ICEV-D","Light truck",2039,"stock","LOP",2021,"vehicle",2339312
"ICEV-G","Light truck",2039,"stock","LOP",2021,"vehicle",149238541
"PHEV20","Light truck",2039,"stock","LOP",2021,"vehicle",171866
"PHEV40","Light truck",2039,"stock","LOP",2021,"vehicle",1992866
"BEV100","Car",2040,"stock","LOP",2021,"vehicle",67284
"BEV300","Car",2040,"stock","LOP",2021,"vehicle",3846979
"CNG","Car",2040,"stock","LOP",2021,"vehicle",40236
"FCV","Car",2040,"stock","LOP",2021,"vehicle",11513
"FFV","Car",2040,"stock","LOP",2021,"vehicle",1861759
"HEV","Car",2040,"stock","LOP",2021,"vehicle",4458692
"ICEV-D","Car",2040,"stock","LOP",2021,"vehicle",42703
"ICEV-G","Car",2040,"stock","LOP",2021,"vehicle",87681534
"PHEV20","Car",2040,"stock","LOP",2021,"vehicle",1048041
"PHEV40","Car",2040,"stock","LOP",2021,"vehicle",114149
"BEV100","Light truck",2040,"stock","LOP",2021,"vehicle",45
"BEV300","Light truck",2040,"stock","LOP",2021,"vehicle",3063876
"CNG","Light truck",2040,"stock","LOP",2021,"vehicle",103417
"FCV","Light truck",2040,"stock","LOP",2021,"vehicle",1970
"FFV","Light truck",2040,"stock","LOP",2021,"vehicle",14784549
"HEV","Light truck",2040,"stock","LOP",2021,"vehicle",7708345
"ICEV-D","Light truck",2040,"stock","LOP",2021,"vehicle",2398496
"ICEV-G","Light truck",2040,"stock","LOP",2021,"vehicle",150001999
"PHEV20","Light truck",2040,"stock","LOP",2021,"vehicle",184960
"PHEV40","Light truck",2040,"stock","LOP",2021,"vehicle",2096505
"BEV100","Car",2041,"stock","LOP",2021,"vehicle",65556
"BEV300","Car",2041,"stock","LOP",2021,"vehicle",4178081
"CNG","Car",2041,"stock","LOP",2021,"vehicle",40018
"FCV","Car",2041,"stock","LOP",2021,"vehicle",11959
"FFV","Car",2041,"stock","LOP",2021,"vehicle",1826569
"HEV","Car",2041,"stock","LOP",2021,"vehicle",4614926
"ICEV-D","Car",2041,"stock","LOP",2021,"vehicle",37940
"ICEV-G","Car",2041,"stock","LOP",2021,"vehicle",86865166
"PHEV20","Car",2041,"stock","LOP",2021,"vehicle",1069104
"PHEV40","Car",2041,"stock","LOP",2021,"vehicle",113879
"BEV100","Light truck",2041,"stock","LOP",2021,"vehicle",40
"BEV300","Light truck",2041,"stock","LOP",2021,"vehicle",3375788
"CNG","Light truck",2041,"stock","LOP",2021,"vehicle",104019
"FCV","Light truck",2041,"stock","LOP",2021,"vehicle",2184
"FFV","Light truck",2041,"stock","LOP",2021,"vehicle",14787413
"HEV","Light truck",2041,"stock","LOP",2021,"vehicle",8036690
