"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2031,"BkWh","Distributed Generation","MISW",2021,"LOP",0.082732,0.00037607832898996
2032,"BkWh","Distributed Generation","MISW",2021,"LOP",0.090833,0.000411165541983703
2033,"BkWh","Distributed Generation","MISW",2021,"LOP",0.098641,0.000446249894421621
2034,"BkWh","Distributed Generation","MISW",2021,"LOP",0.10786,0.000486297683587757
2035,"BkWh","Distributed Generation","MISW",2021,"LOP",0.117074,0.000533250868033473
2036,"BkWh","Distributed Generation","MISW",2021,"LOP",0.126117,0.000572719406998796
2037,"BkWh","Distributed Generation","MISW",2021,"LOP",0.135459,0.000613947929389122
2038,"BkWh","Distributed Generation","MISW",2021,"LOP",0.145984,0.000660022507606644
2039,"BkWh","Distributed Generation","MISW",2021,"LOP",0.177612,0.000803267943569572
2040,"BkWh","Distributed Generation","MISW",2021,"LOP",0.209089,0.000941817049039431
2041,"BkWh","Distributed Generation","MISW",2021,"LOP",0.242816,0.00108868672344129
2042,"BkWh","Distributed Generation","MISW",2021,"LOP",0.278867,0.00124688728100437
2043,"BkWh","Distributed Generation","MISW",2021,"LOP",0.315378,0.00140749305893284
2044,"BkWh","Distributed Generation","MISW",2021,"LOP",0.350502,0.00155774305678438
2045,"BkWh","Distributed Generation","MISW",2021,"LOP",0.387659,0.0017098328384225
2046,"BkWh","Distributed Generation","MISW",2021,"LOP",0.424294,0.00185856318156174
2047,"BkWh","Distributed Generation","MISW",2021,"LOP",0.462411,0.00201575312828703
2048,"BkWh","Distributed Generation","MISW",2021,"LOP",0.503437,0.00218298928246214
2049,"BkWh","Distributed Generation","MISW",2021,"LOP",0.54713,0.00235197764853906
2050,"BkWh","Distributed Generation","MISW",2021,"LOP",0.594526,0.002539568213089
2020,"BkWh","Natural Gas","MISW",2021,"LOP",34.917747,0.173346080222206
2021,"BkWh","Natural Gas","MISW",2021,"LOP",20.431259,0.0989368919972023
2022,"BkWh","Natural Gas","MISW",2021,"LOP",23.771118,0.111489692873381
2023,"BkWh","Natural Gas","MISW",2021,"LOP",26.801985,0.131851820549385
2024,"BkWh","Natural Gas","MISW",2021,"LOP",22.463606,0.105705069082702
2025,"BkWh","Natural Gas","MISW",2021,"LOP",22.554123,0.104638526247745
2026,"BkWh","Natural Gas","MISW",2021,"LOP",23.573227,0.108312660485374
2027,"BkWh","Natural Gas","MISW",2021,"LOP",23.37414,0.107286067920817
2028,"BkWh","Natural Gas","MISW",2021,"LOP",23.28756,0.106749337908276
2029,"BkWh","Natural Gas","MISW",2021,"LOP",23.639269,0.108134754800406
2030,"BkWh","Natural Gas","MISW",2021,"LOP",23.37192,0.106750583911295
2031,"BkWh","Natural Gas","MISW",2021,"LOP",23.548817,0.107046847012648
2032,"BkWh","Natural Gas","MISW",2021,"LOP",23.894459,0.108160890702084
2033,"BkWh","Natural Gas","MISW",2021,"LOP",24.328562,0.110061923783517
2034,"BkWh","Natural Gas","MISW",2021,"LOP",24.407888,0.110045423657235
2035,"BkWh","Natural Gas","MISW",2021,"LOP",25.272619,0.115112202702814
2036,"BkWh","Natural Gas","MISW",2021,"LOP",25.464758,0.115639930391048
2037,"BkWh","Natural Gas","MISW",2021,"LOP",25.569494,0.115889958561835
2038,"BkWh","Natural Gas","MISW",2021,"LOP",25.612705,0.11580009987868
2039,"BkWh","Natural Gas","MISW",2021,"LOP",25.603968,0.115796493044283
2040,"BkWh","Natural Gas","MISW",2021,"LOP",25.600279,0.115313475230003
2041,"BkWh","Natural Gas","MISW",2021,"LOP",26.411943,0.118420251072368
2042,"BkWh","Natural Gas","MISW",2021,"LOP",26.671713,0.1192562035031
2043,"BkWh","Natural Gas","MISW",2021,"LOP",26.936062,0.120212317599784
2044,"BkWh","Natural Gas","MISW",2021,"LOP",27.349957,0.121551961529753
2045,"BkWh","Natural Gas","MISW",2021,"LOP",27.376017,0.120746359176009
2046,"BkWh","Natural Gas","MISW",2021,"LOP",27.262999,0.119421924798264
2047,"BkWh","Natural Gas","MISW",2021,"LOP",27.583107,0.120240941982621
2048,"BkWh","Natural Gas","MISW",2021,"LOP",27.23826,0.118109772728102
2049,"BkWh","Natural Gas","MISW",2021,"LOP",28.054239,0.120598291219222
2050,"BkWh","Natural Gas","MISW",2021,"LOP",29.042099,0.124055788076188
2020,"BkWh","Nuclear","MISW",2021,"LOP",28.388237,0.140930902797623
2021,"BkWh","Nuclear","MISW",2021,"LOP",22.99371,0.111345375382153
2022,"BkWh","Nuclear","MISW",2021,"LOP",23.342386,0.109478882990354
2023,"BkWh","Nuclear","MISW",2021,"LOP",23.691063,0.116547702989169
2024,"BkWh","Nuclear","MISW",2021,"LOP",23.691063,0.111481008483573
2025,"BkWh","Nuclear","MISW",2021,"LOP",23.691063,0.109913292463754
2026,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0848960637160676
2027,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.084807655348908
2028,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.084697106186583
2029,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0845198321910789
2030,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0843923804431731
2031,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0839908843871567
2032,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0836373804281327
2033,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0835887881484034
2034,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.083304632707714
2035,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0841585962980974
2036,"BkWh","Nuclear","MISW",2021,"LOP",18.476826,0.0839065061010009
2037,"BkWh","Nuclear","MISW",2021,"LOP",18.687967,0.0847004528613251
2038,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0854444402326977
2039,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0854709347137706
2040,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0851266778141751
2041,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.084733656646305
2042,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.084500716740983
2043,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.084342251356594
2044,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0839915597207347
2045,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0833554700785913
2046,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0827829238687282
2047,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0823833614313655
2048,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0819477049625226
2049,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0812405741743457
2050,"BkWh","Nuclear","MISW",2021,"LOP",18.89863,0.0807271002764053
2020,"BkWh","Petroleum","MISW",2021,"LOP",0.428483,0.00212716612248355
2021,"BkWh","Petroleum","MISW",2021,"LOP",0.490073,0.0023731430095299
2022,"BkWh","Petroleum","MISW",2021,"LOP",0.503593,0.00236191789141699
2023,"BkWh","Petroleum","MISW",2021,"LOP",0.453998,0.00223343393505293
2024,"BkWh","Petroleum","MISW",2021,"LOP",0.436803,0.00205542651035331
2025,"BkWh","Petroleum","MISW",2021,"LOP",0.430195,0.0019958643836051
2026,"BkWh","Petroleum","MISW",2021,"LOP",0.437644,0.00201085689224733
2027,"BkWh","Petroleum","MISW",2021,"LOP",0.434296,0.00199339569942421
2028,"BkWh","Petroleum","MISW",2021,"LOP",0.436656,0.00200161540726792
2029,"BkWh","Petroleum","MISW",2021,"LOP",0.436063,0.00199471335524502
2030,"BkWh","Petroleum","MISW",2021,"LOP",0.439049,0.00200534389625116
2031,"BkWh","Petroleum","MISW",2021,"LOP",0.442079,0.0020095770874819
2032,"BkWh","Petroleum","MISW",2021,"LOP",0.444128,0.00201039412801667
2033,"BkWh","Petroleum","MISW",2021,"LOP",0.441829,0.00199882548435651
2034,"BkWh","Petroleum","MISW",2021,"LOP",0.443056,0.0019975626413838
2035,"BkWh","Petroleum","MISW",2021,"LOP",0.430352,0.00196017542374858
2036,"BkWh","Petroleum","MISW",2021,"LOP",0.430815,0.00195640644263808
2037,"BkWh","Petroleum","MISW",2021,"LOP",0.429997,0.00194889795283838
2038,"BkWh","Petroleum","MISW",2021,"LOP",0.429795,0.00194318811415496
2039,"BkWh","Petroleum","MISW",2021,"LOP",0.427982,0.00193559118204171
2040,"BkWh","Petroleum","MISW",2021,"LOP",0.426949,0.00192314204606811
2041,"BkWh","Petroleum","MISW",2021,"LOP",0.426497,0.00191223651442878
2042,"BkWh","Petroleum","MISW",2021,"LOP",0.42751,0.00191150900430019
2043,"BkWh","Petroleum","MISW",2021,"LOP",0.426386,0.00190290805137371
2044,"BkWh","Petroleum","MISW",2021,"LOP",0.426695,0.00189636913231482
2045,"BkWh","Petroleum","MISW",2021,"LOP",0.427074,0.00188367908299937
2046,"BkWh","Petroleum","MISW",2021,"LOP",0.427073,0.00187073621978891
2047,"BkWh","Petroleum","MISW",2021,"LOP",0.427139,0.0018619945794183
2048,"BkWh","Petroleum","MISW",2021,"LOP",0.425847,0.00184654571866719
2049,"BkWh","Petroleum","MISW",2021,"LOP",0.427681,0.00183849570066499
2050,"BkWh","Petroleum","MISW",2021,"LOP",0.427613,0.00182658518265581
2020,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.262706,0.00130418080384324
2021,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.26179,0.00126769911516209
2022,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.262011,0.00122886630403532
2023,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.260795,0.00128297570273906
2024,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259943,0.00122319153801776
2025,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259994,0.00120622686119324
2026,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259281,0.00119132670818926
2027,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259042,0.00118898909676867
2028,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259486,0.00118947449610294
2029,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259246,0.00118588703580412
2030,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259439,0.00118498029855325
2031,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259539,0.00117979733872897
2032,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259183,0.00117322029073093
2033,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259205,0.00117263819186298
2034,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259369,0.0011693912840207
2035,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259325,0.00118117841154125
2036,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259713,0.00117940226416644
2037,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259675,0.00117693862027713
2038,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259863,0.00117489196688805
2039,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259694,0.00117449195627185
2040,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259534,0.00116904067648417
2041,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259506,0.00116351779476375
2042,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259818,0.00116171422067148
2043,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259863,0.00115973647107111
2044,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259789,0.00115458545451654
2045,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259853,0.00114612376486191
2046,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259808,0.00113805423379825
2047,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.25993,0.00113309309388325
2048,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259801,0.00112654174916215
2049,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259644,0.00111614586035728
2050,"BkWh","Pumped Storage/Other","MISW",2021,"LOP",0.259409,0.00110808753627125
2020,"BkWh","Renewable Sources","MISW",2021,"LOP",67.415703,0.334679321104951
2021,"BkWh","Renewable Sources","MISW",2021,"LOP",76.789024,0.371845287363768
2022,"BkWh","Renewable Sources","MISW",2021,"LOP",77.398148,0.363007568659096
2023,"BkWh","Renewable Sources","MISW",2021,"LOP",76.864891,0.378135269260095
2024,"BkWh","Renewable Sources","MISW",2021,"LOP",94.737358,0.445797481139168
2025,"BkWh","Renewable Sources","MISW",2021,"LOP",99.317116,0.460775914426659
2026,"BkWh","Renewable Sources","MISW",2021,"LOP",103.117172,0.473795770135666
2027,"BkWh","Renewable Sources","MISW",2021,"LOP",104.317642,0.47881246646728
2028,"BkWh","Renewable Sources","MISW",2021,"LOP",104.090294,0.477146165900498
2029,"BkWh","Renewable Sources","MISW",2021,"LOP",104.138176,0.476366512311424
2030,"BkWh","Renewable Sources","MISW",2021,"LOP",104.181953,0.475848125261816
2031,"BkWh","Renewable Sources","MISW",2021,"LOP",104.262573,0.473950759440528
2032,"BkWh","Renewable Sources","MISW",2021,"LOP",104.350105,0.472352201054477
2033,"BkWh","Renewable Sources","MISW",2021,"LOP",104.435875,0.472465792039614
2034,"BkWh","Renewable Sources","MISW",2021,"LOP",104.566223,0.471447357930844
2035,"BkWh","Renewable Sources","MISW",2021,"LOP",104.861908,0.477627000569266
2036,"BkWh","Renewable Sources","MISW",2021,"LOP",105.070877,0.477145272788628
2037,"BkWh","Renewable Sources","MISW",2021,"LOP",105.149353,0.476573926804094
2038,"BkWh","Renewable Sources","MISW",2021,"LOP",105.428894,0.476664860478375
2039,"BkWh","Renewable Sources","MISW",2021,"LOP",105.625404,0.477701400016808
2040,"BkWh","Renewable Sources","MISW",2021,"LOP",106.60421,0.480186248331475
2041,"BkWh","Renewable Sources","MISW",2021,"LOP",106.901413,0.479301813102158
2042,"BkWh","Renewable Sources","MISW",2021,"LOP",107.24894,0.479538056446985
2043,"BkWh","Renewable Sources","MISW",2021,"LOP",107.367287,0.479166940017851
2044,"BkWh","Renewable Sources","MISW",2021,"LOP",107.828972,0.479226459344589
2045,"BkWh","Renewable Sources","MISW",2021,"LOP",109.387909,0.482473098611337
2046,"BkWh","Renewable Sources","MISW",2021,"LOP",111.033051,0.486365445952729
2047,"BkWh","Renewable Sources","MISW",2021,"LOP",111.765472,0.487210727725934
2048,"BkWh","Renewable Sources","MISW",2021,"LOP",113.60363,0.492604847754127
2049,"BkWh","Renewable Sources","MISW",2021,"LOP",114.313148,0.491404180048869
2050,"BkWh","Renewable Sources","MISW",2021,"LOP",114.768158,0.490241916975163
2020,"BkWh","Coal","NWPP",2021,"LOP",5.694551,0.0301755888248827
2021,"BkWh","Coal","NWPP",2021,"LOP",3.66821,0.0190048179740055
2022,"BkWh","Coal","NWPP",2021,"LOP",3.313382,0.0169597301677633
2023,"BkWh","Coal","NWPP",2021,"LOP",3.348741,0.0169126285880266
2024,"BkWh","Coal","NWPP",2021,"LOP",3.429615,0.0172612158834662
2025,"BkWh","Coal","NWPP",2021,"LOP",3.502531,0.0170925891527773
2026,"BkWh","Coal","NWPP",2021,"LOP",0,0
2027,"BkWh","Coal","NWPP",2021,"LOP",0,0
2028,"BkWh","Coal","NWPP",2021,"LOP",0,0
2029,"BkWh","Coal","NWPP",2021,"LOP",0,0
2030,"BkWh","Coal","NWPP",2021,"LOP",0,0
2031,"BkWh","Coal","NWPP",2021,"LOP",0,0
2032,"BkWh","Coal","NWPP",2021,"LOP",0,0
2033,"BkWh","Coal","NWPP",2021,"LOP",0,0
2034,"BkWh","Coal","NWPP",2021,"LOP",0,0
2035,"BkWh","Coal","NWPP",2021,"LOP",0,0
2036,"BkWh","Coal","NWPP",2021,"LOP",0,0
2037,"BkWh","Coal","NWPP",2021,"LOP",0,0
2038,"BkWh","Coal","NWPP",2021,"LOP",0,0
2039,"BkWh","Coal","NWPP",2021,"LOP",0,0
2040,"BkWh","Coal","NWPP",2021,"LOP",0,0
2041,"BkWh","Coal","NWPP",2021,"LOP",0,0
2042,"BkWh","Coal","NWPP",2021,"LOP",0,0
2043,"BkWh","Coal","NWPP",2021,"LOP",0,0
2044,"BkWh","Coal","NWPP",2021,"LOP",0,0
2045,"BkWh","Coal","NWPP",2021,"LOP",0,0
2046,"BkWh","Coal","NWPP",2021,"LOP",0,0
2047,"BkWh","Coal","NWPP",2021,"LOP",0,0
2048,"BkWh","Coal","NWPP",2021,"LOP",0,0
2049,"BkWh","Coal","NWPP",2021,"LOP",0,0
