"Year","Unit","Source","Region","Aeo_year","Aeo_case","Value","Mix"
2021,"BkWh","Renewable Sources","PJMC",2021,"REF",12.457616,0.113007339834349
2022,"BkWh","Renewable Sources","PJMC",2021,"REF",12.91202,0.150904320673148
2023,"BkWh","Renewable Sources","PJMC",2021,"REF",13.6743,0.15247349194882
2024,"BkWh","Renewable Sources","PJMC",2021,"REF",13.824214,0.157768633689089
2025,"BkWh","Renewable Sources","PJMC",2021,"REF",13.873544,0.161542153460752
2026,"BkWh","Renewable Sources","PJMC",2021,"REF",13.915725,0.155016199323581
2027,"BkWh","Renewable Sources","PJMC",2021,"REF",14.266647,0.159854192606827
2028,"BkWh","Renewable Sources","PJMC",2021,"REF",14.418591,0.162938369647053
2029,"BkWh","Renewable Sources","PJMC",2021,"REF",14.483849,0.163807170305002
2030,"BkWh","Renewable Sources","PJMC",2021,"REF",14.535132,0.163283293795956
2031,"BkWh","Renewable Sources","PJMC",2021,"REF",15.402913,0.170932509076575
2032,"BkWh","Renewable Sources","PJMC",2021,"REF",15.628371,0.172771352757629
2033,"BkWh","Renewable Sources","PJMC",2021,"REF",15.667892,0.173589187034177
2034,"BkWh","Renewable Sources","PJMC",2021,"REF",15.728995,0.173424553641122
2035,"BkWh","Renewable Sources","PJMC",2021,"REF",15.840842,0.17476573424174
2036,"BkWh","Renewable Sources","PJMC",2021,"REF",15.955189,0.175240371915963
2037,"BkWh","Renewable Sources","PJMC",2021,"REF",15.992595,0.17631093609587
2038,"BkWh","Renewable Sources","PJMC",2021,"REF",17.347872,0.188220640528853
2039,"BkWh","Renewable Sources","PJMC",2021,"REF",17.695755,0.188164659712219
2040,"BkWh","Renewable Sources","PJMC",2021,"REF",17.820467,0.189374410166508
2041,"BkWh","Renewable Sources","PJMC",2021,"REF",17.904661,0.18964015160823
2042,"BkWh","Renewable Sources","PJMC",2021,"REF",17.925341,0.188531618422755
2043,"BkWh","Renewable Sources","PJMC",2021,"REF",17.940178,0.187169399938771
2044,"BkWh","Renewable Sources","PJMC",2021,"REF",18.051023,0.187372875876428
2045,"BkWh","Renewable Sources","PJMC",2021,"REF",18.141018,0.187066515851807
2046,"BkWh","Renewable Sources","PJMC",2021,"REF",18.27552,0.187943088934844
2047,"BkWh","Renewable Sources","PJMC",2021,"REF",21.358278,0.212330940474246
2048,"BkWh","Renewable Sources","PJMC",2021,"REF",22.174421,0.219717267670766
2049,"BkWh","Renewable Sources","PJMC",2021,"REF",22.300442,0.218767293493826
2050,"BkWh","Renewable Sources","PJMC",2021,"REF",22.419323,0.218200987923612
2020,"BkWh","Coal","PJMD",2021,"REF",8.00186,0.0741319061663381
2021,"BkWh","Coal","PJMD",2021,"REF",7.881347,0.0741304709765836
2022,"BkWh","Coal","PJMD",2021,"REF",7.918077,0.0746693783263232
2023,"BkWh","Coal","PJMD",2021,"REF",8.145731,0.0766119417752587
2024,"BkWh","Coal","PJMD",2021,"REF",8.325872,0.0782416553700369
2025,"BkWh","Coal","PJMD",2021,"REF",0,0
2026,"BkWh","Coal","PJMD",2021,"REF",0,0
2027,"BkWh","Coal","PJMD",2021,"REF",0,0
2028,"BkWh","Coal","PJMD",2021,"REF",0,0
2029,"BkWh","Coal","PJMD",2021,"REF",0,0
2030,"BkWh","Coal","PJMD",2021,"REF",0,0
2031,"BkWh","Coal","PJMD",2021,"REF",0,0
2032,"BkWh","Coal","PJMD",2021,"REF",0,0
2033,"BkWh","Coal","PJMD",2021,"REF",0,0
2034,"BkWh","Coal","PJMD",2021,"REF",0,0
2035,"BkWh","Coal","PJMD",2021,"REF",0,0
2036,"BkWh","Coal","PJMD",2021,"REF",0,0
2037,"BkWh","Coal","PJMD",2021,"REF",0,0
2038,"BkWh","Coal","PJMD",2021,"REF",0,0
2039,"BkWh","Coal","PJMD",2021,"REF",0,0
2040,"BkWh","Coal","PJMD",2021,"REF",0,0
2041,"BkWh","Coal","PJMD",2021,"REF",0,0
2042,"BkWh","Coal","PJMD",2021,"REF",0,0
2043,"BkWh","Coal","PJMD",2021,"REF",0,0
2044,"BkWh","Coal","PJMD",2021,"REF",0,0
2045,"BkWh","Coal","PJMD",2021,"REF",0,0
2046,"BkWh","Coal","PJMD",2021,"REF",0,0
2047,"BkWh","Coal","PJMD",2021,"REF",0,0
2048,"BkWh","Coal","PJMD",2021,"REF",0,0
2049,"BkWh","Coal","PJMD",2021,"REF",0,0
2050,"BkWh","Coal","PJMD",2021,"REF",0,0
2020,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2021,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2022,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2023,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2024,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2025,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2026,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2027,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2028,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2029,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2030,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2031,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2032,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2033,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2034,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2035,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2036,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2037,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2038,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2039,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2040,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2041,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2042,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2043,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2044,"BkWh","Distributed Generation","PJMD",2021,"REF",0,0
2045,"BkWh","Distributed Generation","PJMD",2021,"REF",0.003574,2.96648302471175e-05
2046,"BkWh","Distributed Generation","PJMD",2021,"REF",0.007422,6.06685844762056e-05
2047,"BkWh","Distributed Generation","PJMD",2021,"REF",0.011232,9.62213955623278e-05
2048,"BkWh","Distributed Generation","PJMD",2021,"REF",0.021537,0.000183215489258814
2049,"BkWh","Distributed Generation","PJMD",2021,"REF",0.032411,0.000269308407849042
2050,"BkWh","Distributed Generation","PJMD",2021,"REF",0.044164,0.000353581627205642
2020,"BkWh","Natural Gas","PJMD",2021,"REF",63.151772,0.585059128270425
2021,"BkWh","Natural Gas","PJMD",2021,"REF",60.081718,0.565117365397346
2022,"BkWh","Natural Gas","PJMD",2021,"REF",58.802502,0.554521794669637
2023,"BkWh","Natural Gas","PJMD",2021,"REF",58.438549,0.549624179023172
2024,"BkWh","Natural Gas","PJMD",2021,"REF",58.327164,0.548124432419766
2025,"BkWh","Natural Gas","PJMD",2021,"REF",64.189552,0.615876274764367
2026,"BkWh","Natural Gas","PJMD",2021,"REF",62.456776,0.607838157451873
2027,"BkWh","Natural Gas","PJMD",2021,"REF",60.00106,0.596883129373516
2028,"BkWh","Natural Gas","PJMD",2021,"REF",57.67849,0.588893011429398
2029,"BkWh","Natural Gas","PJMD",2021,"REF",60.382263,0.601418250049041
2030,"BkWh","Natural Gas","PJMD",2021,"REF",58.045151,0.591975593596641
2031,"BkWh","Natural Gas","PJMD",2021,"REF",57.813431,0.590587201399706
2032,"BkWh","Natural Gas","PJMD",2021,"REF",58.976311,0.595034712932981
2033,"BkWh","Natural Gas","PJMD",2021,"REF",61.997475,0.606731808960009
2034,"BkWh","Natural Gas","PJMD",2021,"REF",57.252075,0.502997806596121
2035,"BkWh","Natural Gas","PJMD",2021,"REF",57.156296,0.485385155491271
2036,"BkWh","Natural Gas","PJMD",2021,"REF",53.663074,0.469463515124984
2037,"BkWh","Natural Gas","PJMD",2021,"REF",53.141598,0.466826943197004
2038,"BkWh","Natural Gas","PJMD",2021,"REF",52.826996,0.465101440448157
2039,"BkWh","Natural Gas","PJMD",2021,"REF",53.163258,0.466496364394378
2040,"BkWh","Natural Gas","PJMD",2021,"REF",53.159218,0.466386255847559
2041,"BkWh","Natural Gas","PJMD",2021,"REF",55.439545,0.476589432354117
2042,"BkWh","Natural Gas","PJMD",2021,"REF",54.529808,0.472275646084756
2043,"BkWh","Natural Gas","PJMD",2021,"REF",56.910862,0.482734553209643
2044,"BkWh","Natural Gas","PJMD",2021,"REF",58.378799,0.489009961877296
2045,"BkWh","Natural Gas","PJMD",2021,"REF",59.418388,0.493183098370835
2046,"BkWh","Natural Gas","PJMD",2021,"REF",57.820137,0.47263080921723
2047,"BkWh","Natural Gas","PJMD",2021,"REF",50.158741,0.42969587416928
2048,"BkWh","Natural Gas","PJMD",2021,"REF",50.716053,0.431442005092212
2049,"BkWh","Natural Gas","PJMD",2021,"REF",51.91386,0.431360926287312
2050,"BkWh","Natural Gas","PJMD",2021,"REF",52.572845,0.420903724344036
2020,"BkWh","Nuclear","PJMD",2021,"REF",29.031137,0.268954158656376
2021,"BkWh","Nuclear","PJMD",2021,"REF",28.528509,0.268333802385519
2022,"BkWh","Nuclear","PJMD",2021,"REF",28.961115,0.273110308561934
2023,"BkWh","Nuclear","PJMD",2021,"REF",29.393721,0.276452787577959
2024,"BkWh","Nuclear","PJMD",2021,"REF",29.393721,0.276224927373975
2025,"BkWh","Nuclear","PJMD",2021,"REF",29.639357,0.284379251869076
2026,"BkWh","Nuclear","PJMD",2021,"REF",29.884514,0.290840307320773
2027,"BkWh","Nuclear","PJMD",2021,"REF",30.161486,0.300042735082271
2028,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.310774359449775
2029,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.303172551614528
2030,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.310427736413193
2031,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.310940970027011
2032,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.307105334431435
2033,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.297882797501431
2034,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.267422239511248
2035,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.258490790841829
2036,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.266286384509536
2037,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.267389263879444
2038,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.267987434415581
2039,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.267091051140382
2040,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.267048302455831
2041,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.26166607060978
2042,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.263623574285267
2043,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.258187899275801
2044,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.254967726814552
2045,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.252644577285631
2046,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.248808706705339
2047,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.260757746060069
2048,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.258940296140101
2049,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.252918235496231
2050,"BkWh","Nuclear","PJMD",2021,"REF",30.438459,0.243693502917585
2020,"BkWh","Petroleum","PJMD",2021,"REF",0.328222,0.00304075833690265
2021,"BkWh","Petroleum","PJMD",2021,"REF",0.318217,0.00299308938976491
2022,"BkWh","Petroleum","PJMD",2021,"REF",0.300181,0.00283077932373909
2023,"BkWh","Petroleum","PJMD",2021,"REF",0.269871,0.00253818120667511
2024,"BkWh","Petroleum","PJMD",2021,"REF",0.254267,0.00238945193800399
2025,"BkWh","Petroleum","PJMD",2021,"REF",0.221879,0.00212885131163469
2026,"BkWh","Petroleum","PJMD",2021,"REF",0.195921,0.00190673081886469
2027,"BkWh","Petroleum","PJMD",2021,"REF",0.109709,0.00109137157310953
2028,"BkWh","Petroleum","PJMD",2021,"REF",0.109612,0.00111913021247261
2029,"BkWh","Petroleum","PJMD",2021,"REF",0.068943,0.000686684737422495
2030,"BkWh","Petroleum","PJMD",2021,"REF",0.006584,6.71471645967513e-05
2031,"BkWh","Petroleum","PJMD",2021,"REF",0.006535,6.67576252505594e-05
2032,"BkWh","Petroleum","PJMD",2021,"REF",0.006544,6.60249360363253e-05
2033,"BkWh","Petroleum","PJMD",2021,"REF",0.006358,6.22219024463131e-05
2034,"BkWh","Petroleum","PJMD",2021,"REF",0.006961,6.11570450802979e-05
2035,"BkWh","Petroleum","PJMD",2021,"REF",0.006469,5.49363200665248e-05
2036,"BkWh","Petroleum","PJMD",2021,"REF",0.005269,4.60950720265026e-05
2037,"BkWh","Petroleum","PJMD",2021,"REF",0.004988,4.38175154737849e-05
2038,"BkWh","Petroleum","PJMD",2021,"REF",0.00489,4.30527233422754e-05
2039,"BkWh","Petroleum","PJMD",2021,"REF",0.005065,4.4444305607785e-05
2040,"BkWh","Petroleum","PJMD",2021,"REF",0.00509,4.4656526780813e-05
2041,"BkWh","Petroleum","PJMD",2021,"REF",0.005313,4.56735287798163e-05
2042,"BkWh","Petroleum","PJMD",2021,"REF",0.005113,4.42830346740146e-05
2043,"BkWh","Petroleum","PJMD",2021,"REF",0.005647,4.78995032964859e-05
2044,"BkWh","Petroleum","PJMD",2021,"REF",0.005448,4.56351675255859e-05
2045,"BkWh","Petroleum","PJMD",2021,"REF",0.005683,4.71699021528732e-05
2046,"BkWh","Petroleum","PJMD",2021,"REF",0.005624,4.59714523166506e-05
2047,"BkWh","Petroleum","PJMD",2021,"REF",0.005681,4.86675345610385e-05
2048,"BkWh","Petroleum","PJMD",2021,"REF",0.005746,4.88812834322862e-05
2049,"BkWh","Petroleum","PJMD",2021,"REF",0.005776,4.79937479169438e-05
2050,"BkWh","Petroleum","PJMD",2021,"REF",0.005698,4.56187870622622e-05
2020,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469611,-0.00435063330109252
2021,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469647,-0.0044174115544893
2022,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469457,-0.00442709288390864
2023,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469497,-0.00441569661797801
2024,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469505,-0.00441213225527718
2025,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469565,-0.00450531175166529
2026,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469548,-0.00456970739500246
2027,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469545,-0.00467097562912534
2028,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469525,-0.00479381466455498
2029,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469481,-0.00467611559128339
2030,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469533,-0.00478854945847607
2031,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469441,-0.00479552660371046
2032,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469465,-0.00473661317180524
2033,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.46952,-0.00459490840462298
2034,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.469515,-0.00412500359443702
2035,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.669281,-0.00568369689757981
2036,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.693285,-0.00606510191875002
2037,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.692709,-0.00608516185371493
2038,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.670942,-0.00590713298664886
2039,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.662832,-0.00581621085382416
2040,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.667334,-0.00585477772941986
2041,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.659479,-0.00566925147490768
2042,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.648823,-0.00561937246358266
2043,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.645582,-0.00547601507652771
2044,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.649349,-0.00543927136519304
2045,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.669586,-0.00555768187628607
2046,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.705514,-0.00576698136730608
2047,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.692659,-0.00593381549401767
2048,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.702853,-0.00597917798542162
2049,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.752358,-0.00625146817785596
2050,"BkWh","Pumped Storage/Other","PJMD",2021,"REF",-0.891563,-0.00713794711295045
2020,"BkWh","Renewable Sources","PJMD",2021,"REF",7.897457,0.0731646818710513
2021,"BkWh","Renewable Sources","PJMD",2021,"REF",9.977095,0.0938426834052754
2022,"BkWh","Renewable Sources","PJMD",2021,"REF",10.529405,0.0992948320022752
2023,"BkWh","Renewable Sources","PJMD",2021,"REF",10.546185,0.0991886070349127
2024,"BkWh","Renewable Sources","PJMD",2021,"REF",10.580749,0.0994316651534953
2025,"BkWh","Renewable Sources","PJMD",2021,"REF",10.643529,0.102120933806588
2026,"BkWh","Renewable Sources","PJMD",2021,"REF",10.684649,0.103984511803491
2027,"BkWh","Renewable Sources","PJMD",2021,"REF",10.721257,0.106653739600229
2028,"BkWh","Renewable Sources","PJMD",2021,"REF",10.186884,0.10400731357291
2029,"BkWh","Renewable Sources","PJMD",2021,"REF",9.979601,0.0993986291902916
2030,"BkWh","Renewable Sources","PJMD",2021,"REF",10.032623,0.102318072284045
2031,"BkWh","Renewable Sources","PJMD",2021,"REF",10.102455,0.103200597551743
2032,"BkWh","Renewable Sources","PJMD",2021,"REF",10.162219,0.102530540871352
2033,"BkWh","Renewable Sources","PJMD",2021,"REF",10.209896,0.0999180800407365
2034,"BkWh","Renewable Sources","PJMD",2021,"REF",26.593739,0.233643800441988
2035,"BkWh","Renewable Sources","PJMD",2021,"REF",30.822577,0.261752814244413
2036,"BkWh","Renewable Sources","PJMD",2021,"REF",30.893713,0.270269107212203
2037,"BkWh","Renewable Sources","PJMD",2021,"REF",30.94342,0.271825137261793
2038,"BkWh","Renewable Sources","PJMD",2021,"REF",30.982262,0.272775205399569
2039,"BkWh","Renewable Sources","PJMD",2021,"REF",31.018906,0.272184351013457
2040,"BkWh","Renewable Sources","PJMD",2021,"REF",31.045666,0.272375562899249
2041,"BkWh","Renewable Sources","PJMD",2021,"REF",31.101748,0.267368074982231
2042,"BkWh","Renewable Sources","PJMD",2021,"REF",31.137268,0.269675869058886
2043,"BkWh","Renewable Sources","PJMD",2021,"REF",31.183277,0.264505663087787
2044,"BkWh","Renewable Sources","PJMD",2021,"REF",31.208258,0.26141594750582
2045,"BkWh","Renewable Sources","PJMD",2021,"REF",31.28285,0.25965317148742
2046,"BkWh","Renewable Sources","PJMD",2021,"REF",34.770664,0.284220825407944
2047,"BkWh","Renewable Sources","PJMD",2021,"REF",36.809341,0.315335306334545
2048,"BkWh","Renewable Sources","PJMD",2021,"REF",37.071163,0.315364779980418
2049,"BkWh","Renewable Sources","PJMD",2021,"REF",38.710861,0.321655004238548
2050,"BkWh","Renewable Sources","PJMD",2021,"REF",42.735077,0.342141519437062
2020,"BkWh","Coal","PJME",2021,"REF",12.090111,0.0413732179492674
2021,"BkWh","Coal","PJME",2021,"REF",43.017891,0.146108376150728
2022,"BkWh","Coal","PJME",2021,"REF",49.151237,0.165284138595605
2023,"BkWh","Coal","PJME",2021,"REF",36.113968,0.121484379503181
2024,"BkWh","Coal","PJME",2021,"REF",24.002573,0.08196718809057
2025,"BkWh","Coal","PJME",2021,"REF",24.692135,0.0834867705416695
2026,"BkWh","Coal","PJME",2021,"REF",24.857698,0.0832945630932801
2027,"BkWh","Coal","PJME",2021,"REF",25.020826,0.0814777043280775
2028,"BkWh","Coal","PJME",2021,"REF",25.168495,0.0817545481593958
2029,"BkWh","Coal","PJME",2021,"REF",25.327883,0.0821263184422695
2030,"BkWh","Coal","PJME",2021,"REF",25.47423,0.0837257178136961
2031,"BkWh","Coal","PJME",2021,"REF",25.457859,0.0812550173447771
2032,"BkWh","Coal","PJME",2021,"REF",22.834349,0.0727601603825593
2033,"BkWh","Coal","PJME",2021,"REF",24.441162,0.0770947633017039
2034,"BkWh","Coal","PJME",2021,"REF",24.504038,0.0765761604250823
2035,"BkWh","Coal","PJME",2021,"REF",25.111885,0.0802688488139122
2036,"BkWh","Coal","PJME",2021,"REF",26.015667,0.0832080612090632
2037,"BkWh","Coal","PJME",2021,"REF",24.753088,0.0797843539689498
2038,"BkWh","Coal","PJME",2021,"REF",27.960739,0.0883068128127689
2039,"BkWh","Coal","PJME",2021,"REF",27.849554,0.0879333213899973
2040,"BkWh","Coal","PJME",2021,"REF",28.481853,0.090149343498783
2041,"BkWh","Coal","PJME",2021,"REF",27.536041,0.0874967357182318
2042,"BkWh","Coal","PJME",2021,"REF",28.260101,0.0895037945102585
2043,"BkWh","Coal","PJME",2021,"REF",26.37752,0.0827003348998118
2044,"BkWh","Coal","PJME",2021,"REF",26.086525,0.0814074106221588
2045,"BkWh","Coal","PJME",2021,"REF",26.452705,0.0819116420445167
2046,"BkWh","Coal","PJME",2021,"REF",27.458925,0.084059246713213
2047,"BkWh","Coal","PJME",2021,"REF",27.542984,0.083347777909366
2048,"BkWh","Coal","PJME",2021,"REF",26.996899,0.0803369094466655
2049,"BkWh","Coal","PJME",2021,"REF",28.665552,0.0838267705376107
2050,"BkWh","Coal","PJME",2021,"REF",26.934412,0.0782263741259947
2020,"BkWh","Distributed Generation","PJME",2021,"REF",0,0
2021,"BkWh","Distributed Generation","PJME",2021,"REF",0,0
2022,"BkWh","Distributed Generation","PJME",2021,"REF",0.110019,0.000369968219602487
2023,"BkWh","Distributed Generation","PJME",2021,"REF",0.129256,0.000434806414987772
2024,"BkWh","Distributed Generation","PJME",2021,"REF",0.148752,0.000507978172292132
2025,"BkWh","Distributed Generation","PJME",2021,"REF",0.169672,0.00057367932466537
2026,"BkWh","Distributed Generation","PJME",2021,"REF",0.180997,0.000606494858703104
2027,"BkWh","Distributed Generation","PJME",2021,"REF",0.192655,0.000627360868395223
2028,"BkWh","Distributed Generation","PJME",2021,"REF",0.22753,0.000739083220617972
2029,"BkWh","Distributed Generation","PJME",2021,"REF",0.270763,0.000877956059745863
2030,"BkWh","Distributed Generation","PJME",2021,"REF",0.316995,0.00104186206681625
2031,"BkWh","Distributed Generation","PJME",2021,"REF",0.363239,0.00115936659266199
2032,"BkWh","Distributed Generation","PJME",2021,"REF",0.407323,0.00129790811235762
2033,"BkWh","Distributed Generation","PJME",2021,"REF",0.452196,0.0014263619539029
2034,"BkWh","Distributed Generation","PJME",2021,"REF",0.496079,0.00155026796348889
2035,"BkWh","Distributed Generation","PJME",2021,"REF",0.550301,0.0017590088426713
2036,"BkWh","Distributed Generation","PJME",2021,"REF",0.608226,0.00194533956161661
2037,"BkWh","Distributed Generation","PJME",2021,"REF",0.671167,0.00216331091701682
2038,"BkWh","Distributed Generation","PJME",2021,"REF",0.737429,0.00232898009833386
2039,"BkWh","Distributed Generation","PJME",2021,"REF",0.804634,0.0025405843168375
2040,"BkWh","Distributed Generation","PJME",2021,"REF",0.863225,0.00273223680501886
2041,"BkWh","Distributed Generation","PJME",2021,"REF",0.921631,0.00292851481579105
2042,"BkWh","Distributed Generation","PJME",2021,"REF",0.979042,0.00310076648292632
2043,"BkWh","Distributed Generation","PJME",2021,"REF",1.052666,0.00330037966941719
2044,"BkWh","Distributed Generation","PJME",2021,"REF",1.12578,0.00351318677862283
2045,"BkWh","Distributed Generation","PJME",2021,"REF",1.201918,0.00372177729963198
2046,"BkWh","Distributed Generation","PJME",2021,"REF",1.283705,0.00392977056829373
2047,"BkWh","Distributed Generation","PJME",2021,"REF",1.361663,0.0041205261314969
2048,"BkWh","Distributed Generation","PJME",2021,"REF",1.441064,0.0042882935582657
2049,"BkWh","Distributed Generation","PJME",2021,"REF",1.532131,0.00448041585839896
2050,"BkWh","Distributed Generation","PJME",2021,"REF",1.630535,0.00473560889079475
2020,"BkWh","Natural Gas","PJME",2021,"REF",164.099197,0.561559099232485
2021,"BkWh","Natural Gas","PJME",2021,"REF",136.764999,0.4645163082994
2022,"BkWh","Natural Gas","PJME",2021,"REF",126.522438,0.425465429849627
2023,"BkWh","Natural Gas","PJME",2021,"REF",136.842957,0.460328306225598
2024,"BkWh","Natural Gas","PJME",2021,"REF",144.517365,0.493517175817299
2025,"BkWh","Natural Gas","PJME",2021,"REF",141.442215,0.478231378072835
2026,"BkWh","Natural Gas","PJME",2021,"REF",137.164642,0.459618944893295
2027,"BkWh","Natural Gas","PJME",2021,"REF",138.84967,0.452149435766474
2028,"BkWh","Natural Gas","PJME",2021,"REF",131.558167,0.427338960862115
2029,"BkWh","Natural Gas","PJME",2021,"REF",130.274078,0.42241708138817
2030,"BkWh","Natural Gas","PJME",2021,"REF",113.757515,0.373884886808249
2031,"BkWh","Natural Gas","PJME",2021,"REF",119.623009,0.381806249737239
2032,"BkWh","Natural Gas","PJME",2021,"REF",122.713196,0.391017577160463
2033,"BkWh","Natural Gas","PJME",2021,"REF",124.178558,0.391696456009616
2034,"BkWh","Natural Gas","PJME",2021,"REF",126.942307,0.396700105736126
2035,"BkWh","Natural Gas","PJME",2021,"REF",113.840202,0.363884350509061
2036,"BkWh","Natural Gas","PJME",2021,"REF",111.226547,0.35574507203097
2037,"BkWh","Natural Gas","PJME",2021,"REF",110.016426,0.354605836426662
2038,"BkWh","Natural Gas","PJME",2021,"REF",113.076363,0.357122650477504
2039,"BkWh","Natural Gas","PJME",2021,"REF",113.189346,0.35738867271417
2040,"BkWh","Natural Gas","PJME",2021,"REF",120.376808,0.381010681210912
2041,"BkWh","Natural Gas","PJME",2021,"REF",119.531258,0.379814763178693
2042,"BkWh","Natural Gas","PJME",2021,"REF",119.76207,0.379303658660073
2043,"BkWh","Natural Gas","PJME",2021,"REF",124.397293,0.3900176283339
2044,"BkWh","Natural Gas","PJME",2021,"REF",125.412109,0.391369684323763
2045,"BkWh","Natural Gas","PJME",2021,"REF",127.046761,0.393404334639776
2046,"BkWh","Natural Gas","PJME",2021,"REF",129.686188,0.397004736069898
2047,"BkWh","Natural Gas","PJME",2021,"REF",133.10582,0.402791299730053
2048,"BkWh","Natural Gas","PJME",2021,"REF",137.507141,0.409191393974059
2049,"BkWh","Natural Gas","PJME",2021,"REF",138.927536,0.406266262782159
2050,"BkWh","Natural Gas","PJME",2021,"REF",142.239807,0.413111092159401
2020,"BkWh","Nuclear","PJME",2021,"REF",101.992073,0.349024112791569
2021,"BkWh","Nuclear","PJME",2021,"REF",100.226242,0.340414026022566
2022,"BkWh","Nuclear","PJME",2021,"REF",101.746063,0.342148263296999
2023,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.34737785705139
2024,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.352646143099096
2025,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.349153114146866
2026,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.346029119694746
2027,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.336274582443888
2028,"BkWh","Nuclear","PJME",2021,"REF",103.265892,0.335437472154651
