"Technology","Year","Value","Scenario","Unit"
"elec_coal (IGCC)",2050,0.911372,"SSP3","EJ"
"elec_CSP",2050,0.00383862,"SSP3","EJ"
"elec_CSP_storage",2050,0.0377763,"SSP3","EJ"
"elec_gas (CC)",2050,5.06593,"SSP3","EJ"
"elec_gas (steam/CT)",2050,0.398924,"SSP3","EJ"
"elec_Gen_II_LWR",2050,0.812228,"SSP3","EJ"
"elec_Gen_III",2050,2.00392,"SSP3","EJ"
"elec_geothermal",2050,0.390257,"SSP3","EJ"
"elec_refined liquids (CC)",2050,0.0777406,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2050,0.0233703,"SSP3","EJ"
"global solar resource",2050,0.074763023,"SSP3","EJ"
"onshore wind resource",2050,0.721399201,"SSP3","EJ"
"water_td_elec_C",2050,4.7557850805,"SSP3","EJ"
"water_td_elec_W",2050,0.0004150805,"SSP3","EJ"
"elec_biomass (conv)",2055,0.130769,"SSP3","EJ"
"elec_biomass (IGCC)",2055,0.0812757,"SSP3","EJ"
"elec_coal (conv pul)",2055,8.73208,"SSP3","EJ"
"elec_coal (IGCC)",2055,1.04979,"SSP3","EJ"
"elec_CSP",2055,0.00426874,"SSP3","EJ"
"elec_CSP_storage",2055,0.045064,"SSP3","EJ"
"elec_gas (CC)",2055,5.13955,"SSP3","EJ"
"elec_gas (steam/CT)",2055,0.297246,"SSP3","EJ"
"elec_Gen_II_LWR",2055,0.550942,"SSP3","EJ"
"elec_Gen_III",2055,2.14748,"SSP3","EJ"
"elec_geothermal",2055,0.402517,"SSP3","EJ"
"elec_refined liquids (CC)",2055,0.0787584,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2055,0.019256,"SSP3","EJ"
"global solar resource",2055,0.078348574,"SSP3","EJ"
"onshore wind resource",2055,0.766784283,"SSP3","EJ"
"water_td_elec_C",2055,4.776434988288,"SSP3","EJ"
"water_td_elec_W",2055,0.000434988288,"SSP3","EJ"
"elec_biomass (conv)",2060,0.15313,"SSP3","EJ"
"elec_biomass (IGCC)",2060,0.102487,"SSP3","EJ"
"elec_coal (conv pul)",2060,9.01975,"SSP3","EJ"
"elec_coal (IGCC)",2060,1.27489,"SSP3","EJ"
"elec_CSP",2060,0.00512868,"SSP3","EJ"
"elec_CSP_storage",2060,0.0566124,"SSP3","EJ"
"elec_gas (CC)",2060,4.34351,"SSP3","EJ"
"elec_gas (steam/CT)",2060,0.212004,"SSP3","EJ"
"elec_Gen_II_LWR",2060,0.360003,"SSP3","EJ"
"elec_Gen_III",2060,2.36264,"SSP3","EJ"
"elec_geothermal",2060,0.433977,"SSP3","EJ"
"elec_refined liquids (CC)",2060,0.100469,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2060,0.00984567,"SSP3","EJ"
"global solar resource",2060,0.087912503,"SSP3","EJ"
"onshore wind resource",2060,0.864403918,"SSP3","EJ"
"water_td_elec_C",2060,4.797118087952,"SSP3","EJ"
"water_td_elec_W",2060,0.000488087952,"SSP3","EJ"
"elec_biomass (conv)",2065,0.165745,"SSP3","EJ"
"elec_biomass (IGCC)",2065,0.116156,"SSP3","EJ"
"elec_coal (conv pul)",2065,9.16344,"SSP3","EJ"
"elec_coal (IGCC)",2065,1.41816,"SSP3","EJ"
"elec_CSP",2065,0.00546858,"SSP3","EJ"
"elec_CSP_storage",2065,0.0611061,"SSP3","EJ"
"elec_gas (CC)",2065,3.88587,"SSP3","EJ"
"elec_gas (steam/CT)",2065,0.155182,"SSP3","EJ"
"elec_Gen_II_LWR",2065,0.229098,"SSP3","EJ"
"elec_Gen_III",2065,2.4904,"SSP3","EJ"
"elec_geothermal",2065,0.430274,"SSP3","EJ"
"elec_refined liquids (CC)",2065,0.0914336,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2065,0.00732768,"SSP3","EJ"
"global solar resource",2065,0.089591789,"SSP3","EJ"
"onshore wind resource",2065,0.878686314,"SSP3","EJ"
"water_td_elec_C",2065,4.817757412142,"SSP3","EJ"
"water_td_elec_W",2065,0.000497412142,"SSP3","EJ"
"elec_biomass (conv)",2070,0.185674,"SSP3","EJ"
"elec_biomass (IGCC)",2070,0.134872,"SSP3","EJ"
"elec_coal (conv pul)",2070,9.16385,"SSP3","EJ"
"elec_coal (IGCC)",2070,1.59402,"SSP3","EJ"
"elec_CSP",2070,0.00575844,"SSP3","EJ"
"elec_CSP_storage",2070,0.0648747,"SSP3","EJ"
"elec_gas (CC)",2070,3.52006,"SSP3","EJ"
"elec_gas (steam/CT)",2070,0.086906,"SSP3","EJ"
"elec_Gen_II_LWR",2070,0,"SSP3","EJ"
"elec_Gen_III",2070,2.63812,"SSP3","EJ"
"elec_geothermal",2070,0.418249,"SSP3","EJ"
"elec_refined liquids (CC)",2070,0.0988659,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2070,0.00346906,"SSP3","EJ"
"global solar resource",2070,0.089855703,"SSP3","EJ"
"onshore wind resource",2070,0.872498664,"SSP3","EJ"
"water_td_elec_C",2070,4.838388877822,"SSP3","EJ"
"water_td_elec_W",2070,0.000498877822,"SSP3","EJ"
"elec_biomass (conv)",2075,0.210363,"SSP3","EJ"
"elec_biomass (IGCC)",2075,0.169448,"SSP3","EJ"
"elec_coal (conv pul)",2075,8.44937,"SSP3","EJ"
"elec_coal (IGCC)",2075,1.90449,"SSP3","EJ"
"elec_CSP",2075,0.00708701,"SSP3","EJ"
"elec_CSP_storage",2075,0.0793785,"SSP3","EJ"
"elec_gas (CC)",2075,3.38279,"SSP3","EJ"
"elec_gas (steam/CT)",2075,0.0866115,"SSP3","EJ"
"elec_Gen_II_LWR",2075,0,"SSP3","EJ"
"elec_Gen_III",2075,2.47793,"SSP3","EJ"
"elec_geothermal",2075,0.463746,"SSP3","EJ"
"elec_refined liquids (CC)",2075,0.122935,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2075,0.00413739,"SSP3","EJ"
"global solar resource",2075,0.105811477,"SSP3","EJ"
"onshore wind resource",2075,1.006221714,"SSP3","EJ"
"water_td_elec_C",2075,4.859107464262,"SSP3","EJ"
"water_td_elec_W",2075,0.000587464262,"SSP3","EJ"
"elec_biomass (conv)",2080,0.219521,"SSP3","EJ"
"elec_biomass (IGCC)",2080,0.190414,"SSP3","EJ"
"elec_coal (conv pul)",2080,8.09165,"SSP3","EJ"
"elec_coal (IGCC)",2080,2.09366,"SSP3","EJ"
"elec_CSP",2080,0.00769549,"SSP3","EJ"
"elec_CSP_storage",2080,0.0854008,"SSP3","EJ"
"elec_gas (CC)",2080,3.0643,"SSP3","EJ"
"elec_gas (steam/CT)",2080,0.0772009,"SSP3","EJ"
"elec_Gen_II_LWR",2080,0,"SSP3","EJ"
"elec_Gen_III",2080,2.40769,"SSP3","EJ"
"elec_geothermal",2080,0.473347,"SSP3","EJ"
"elec_refined liquids (CC)",2080,0.112214,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2080,0.00409968,"SSP3","EJ"
"global solar resource",2080,0.112649963,"SSP3","EJ"
"onshore wind resource",2080,1.053165062,"SSP3","EJ"
"water_td_elec_C",2080,4.879765432292,"SSP3","EJ"
"water_td_elec_W",2080,0.000625432292,"SSP3","EJ"
"elec_biomass (conv)",2085,0.230952,"SSP3","EJ"
"elec_biomass (IGCC)",2085,0.203511,"SSP3","EJ"
"elec_coal (conv pul)",2085,7.93753,"SSP3","EJ"
"elec_coal (IGCC)",2085,2.16359,"SSP3","EJ"
"elec_CSP",2085,0.00820621,"SSP3","EJ"
"elec_CSP_storage",2085,0.0905702,"SSP3","EJ"
"elec_gas (CC)",2085,2.59898,"SSP3","EJ"
"elec_gas (steam/CT)",2085,0.06671,"SSP3","EJ"
"elec_Gen_II_LWR",2085,0,"SSP3","EJ"
"elec_Gen_III",2085,2.34016,"SSP3","EJ"
"elec_geothermal",2085,0.482739,"SSP3","EJ"
"elec_refined liquids (CC)",2085,0.105936,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2085,0.00400144,"SSP3","EJ"
"global solar resource",2085,0.118747451,"SSP3","EJ"
"onshore wind resource",2085,1.095873641,"SSP3","EJ"
"water_td_elec_C",2085,4.90042928603,"SSP3","EJ"
"water_td_elec_W",2085,0.00065928603,"SSP3","EJ"
"elec_biomass (conv)",2090,0.241961,"SSP3","EJ"
"elec_biomass (IGCC)",2090,0.215467,"SSP3","EJ"
"elec_coal (conv pul)",2090,7.71914,"SSP3","EJ"
"elec_coal (IGCC)",2090,2.20882,"SSP3","EJ"
"elec_CSP",2090,0.00828096,"SSP3","EJ"
"elec_CSP_storage",2090,0.0909272,"SSP3","EJ"
"elec_gas (CC)",2090,2.27747,"SSP3","EJ"
"elec_gas (steam/CT)",2090,0.0609604,"SSP3","EJ"
"elec_Gen_II_LWR",2090,0,"SSP3","EJ"
"elec_Gen_III",2090,2.23806,"SSP3","EJ"
"elec_geothermal",2090,0.469317,"SSP3","EJ"
"elec_refined liquids (CC)",2090,0.105543,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2090,0.0040422,"SSP3","EJ"
"global solar resource",2090,0.118423466,"SSP3","EJ"
"onshore wind resource",2090,1.077142751,"SSP3","EJ"
"water_td_elec_C",2090,4.92105748664,"SSP3","EJ"
"water_td_elec_W",2090,0.00065748664,"SSP3","EJ"
"elec_biomass (conv)",2095,0.246978,"SSP3","EJ"
"elec_biomass (IGCC)",2095,0.222456,"SSP3","EJ"
"elec_coal (conv pul)",2095,7.39841,"SSP3","EJ"
"elec_coal (IGCC)",2095,2.20273,"SSP3","EJ"
"elec_CSP",2095,0.00861756,"SSP3","EJ"
"elec_CSP_storage",2095,0.0944568,"SSP3","EJ"
"elec_gas (CC)",2095,2.05245,"SSP3","EJ"
"elec_gas (steam/CT)",2095,0.0572128,"SSP3","EJ"
"elec_Gen_II_LWR",2095,0,"SSP3","EJ"
"elec_Gen_III",2095,2.09303,"SSP3","EJ"
"elec_geothermal",2095,0.474836,"SSP3","EJ"
"elec_refined liquids (CC)",2095,0.101734,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2095,0.00402619,"SSP3","EJ"
"global solar resource",2095,0.122770159,"SSP3","EJ"
"onshore wind resource",2095,1.10442551,"SSP3","EJ"
"water_td_elec_C",2095,4.94171161977,"SSP3","EJ"
"water_td_elec_W",2095,0.00068161977,"SSP3","EJ"
"elec_biomass (conv)",2100,0.253396,"SSP3","EJ"
"elec_biomass (IGCC)",2100,0.228522,"SSP3","EJ"
"elec_coal (conv pul)",2100,6.96313,"SSP3","EJ"
"elec_coal (IGCC)",2100,2.15588,"SSP3","EJ"
"elec_CSP",2100,0.00899419,"SSP3","EJ"
"elec_CSP_storage",2100,0.0985606,"SSP3","EJ"
"elec_gas (CC)",2100,1.96665,"SSP3","EJ"
"elec_gas (steam/CT)",2100,0.0577388,"SSP3","EJ"
"elec_Gen_II_LWR",2100,0,"SSP3","EJ"
"elec_Gen_III",2100,1.90321,"SSP3","EJ"
"elec_geothermal",2100,0.478844,"SSP3","EJ"
"elec_refined liquids (CC)",2100,0.106588,"SSP3","EJ"
"elec_refined liquids (steam/CT)",2100,0.00424811,"SSP3","EJ"
"global solar resource",2100,0.128058912,"SSP3","EJ"
"onshore wind resource",2100,1.13620693,"SSP3","EJ"
"water_td_elec_C",2100,4.94174098282,"SSP3","EJ"
"water_td_elec_W",2100,0.00071098282,"SSP3","EJ"
"backup_electricity",1990,0,"SSP4","EJ"
"elec_biomass (conv)",1990,0.0791349,"SSP4","EJ"
"elec_biomass (IGCC)",1990,0,"SSP4","EJ"
"elec_coal (conv pul)",1990,6.02909,"SSP4","EJ"
"elec_coal (IGCC)",1990,0,"SSP4","EJ"
"elec_CSP",1990,0.0023869,"SSP4","EJ"
"elec_CSP_storage",1990,0,"SSP4","EJ"
"elec_gas (CC)",1990,0.5903,"SSP4","EJ"
"elec_gas (steam/CT)",1990,0.435995,"SSP4","EJ"
"elec_Gen_II_LWR",1990,2.20139,"SSP4","EJ"
"elec_Gen_III",1990,0,"SSP4","EJ"
"elec_geothermal",1990,0.0576456,"SSP4","EJ"
"elec_refined liquids (CC)",1990,0,"SSP4","EJ"
"elec_refined liquids (steam/CT)",1990,0.450767,"SSP4","EJ"
"global solar resource",1990,1.08004e-05,"SSP4","EJ"
"onshore wind resource",1990,0.0110381,"SSP4","EJ"
"water_td_elec_C",1990,4.643580060003,"SSP4","EJ"
"water_td_elec_W",1990,6.0003e-08,"SSP4","EJ"
"backup_electricity",2005,0,"SSP4","EJ"
"elec_biomass (conv)",2005,0.110634,"SSP4","EJ"
"elec_biomass (IGCC)",2005,0,"SSP4","EJ"
"elec_coal (conv pul)",2005,7.68047,"SSP4","EJ"
"elec_coal (IGCC)",2005,0,"SSP4","EJ"
"elec_CSP",2005,0.00214559,"SSP4","EJ"
"elec_CSP_storage",2005,0,"SSP4","EJ"
"elec_gas (CC)",2005,1.90249,"SSP4","EJ"
"elec_gas (steam/CT)",2005,0.666933,"SSP4","EJ"
"elec_Gen_II_LWR",2005,2.91859,"SSP4","EJ"
"elec_Gen_III",2005,0,"SSP4","EJ"
"elec_geothermal",2005,0.0604004,"SSP4","EJ"
"elec_refined liquids (CC)",2005,0,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2005,0.454965,"SSP4","EJ"
"global solar resource",2005,0.00188639,"SSP4","EJ"
"onshore wind resource",2005,0.0643712,"SSP4","EJ"
"water_td_elec_C",2005,4.63630048,"SSP4","EJ"
"water_td_elec_W",2005,1.048e-05,"SSP4","EJ"
"backup_electricity",2010,0,"SSP4","EJ"
"elec_biomass (conv)",2010,0.115436,"SSP4","EJ"
"elec_biomass (IGCC)",2010,0,"SSP4","EJ"
"elec_coal (conv pul)",2010,7.10527,"SSP4","EJ"
"elec_coal (IGCC)",2010,0,"SSP4","EJ"
"elec_CSP",2010,0.00316435,"SSP4","EJ"
"elec_CSP_storage",2010,0,"SSP4","EJ"
"elec_gas (CC)",2010,1.84213,"SSP4","EJ"
"elec_gas (steam/CT)",2010,1.54243,"SSP4","EJ"
"elec_Gen_II_LWR",2010,3.0201,"SSP4","EJ"
"elec_Gen_III",2010,0,"SSP4","EJ"
"elec_geothermal",2010,0.0632762,"SSP4","EJ"
"elec_refined liquids (CC)",2010,0,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2010,0.144545,"SSP4","EJ"
"global solar resource",2010,0.0109978,"SSP4","EJ"
"onshore wind resource",2010,0.342527,"SSP4","EJ"
"water_td_elec_C",2010,4.4640410995,"SSP4","EJ"
"water_td_elec_W",2010,6.10995e-05,"SSP4","EJ"
"backup_electricity",2015,0,"SSP4","EJ"
"elec_biomass (conv)",2015,0.062933,"SSP4","EJ"
"elec_biomass (IGCC)",2015,0,"SSP4","EJ"
"elec_coal (conv pul)",2015,8.1258,"SSP4","EJ"
"elec_coal (IGCC)",2015,0,"SSP4","EJ"
"elec_CSP",2015,0.00342567,"SSP4","EJ"
"elec_CSP_storage",2015,0,"SSP4","EJ"
"elec_gas (CC)",2015,2.72718,"SSP4","EJ"
"elec_gas (steam/CT)",2015,1.21703,"SSP4","EJ"
"elec_Gen_II_LWR",2015,2.791,"SSP4","EJ"
"elec_Gen_III",2015,0.390279,"SSP4","EJ"
"elec_geothermal",2015,0.111834,"SSP4","EJ"
"elec_refined liquids (CC)",2015,0,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2015,0.0839933,"SSP4","EJ"
"global solar resource",2015,0.020742237,"SSP4","EJ"
"onshore wind resource",2015,0.441608386,"SSP4","EJ"
"water_td_elec_C",2015,4.505625198764,"SSP4","EJ"
"water_td_elec_W",2015,0.000115198764,"SSP4","EJ"
"backup_electricity",2020,0,"SSP4","EJ"
"elec_biomass (conv)",2020,0.0718422,"SSP4","EJ"
"elec_biomass (IGCC)",2020,0,"SSP4","EJ"
"elec_coal (conv pul)",2020,8.65499,"SSP4","EJ"
"elec_coal (IGCC)",2020,0,"SSP4","EJ"
"elec_CSP",2020,0.00400364,"SSP4","EJ"
"elec_CSP_storage",2020,0,"SSP4","EJ"
"elec_gas (CC)",2020,3.18117,"SSP4","EJ"
"elec_gas (steam/CT)",2020,1.15216,"SSP4","EJ"
"elec_Gen_II_LWR",2020,2.66009,"SSP4","EJ"
"elec_Gen_III",2020,0.617614,"SSP4","EJ"
"elec_geothermal",2020,0.155559,"SSP4","EJ"
"elec_refined liquids (CC)",2020,0.0383337,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2020,0.0664197,"SSP4","EJ"
"global solar resource",2020,0.030174557,"SSP4","EJ"
"onshore wind resource",2020,0.522402145,"SSP4","EJ"
"water_td_elec_C",2020,4.552677564736,"SSP4","EJ"
"water_td_elec_W",2020,0.000167564736,"SSP4","EJ"
"backup_electricity",2025,0,"SSP4","EJ"
"elec_biomass (conv)",2025,0.0884606,"SSP4","EJ"
"elec_biomass (IGCC)",2025,0.00754386,"SSP4","EJ"
"elec_coal (conv pul)",2025,8.84881,"SSP4","EJ"
"elec_coal (IGCC)",2025,0.0932685,"SSP4","EJ"
"elec_CSP",2025,0.00542961,"SSP4","EJ"
"elec_CSP_storage",2025,0.00327107,"SSP4","EJ"
"elec_gas (CC)",2025,3.57702,"SSP4","EJ"
"elec_gas (steam/CT)",2025,1.07981,"SSP4","EJ"
"elec_Gen_II_LWR",2025,2.46916,"SSP4","EJ"
"elec_Gen_III",2025,0.871243,"SSP4","EJ"
"elec_geothermal",2025,0.211018,"SSP4","EJ"
"elec_refined liquids (CC)",2025,0.0448357,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2025,0.0613441,"SSP4","EJ"
"global solar resource",2025,0.041600427,"SSP4","EJ"
"onshore wind resource",2025,0.631393066,"SSP4","EJ"
"water_td_elec_C",2025,4.599730997716,"SSP4","EJ"
"water_td_elec_W",2025,0.000230997716,"SSP4","EJ"
"backup_electricity",2030,0,"SSP4","EJ"
"elec_biomass (conv)",2030,0.110246,"SSP4","EJ"
"elec_biomass (IGCC)",2030,0.0182941,"SSP4","EJ"
"elec_coal (conv pul)",2030,8.96566,"SSP4","EJ"
"elec_coal (IGCC)",2030,0.224948,"SSP4","EJ"
"elec_CSP",2030,0.00895003,"SSP4","EJ"
"elec_CSP_storage",2030,0.0157071,"SSP4","EJ"
"elec_gas (CC)",2030,4.00676,"SSP4","EJ"
"elec_gas (steam/CT)",2030,0.966635,"SSP4","EJ"
"elec_Gen_II_LWR",2030,2.20787,"SSP4","EJ"
"elec_Gen_III",2030,1.21421,"SSP4","EJ"
"elec_geothermal",2030,0.286078,"SSP4","EJ"
"elec_refined liquids (CC)",2030,0.0575375,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2030,0.0529585,"SSP4","EJ"
"global solar resource",2030,0.057010536,"SSP4","EJ"
"onshore wind resource",2030,0.800487746,"SSP4","EJ"
"water_td_elec_C",2030,4.646806549106,"SSP4","EJ"
"water_td_elec_W",2030,0.000316549106,"SSP4","EJ"
"backup_electricity",2035,0,"SSP4","EJ"
"elec_biomass (conv)",2035,0.131755,"SSP4","EJ"
"elec_biomass (IGCC)",2035,0.0322419,"SSP4","EJ"
"elec_coal (conv pul)",2035,8.93552,"SSP4","EJ"
"elec_coal (IGCC)",2035,0.383916,"SSP4","EJ"
"elec_CSP",2035,0.0155031,"SSP4","EJ"
"elec_CSP_storage",2035,0.0434755,"SSP4","EJ"
"elec_gas (CC)",2035,4.40322,"SSP4","EJ"
"elec_gas (steam/CT)",2035,0.825915,"SSP4","EJ"
"elec_Gen_II_LWR",2035,1.87989,"SSP4","EJ"
"elec_Gen_III",2035,1.62133,"SSP4","EJ"
"elec_geothermal",2035,0.369338,"SSP4","EJ"
"elec_refined liquids (CC)",2035,0.0672082,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2035,0.0446233,"SSP4","EJ"
"global solar resource",2035,0.074712838,"SSP4","EJ"
"onshore wind resource",2035,1.022895936,"SSP4","EJ"
"water_td_elec_C",2035,4.693904825196,"SSP4","EJ"
"water_td_elec_W",2035,0.000414825196,"SSP4","EJ"
"backup_electricity",2040,0,"SSP4","EJ"
"elec_biomass (conv)",2040,0.151081,"SSP4","EJ"
"elec_biomass (IGCC)",2040,0.0520962,"SSP4","EJ"
"elec_coal (conv pul)",2040,8.92628,"SSP4","EJ"
"elec_coal (IGCC)",2040,0.599713,"SSP4","EJ"
"elec_CSP",2040,0.0255026,"SSP4","EJ"
"elec_CSP_storage",2040,0.0954884,"SSP4","EJ"
"elec_gas (CC)",2040,4.86185,"SSP4","EJ"
"elec_gas (steam/CT)",2040,0.671277,"SSP4","EJ"
"elec_Gen_II_LWR",2040,1.51005,"SSP4","EJ"
"elec_Gen_III",2040,2.13102,"SSP4","EJ"
"elec_geothermal",2040,0.417281,"SSP4","EJ"
"elec_refined liquids (CC)",2040,0.085407,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2040,0.0371865,"SSP4","EJ"
"global solar resource",2040,0.088342074,"SSP4","EJ"
"onshore wind resource",2040,1.010604836,"SSP4","EJ"
"water_td_elec_C",2040,4.714600444236,"SSP4","EJ"
"water_td_elec_W",2040,0.000490444236,"SSP4","EJ"
"backup_electricity",2045,0,"SSP4","EJ"
"elec_biomass (conv)",2045,0.166137,"SSP4","EJ"
"elec_biomass (IGCC)",2045,0.0709231,"SSP4","EJ"
"elec_coal (conv pul)",2045,8.7539,"SSP4","EJ"
"elec_coal (IGCC)",2045,0.796318,"SSP4","EJ"
"elec_CSP",2045,0.0415293,"SSP4","EJ"
"elec_CSP_storage",2045,0.157397,"SSP4","EJ"
"elec_gas (CC)",2045,5.16937,"SSP4","EJ"
"elec_gas (steam/CT)",2045,0.523112,"SSP4","EJ"
"elec_Gen_II_LWR",2045,1.14021,"SSP4","EJ"
"elec_Gen_III",2045,2.57039,"SSP4","EJ"
"elec_geothermal",2045,0.466639,"SSP4","EJ"
"elec_refined liquids (CC)",2045,0.0883388,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2045,0.0301478,"SSP4","EJ"
"global solar resource",2045,0.101862923,"SSP4","EJ"
"onshore wind resource",2045,1.23360565,"SSP4","EJ"
"water_td_elec_C",2045,4.735305503782,"SSP4","EJ"
"water_td_elec_W",2045,0.000565503782,"SSP4","EJ"
"backup_electricity",2050,0,"SSP4","EJ"
"elec_biomass (conv)",2050,0.182008,"SSP4","EJ"
"elec_biomass (IGCC)",2050,0.0891443,"SSP4","EJ"
"elec_coal (conv pul)",2050,8.55366,"SSP4","EJ"
"elec_coal (IGCC)",2050,0.973514,"SSP4","EJ"
"elec_CSP",2050,0.0593617,"SSP4","EJ"
"elec_CSP_storage",2050,0.226624,"SSP4","EJ"
"elec_gas (CC)",2050,5.38619,"SSP4","EJ"
"elec_gas (steam/CT)",2050,0.397932,"SSP4","EJ"
"elec_Gen_II_LWR",2050,0.812228,"SSP4","EJ"
"elec_Gen_III",2050,2.94841,"SSP4","EJ"
"elec_geothermal",2050,0.508976,"SSP4","EJ"
"elec_refined liquids (CC)",2050,0.0910943,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2050,0.0241102,"SSP4","EJ"
"global solar resource",2050,0.114105511,"SSP4","EJ"
"onshore wind resource",2050,1.460771081,"SSP4","EJ"
"water_td_elec_C",2050,4.75600346733,"SSP4","EJ"
"water_td_elec_W",2050,0.00063346733,"SSP4","EJ"
"backup_electricity",2055,0,"SSP4","EJ"
"elec_biomass (conv)",2055,0.196753,"SSP4","EJ"
"elec_biomass (IGCC)",2055,0.105934,"SSP4","EJ"
"elec_coal (conv pul)",2055,8.39464,"SSP4","EJ"
"elec_coal (IGCC)",2055,1.12712,"SSP4","EJ"
"elec_CSP",2055,0.0774493,"SSP4","EJ"
"elec_CSP_storage",2055,0.292019,"SSP4","EJ"
"elec_gas (CC)",2055,5.54069,"SSP4","EJ"
"elec_gas (steam/CT)",2055,0.303993,"SSP4","EJ"
"elec_Gen_II_LWR",2055,0.550941,"SSP4","EJ"
"elec_Gen_III",2055,3.2618,"SSP4","EJ"
"elec_geothermal",2055,0.530544,"SSP4","EJ"
"elec_refined liquids (CC)",2055,0.0931091,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2055,0.0195574,"SSP4","EJ"
"global solar resource",2055,0.122762558,"SSP4","EJ"
"onshore wind resource",2055,1.63300158,"SSP4","EJ"
"water_td_elec_C",2055,4.77668152646,"SSP4","EJ"
"water_td_elec_W",2055,0.00068152646,"SSP4","EJ"
"backup_electricity",2060,0,"SSP4","EJ"
"elec_biomass (conv)",2060,0.226227,"SSP4","EJ"
"elec_biomass (IGCC)",2060,0.132044,"SSP4","EJ"
"elec_coal (conv pul)",2060,8.55253,"SSP4","EJ"
"elec_coal (IGCC)",2060,1.34567,"SSP4","EJ"
"elec_CSP",2060,0.10632,"SSP4","EJ"
"elec_CSP_storage",2060,0.389034,"SSP4","EJ"
"elec_gas (CC)",2060,4.84872,"SSP4","EJ"
"elec_gas (steam/CT)",2060,0.225996,"SSP4","EJ"
"elec_Gen_II_LWR",2060,0.360003,"SSP4","EJ"
"elec_Gen_III",2060,3.69197,"SSP4","EJ"
"elec_geothermal",2060,0.564801,"SSP4","EJ"
"elec_refined liquids (CC)",2060,0.112954,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2060,0.0101614,"SSP4","EJ"
"global solar resource",2060,0.138350037,"SSP4","EJ"
"onshore wind resource",2060,1.88519509,"SSP4","EJ"
"water_td_elec_C",2060,4.79739806183,"SSP4","EJ"
"water_td_elec_W",2060,0.00076806183,"SSP4","EJ"
"backup_electricity",2065,0,"SSP4","EJ"
"elec_biomass (conv)",2065,0.245892,"SSP4","EJ"
"elec_biomass (IGCC)",2065,0.151466,"SSP4","EJ"
"elec_coal (conv pul)",2065,8.65778,"SSP4","EJ"
"elec_coal (IGCC)",2065,1.50177,"SSP4","EJ"
"elec_CSP",2065,0.126059,"SSP4","EJ"
"elec_CSP_storage",2065,0.447732,"SSP4","EJ"
"elec_gas (CC)",2065,4.51153,"SSP4","EJ"
"elec_gas (steam/CT)",2065,0.176273,"SSP4","EJ"
"elec_Gen_II_LWR",2065,0.229098,"SSP4","EJ"
"elec_Gen_III",2065,3.99043,"SSP4","EJ"
"elec_geothermal",2065,0.566193,"SSP4","EJ"
"elec_refined liquids (CC)",2065,0.105371,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2065,0.00765528,"SSP4","EJ"
"global solar resource",2065,0.14434206,"SSP4","EJ"
"onshore wind resource",2065,1.9805172,"SSP4","EJ"
"water_td_elec_C",2065,4.81806132676,"SSP4","EJ"
"water_td_elec_W",2065,0.00080132676,"SSP4","EJ"
"backup_electricity",2070,8.53315e-10,"SSP4","EJ"
"elec_biomass (conv)",2070,0.273858,"SSP4","EJ"
"elec_biomass (IGCC)",2070,0.177303,"SSP4","EJ"
"elec_coal (conv pul)",2070,8.60298,"SSP4","EJ"
"elec_coal (IGCC)",2070,1.69122,"SSP4","EJ"
"elec_CSP",2070,0.14854,"SSP4","EJ"
"elec_CSP_storage",2070,0.510032,"SSP4","EJ"
"elec_gas (CC)",2070,4.20678,"SSP4","EJ"
"elec_gas (steam/CT)",2070,0.110072,"SSP4","EJ"
"elec_Gen_II_LWR",2070,0,"SSP4","EJ"
"elec_Gen_III",2070,4.34615,"SSP4","EJ"
"elec_geothermal",2070,0.566938,"SSP4","EJ"
"elec_refined liquids (CC)",2070,0.113192,"SSP4","EJ"
"elec_refined liquids (steam/CT)",2070,0.00396346,"SSP4","EJ"
"global solar resource",2070,0.150528304,"SSP4","EJ"
"onshore wind resource",2070,2.05753625,"SSP4","EJ"
"water_td_elec_C",2070,4.83872567054,"SSP4","EJ"
"water_td_elec_W",2070,0.00083567054,"SSP4","EJ"
"backup_electricity",2075,7.827525e-09,"SSP4","EJ"
