"Technology","Year","Value","Scenario","Unit"
"water_td_elec_C",2010,4.4640410995,"SSP1_26","EJ"
"water_td_elec_W",2010,6.10995e-05,"SSP1_26","EJ"
"backup_electricity",2015,0,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2015,0,"SSP1_26","EJ"
"elec_biomass (conv)",2015,0.0570746,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2015,0,"SSP1_26","EJ"
"elec_biomass (IGCC)",2015,0,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2015,0,"SSP1_26","EJ"
"elec_coal (conv pul)",2015,7.67429,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2015,0,"SSP1_26","EJ"
"elec_coal (IGCC)",2015,0,"SSP1_26","EJ"
"elec_CSP",2015,0.00329908,"SSP1_26","EJ"
"elec_CSP_storage",2015,0,"SSP1_26","EJ"
"elec_gas (CC CCS)",2015,0,"SSP1_26","EJ"
"elec_gas (CC)",2015,2.41131,"SSP1_26","EJ"
"elec_gas (steam/CT)",2015,1.24014,"SSP1_26","EJ"
"elec_Gen_II_LWR",2015,2.791,"SSP1_26","EJ"
"elec_Gen_III",2015,0.277238,"SSP1_26","EJ"
"elec_geothermal",2015,0.103312,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2015,0,"SSP1_26","EJ"
"elec_refined liquids (CC)",2015,0,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2015,0.0837799,"SSP1_26","EJ"
"global solar resource",2015,0.0160219458,"SSP1_26","EJ"
"onshore wind resource",2015,0.68971931,"SSP1_26","EJ"
"water_td_elec_C",2015,4.505598992608,"SSP1_26","EJ"
"water_td_elec_W",2015,8.8992608e-05,"SSP1_26","EJ"
"backup_electricity",2020,0,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2020,0,"SSP1_26","EJ"
"elec_biomass (conv)",2020,0.0820335,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2020,0,"SSP1_26","EJ"
"elec_biomass (IGCC)",2020,0,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2020,0,"SSP1_26","EJ"
"elec_coal (conv pul)",2020,7.50318,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2020,0,"SSP1_26","EJ"
"elec_coal (IGCC)",2020,0,"SSP1_26","EJ"
"elec_CSP",2020,0.00346377,"SSP1_26","EJ"
"elec_CSP_storage",2020,0,"SSP1_26","EJ"
"elec_gas (CC CCS)",2020,0,"SSP1_26","EJ"
"elec_gas (CC)",2020,2.49518,"SSP1_26","EJ"
"elec_gas (steam/CT)",2020,1.15504,"SSP1_26","EJ"
"elec_Gen_II_LWR",2020,2.6601,"SSP1_26","EJ"
"elec_Gen_III",2020,0.369367,"SSP1_26","EJ"
"elec_geothermal",2020,0.127661,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2020,0,"SSP1_26","EJ"
"elec_refined liquids (CC)",2020,0.0134194,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2020,0.0805495,"SSP1_26","EJ"
"global solar resource",2020,0.0187095209,"SSP1_26","EJ"
"onshore wind resource",2020,0.95300022,"SSP1_26","EJ"
"water_td_elec_C",2020,4.552613913391,"SSP1_26","EJ"
"water_td_elec_W",2020,0.000103913391,"SSP1_26","EJ"
"backup_electricity",2025,0,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2025,0.0012373,"SSP1_26","EJ"
"elec_biomass (conv)",2025,0.0893925,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2025,0.000948018,"SSP1_26","EJ"
"elec_biomass (IGCC)",2025,0.00661245,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2025,0.0083646,"SSP1_26","EJ"
"elec_coal (conv pul)",2025,7.42572,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2025,0.00383644,"SSP1_26","EJ"
"elec_coal (IGCC)",2025,0.0720401,"SSP1_26","EJ"
"elec_CSP",2025,0.00488635,"SSP1_26","EJ"
"elec_CSP_storage",2025,0.00326331,"SSP1_26","EJ"
"elec_gas (CC CCS)",2025,0.0276205,"SSP1_26","EJ"
"elec_gas (CC)",2025,2.77518,"SSP1_26","EJ"
"elec_gas (steam/CT)",2025,1.09551,"SSP1_26","EJ"
"elec_Gen_II_LWR",2025,2.46916,"SSP1_26","EJ"
"elec_Gen_III",2025,0.588958,"SSP1_26","EJ"
"elec_geothermal",2025,0.2059,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2025,0.00280152,"SSP1_26","EJ"
"elec_refined liquids (CC)",2025,0.0323031,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2025,0.0734225,"SSP1_26","EJ"
"global solar resource",2025,0.0301082169,"SSP1_26","EJ"
"onshore wind resource",2025,1.58814125,"SSP1_26","EJ"
"water_td_elec_C",2025,4.599667195841,"SSP1_26","EJ"
"water_td_elec_W",2025,0.000167195841,"SSP1_26","EJ"
"backup_electricity",2030,2.5161994e-08,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2030,0.00350584,"SSP1_26","EJ"
"elec_biomass (conv)",2030,0.106589,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2030,0.00269645,"SSP1_26","EJ"
"elec_biomass (IGCC)",2030,0.0162021,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2030,0.022592,"SSP1_26","EJ"
"elec_coal (conv pul)",2030,7.13915,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2030,0.0109829,"SSP1_26","EJ"
"elec_coal (IGCC)",2030,0.165321,"SSP1_26","EJ"
"elec_CSP",2030,0.0092634,"SSP1_26","EJ"
"elec_CSP_storage",2030,0.0187255,"SSP1_26","EJ"
"elec_gas (CC CCS)",2030,0.071666,"SSP1_26","EJ"
"elec_gas (CC)",2030,3.03857,"SSP1_26","EJ"
"elec_gas (steam/CT)",2030,0.960564,"SSP1_26","EJ"
"elec_Gen_II_LWR",2030,2.20787,"SSP1_26","EJ"
"elec_Gen_III",2030,0.874305,"SSP1_26","EJ"
"elec_geothermal",2030,0.314872,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2030,0.00529972,"SSP1_26","EJ"
"elec_refined liquids (CC)",2030,0.0421803,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2030,0.0620618,"SSP1_26","EJ"
"global solar resource",2030,0.0492659289,"SSP1_26","EJ"
"onshore wind resource",2030,2.39594952,"SSP1_26","EJ"
"water_td_elec_C",2030,4.646763552851,"SSP1_26","EJ"
"water_td_elec_W",2030,0.000273552851,"SSP1_26","EJ"
"backup_electricity",2035,1.867798888e-05,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2035,0.0073593,"SSP1_26","EJ"
"elec_biomass (conv)",2035,0.124365,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2035,0.00556702,"SSP1_26","EJ"
"elec_biomass (IGCC)",2035,0.029239,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2035,0.0432064,"SSP1_26","EJ"
"elec_coal (conv pul)",2035,6.65148,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2035,0.0223028,"SSP1_26","EJ"
"elec_coal (IGCC)",2035,0.272085,"SSP1_26","EJ"
"elec_CSP",2035,0.0193834,"SSP1_26","EJ"
"elec_CSP_storage",2035,0.0616214,"SSP1_26","EJ"
"elec_gas (CC CCS)",2035,0.132402,"SSP1_26","EJ"
"elec_gas (CC)",2035,3.26118,"SSP1_26","EJ"
"elec_gas (steam/CT)",2035,0.794508,"SSP1_26","EJ"
"elec_Gen_II_LWR",2035,1.87989,"SSP1_26","EJ"
"elec_Gen_III",2035,1.22219,"SSP1_26","EJ"
"elec_geothermal",2035,0.441655,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2035,0.00841641,"SSP1_26","EJ"
"elec_refined liquids (CC)",2035,0.0500177,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2035,0.050435,"SSP1_26","EJ"
"global solar resource",2035,0.0744868969,"SSP1_26","EJ"
"onshore wind resource",2035,3.339373,"SSP1_26","EJ"
"water_td_elec_C",2035,4.693903665011,"SSP1_26","EJ"
"water_td_elec_W",2035,0.000413665011,"SSP1_26","EJ"
"backup_electricity",2040,0.0009902832443,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2040,0.0136985,"SSP1_26","EJ"
"elec_biomass (conv)",2040,0.143042,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2040,0.0105708,"SSP1_26","EJ"
"elec_biomass (IGCC)",2040,0.0493898,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2040,0.0738243,"SSP1_26","EJ"
"elec_coal (conv pul)",2040,6.05836,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2040,0.040709,"SSP1_26","EJ"
"elec_coal (IGCC)",2040,0.4105,"SSP1_26","EJ"
"elec_CSP",2040,0.0479722,"SSP1_26","EJ"
"elec_CSP_storage",2040,0.189909,"SSP1_26","EJ"
"elec_gas (CC CCS)",2040,0.220298,"SSP1_26","EJ"
"elec_gas (CC)",2040,3.51722,"SSP1_26","EJ"
"elec_gas (steam/CT)",2040,0.610472,"SSP1_26","EJ"
"elec_Gen_II_LWR",2040,1.51005,"SSP1_26","EJ"
"elec_Gen_III",2040,1.68604,"SSP1_26","EJ"
"elec_geothermal",2040,0.551022,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2040,0.0138688,"SSP1_26","EJ"
"elec_refined liquids (CC)",2040,0.0632507,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2040,0.0396005,"SSP1_26","EJ"
"global solar resource",2040,0.0697387769,"SSP1_26","EJ"
"onshore wind resource",2040,4.2639219,"SSP1_26","EJ"
"water_td_elec_C",2040,4.714502436451,"SSP1_26","EJ"
"water_td_elec_W",2040,0.000392436451,"SSP1_26","EJ"
"backup_electricity",2045,0.003046207382,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2045,0.0210033,"SSP1_26","EJ"
"elec_biomass (conv)",2045,0.161582,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2045,0.0167982,"SSP1_26","EJ"
"elec_biomass (IGCC)",2045,0.0729202,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2045,0.104928,"SSP1_26","EJ"
"elec_coal (conv pul)",2045,5.35829,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2045,0.0615498,"SSP1_26","EJ"
"elec_coal (IGCC)",2045,0.54123,"SSP1_26","EJ"
"elec_CSP",2045,0.0725438,"SSP1_26","EJ"
"elec_CSP_storage",2045,0.422481,"SSP1_26","EJ"
"elec_gas (CC CCS)",2045,0.311552,"SSP1_26","EJ"
"elec_gas (CC)",2045,3.69371,"SSP1_26","EJ"
"elec_gas (steam/CT)",2045,0.434468,"SSP1_26","EJ"
"elec_Gen_II_LWR",2045,1.14021,"SSP1_26","EJ"
"elec_Gen_III",2045,2.1659,"SSP1_26","EJ"
"elec_geothermal",2045,0.676952,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2045,0.0175935,"SSP1_26","EJ"
"elec_refined liquids (CC)",2045,0.0683457,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2045,0.0296325,"SSP1_26","EJ"
"global solar resource",2045,0.0695263211,"SSP1_26","EJ"
"onshore wind resource",2045,5.21331159,"SSP1_26","EJ"
"water_td_elec_C",2045,4.735142292323,"SSP1_26","EJ"
"water_td_elec_W",2045,0.000402292323,"SSP1_26","EJ"
"backup_electricity",2050,0.0047670736,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2050,0.0289991,"SSP1_26","EJ"
"elec_biomass (conv)",2050,0.179814,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2050,0.0241004,"SSP1_26","EJ"
"elec_biomass (IGCC)",2050,0.098584,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2050,0.133536,"SSP1_26","EJ"
"elec_coal (conv pul)",2050,4.61197,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2050,0.082876,"SSP1_26","EJ"
"elec_coal (IGCC)",2050,0.649138,"SSP1_26","EJ"
"elec_CSP",2050,0.0819359,"SSP1_26","EJ"
"elec_CSP_storage",2050,0.784219,"SSP1_26","EJ"
"elec_gas (CC CCS)",2050,0.397251,"SSP1_26","EJ"
"elec_gas (CC)",2050,3.79045,"SSP1_26","EJ"
"elec_gas (steam/CT)",2050,0.28691,"SSP1_26","EJ"
"elec_Gen_II_LWR",2050,0.81223,"SSP1_26","EJ"
"elec_Gen_III",2050,2.64102,"SSP1_26","EJ"
"elec_geothermal",2050,0.802724,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2050,0.0203901,"SSP1_26","EJ"
"elec_refined liquids (CC)",2050,0.0687569,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2050,0.0210593,"SSP1_26","EJ"
"global solar resource",2050,0.073156256,"SSP1_26","EJ"
"onshore wind resource",2050,6.19138788,"SSP1_26","EJ"
"water_td_elec_C",2050,4.75580094564,"SSP1_26","EJ"
"water_td_elec_W",2050,0.00043094564,"SSP1_26","EJ"
"backup_electricity",2055,0.0054517661,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2055,0.0394481,"SSP1_26","EJ"
"elec_biomass (conv)",2055,0.202137,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2055,0.033989,"SSP1_26","EJ"
"elec_biomass (IGCC)",2055,0.130376,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2055,0.162486,"SSP1_26","EJ"
"elec_coal (conv pul)",2055,3.85592,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2055,0.107036,"SSP1_26","EJ"
"elec_coal (IGCC)",2055,0.736833,"SSP1_26","EJ"
"elec_CSP",2055,0.0928987,"SSP1_26","EJ"
"elec_CSP_storage",2055,1.31934,"SSP1_26","EJ"
"elec_gas (CC CCS)",2055,0.488646,"SSP1_26","EJ"
"elec_gas (CC)",2055,3.85524,"SSP1_26","EJ"
"elec_gas (steam/CT)",2055,0.180011,"SSP1_26","EJ"
"elec_Gen_II_LWR",2055,0.550943,"SSP1_26","EJ"
"elec_Gen_III",2055,3.18458,"SSP1_26","EJ"
"elec_geothermal",2055,0.93976,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2055,0.0243568,"SSP1_26","EJ"
"elec_refined liquids (CC)",2055,0.0702418,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2055,0.0146342,"SSP1_26","EJ"
"global solar resource",2055,0.07162868,"SSP1_26","EJ"
"onshore wind resource",2055,6.90845345,"SSP1_26","EJ"
"water_td_elec_C",2055,4.77642378429,"SSP1_26","EJ"
"water_td_elec_W",2055,0.00042378429,"SSP1_26","EJ"
"backup_electricity",2060,0.006600767,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2060,0.0568626,"SSP1_26","EJ"
"elec_biomass (conv)",2060,0.23104,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2060,0.0502307,"SSP1_26","EJ"
"elec_biomass (IGCC)",2060,0.171908,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2060,0.197825,"SSP1_26","EJ"
"elec_coal (conv pul)",2060,3.05598,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2060,0.13996,"SSP1_26","EJ"
"elec_coal (IGCC)",2060,0.786204,"SSP1_26","EJ"
"elec_CSP",2060,0.106617,"SSP1_26","EJ"
"elec_CSP_storage",2060,2.16607,"SSP1_26","EJ"
"elec_gas (CC CCS)",2060,0.605991,"SSP1_26","EJ"
"elec_gas (CC)",2060,3.28212,"SSP1_26","EJ"
"elec_gas (steam/CT)",2060,0.105072,"SSP1_26","EJ"
"elec_Gen_II_LWR",2060,0.360004,"SSP1_26","EJ"
"elec_Gen_III",2060,3.88369,"SSP1_26","EJ"
"elec_geothermal",2060,1.13436,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2060,0.0314902,"SSP1_26","EJ"
"elec_refined liquids (CC)",2060,0.0729596,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2060,0.00695503,"SSP1_26","EJ"
"global solar resource",2060,0.067297708,"SSP1_26","EJ"
"onshore wind resource",2060,7.69082198,"SSP1_26","EJ"
"water_td_elec_C",2060,4.79702793888,"SSP1_26","EJ"
"water_td_elec_W",2060,0.00039793888,"SSP1_26","EJ"
"backup_electricity",2065,0.006418524,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2065,0.0947713,"SSP1_26","EJ"
"elec_biomass (conv)",2065,0.243477,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2065,0.0810346,"SSP1_26","EJ"
"elec_biomass (IGCC)",2065,0.205411,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2065,0.2615,"SSP1_26","EJ"
"elec_coal (conv pul)",2065,2.08625,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2065,0.19566,"SSP1_26","EJ"
"elec_coal (IGCC)",2065,0.708075,"SSP1_26","EJ"
"elec_CSP",2065,0.117803,"SSP1_26","EJ"
"elec_CSP_storage",2065,3.19512,"SSP1_26","EJ"
"elec_gas (CC CCS)",2065,0.764747,"SSP1_26","EJ"
"elec_gas (CC)",2065,3.03487,"SSP1_26","EJ"
"elec_gas (steam/CT)",2065,0.0599921,"SSP1_26","EJ"
"elec_Gen_II_LWR",2065,0.229099,"SSP1_26","EJ"
"elec_Gen_III",2065,4.60708,"SSP1_26","EJ"
"elec_geothermal",2065,1.33872,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2065,0.0416878,"SSP1_26","EJ"
"elec_refined liquids (CC)",2065,0.0610884,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2065,0.00433718,"SSP1_26","EJ"
"global solar resource",2065,0.05987484,"SSP1_26","EJ"
"onshore wind resource",2065,8.2572778,"SSP1_26","EJ"
"water_td_elec_C",2065,4.81761012862,"SSP1_26","EJ"
"water_td_elec_W",2065,0.00035012862,"SSP1_26","EJ"
"backup_electricity",2070,0.008256461,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2070,0.18865,"SSP1_26","EJ"
"elec_biomass (conv)",2070,0.231773,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2070,0.149678,"SSP1_26","EJ"
"elec_biomass (IGCC)",2070,0.228549,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2070,0.372873,"SSP1_26","EJ"
"elec_coal (conv pul)",2070,1.07501,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2070,0.295245,"SSP1_26","EJ"
"elec_coal (IGCC)",2070,0.498316,"SSP1_26","EJ"
"elec_CSP",2070,0.113597,"SSP1_26","EJ"
"elec_CSP_storage",2070,4.52229,"SSP1_26","EJ"
"elec_gas (CC CCS)",2070,0.993099,"SSP1_26","EJ"
"elec_gas (CC)",2070,2.44258,"SSP1_26","EJ"
"elec_gas (steam/CT)",2070,0.0241896,"SSP1_26","EJ"
"elec_Gen_II_LWR",2070,0,"SSP1_26","EJ"
"elec_Gen_III",2070,5.53329,"SSP1_26","EJ"
"elec_geothermal",2070,1.57045,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2070,0.0620412,"SSP1_26","EJ"
"elec_refined liquids (CC)",2070,0.0502007,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2070,0.00165788,"SSP1_26","EJ"
"global solar resource",2070,0.07331593,"SSP1_26","EJ"
"onshore wind resource",2070,8.9145799,"SSP1_26","EJ"
"water_td_elec_C",2070,4.83831769268,"SSP1_26","EJ"
"water_td_elec_W",2070,0.00042769268,"SSP1_26","EJ"
"backup_electricity",2075,0.009654687,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2075,0.374424,"SSP1_26","EJ"
"elec_biomass (conv)",2075,0.176968,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2075,0.263518,"SSP1_26","EJ"
"elec_biomass (IGCC)",2075,0.22134,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2075,0.50283,"SSP1_26","EJ"
"elec_coal (conv pul)",2075,0.36553,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2075,0.415412,"SSP1_26","EJ"
"elec_coal (IGCC)",2075,0.24527,"SSP1_26","EJ"
"elec_CSP",2075,0.11592,"SSP1_26","EJ"
"elec_CSP_storage",2075,5.79728,"SSP1_26","EJ"
"elec_gas (CC CCS)",2075,1.24744,"SSP1_26","EJ"
"elec_gas (CC)",2075,1.78242,"SSP1_26","EJ"
"elec_gas (steam/CT)",2075,0.0133869,"SSP1_26","EJ"
"elec_Gen_II_LWR",2075,0,"SSP1_26","EJ"
"elec_Gen_III",2075,6.16849,"SSP1_26","EJ"
"elec_geothermal",2075,1.76998,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2075,0.0816654,"SSP1_26","EJ"
"elec_refined liquids (CC)",2075,0.0335041,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2075,0.00117696,"SSP1_26","EJ"
"global solar resource",2075,0.08684505,"SSP1_26","EJ"
"onshore wind resource",2075,9.538863,"SSP1_26","EJ"
"water_td_elec_C",2075,4.859025758,"SSP1_26","EJ"
"water_td_elec_W",2075,0.000505758,"SSP1_26","EJ"
"backup_electricity",2080,0.009082304,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2080,0.672974,"SSP1_26","EJ"
"elec_biomass (conv)",2080,0.102563,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2080,0.406774,"SSP1_26","EJ"
"elec_biomass (IGCC)",2080,0.17735,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2080,0.606707,"SSP1_26","EJ"
"elec_coal (conv pul)",2080,0.112346,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2080,0.518623,"SSP1_26","EJ"
"elec_coal (IGCC)",2080,0.0849434,"SSP1_26","EJ"
"elec_CSP",2080,0.12999,"SSP1_26","EJ"
"elec_CSP_storage",2080,6.79489,"SSP1_26","EJ"
"elec_gas (CC CCS)",2080,1.47288,"SSP1_26","EJ"
"elec_gas (CC)",2080,1.08515,"SSP1_26","EJ"
"elec_gas (steam/CT)",2080,0.00617143,"SSP1_26","EJ"
"elec_Gen_II_LWR",2080,0,"SSP1_26","EJ"
"elec_Gen_III",2080,6.86253,"SSP1_26","EJ"
"elec_geothermal",2080,1.90451,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2080,0.10141,"SSP1_26","EJ"
"elec_refined liquids (CC)",2080,0.0189483,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2080,0.000727378,"SSP1_26","EJ"
"global solar resource",2080,0.09674528,"SSP1_26","EJ"
"onshore wind resource",2080,10.0359171,"SSP1_26","EJ"
"water_td_elec_C",2080,4.8797017956,"SSP1_26","EJ"
"water_td_elec_W",2080,0.0005617956,"SSP1_26","EJ"
"backup_electricity",2085,0.007799937,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2085,1.16077,"SSP1_26","EJ"
"elec_biomass (conv)",2085,0.0378169,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2085,0.587996,"SSP1_26","EJ"
"elec_biomass (IGCC)",2085,0.0965145,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2085,0.671677,"SSP1_26","EJ"
"elec_coal (conv pul)",2085,0.0272782,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2085,0.594034,"SSP1_26","EJ"
"elec_coal (IGCC)",2085,0.0226331,"SSP1_26","EJ"
"elec_CSP",2085,0.139545,"SSP1_26","EJ"
"elec_CSP_storage",2085,7.54638,"SSP1_26","EJ"
"elec_gas (CC CCS)",2085,1.68229,"SSP1_26","EJ"
"elec_gas (CC)",2085,0.518474,"SSP1_26","EJ"
"elec_gas (steam/CT)",2085,0.00243019,"SSP1_26","EJ"
"elec_Gen_II_LWR",2085,0,"SSP1_26","EJ"
"elec_Gen_III",2085,7.36201,"SSP1_26","EJ"
"elec_geothermal",2085,1.96631,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2085,0.13392,"SSP1_26","EJ"
"elec_refined liquids (CC)",2085,0.0095344,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2085,0.00039638,"SSP1_26","EJ"
"global solar resource",2085,0.10322635,"SSP1_26","EJ"
"onshore wind resource",2085,10.3707862,"SSP1_26","EJ"
"water_td_elec_C",2085,4.9003672359,"SSP1_26","EJ"
"water_td_elec_W",2085,0.0005972359,"SSP1_26","EJ"
"backup_electricity",2090,0.006005274,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2090,1.94263,"SSP1_26","EJ"
"elec_biomass (conv)",2090,0.00876223,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2090,0.77215,"SSP1_26","EJ"
"elec_biomass (IGCC)",2090,0.0291123,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2090,0.649383,"SSP1_26","EJ"
"elec_coal (conv pul)",2090,0.00539596,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2090,0.60037,"SSP1_26","EJ"
"elec_coal (IGCC)",2090,0.00484767,"SSP1_26","EJ"
"elec_CSP",2090,0.140126,"SSP1_26","EJ"
"elec_CSP_storage",2090,7.75666,"SSP1_26","EJ"
"elec_gas (CC CCS)",2090,1.81089,"SSP1_26","EJ"
"elec_gas (CC)",2090,0.1847,"SSP1_26","EJ"
"elec_gas (steam/CT)",2090,0.000754188,"SSP1_26","EJ"
"elec_Gen_II_LWR",2090,0,"SSP1_26","EJ"
"elec_Gen_III",2090,7.65651,"SSP1_26","EJ"
"elec_geothermal",2090,1.89579,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2090,0.177192,"SSP1_26","EJ"
"elec_refined liquids (CC)",2090,0.00392005,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2090,0.000181675,"SSP1_26","EJ"
"global solar resource",2090,0.10281913,"SSP1_26","EJ"
"onshore wind resource",2090,10.234238,"SSP1_26","EJ"
"water_td_elec_C",2090,4.9209917278,"SSP1_26","EJ"
"water_td_elec_W",2090,0.0005917278,"SSP1_26","EJ"
"backup_electricity",2095,0.0051107122,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2095,2.74732,"SSP1_26","EJ"
"elec_biomass (conv)",2095,0.00121385,"SSP1_26","EJ"
"elec_biomass (IGCC CCS)",2095,0.981553,"SSP1_26","EJ"
"elec_biomass (IGCC)",2095,0.00447749,"SSP1_26","EJ"
"elec_coal (conv pul CCS)",2095,0.623449,"SSP1_26","EJ"
"elec_coal (conv pul)",2095,0.00126762,"SSP1_26","EJ"
"elec_coal (IGCC CCS)",2095,0.597518,"SSP1_26","EJ"
"elec_coal (IGCC)",2095,0.00122806,"SSP1_26","EJ"
"elec_CSP",2095,0.140632,"SSP1_26","EJ"
"elec_CSP_storage",2095,7.8941,"SSP1_26","EJ"
"elec_gas (CC CCS)",2095,2.06217,"SSP1_26","EJ"
"elec_gas (CC)",2095,0.068716,"SSP1_26","EJ"
"elec_gas (steam/CT)",2095,0.000268789,"SSP1_26","EJ"
"elec_Gen_II_LWR",2095,0,"SSP1_26","EJ"
"elec_Gen_III",2095,7.94704,"SSP1_26","EJ"
"elec_geothermal",2095,1.88021,"SSP1_26","EJ"
"elec_refined liquids (CC CCS)",2095,0.179871,"SSP1_26","EJ"
"elec_refined liquids (CC)",2095,0.00129628,"SSP1_26","EJ"
"elec_refined liquids (steam/CT)",2095,6.12737e-05,"SSP1_26","EJ"
"global solar resource",2095,0.10159065,"SSP1_26","EJ"
"onshore wind resource",2095,10.3740539,"SSP1_26","EJ"
"water_td_elec_C",2095,4.9416120153,"SSP1_26","EJ"
"water_td_elec_W",2095,0.0005820153,"SSP1_26","EJ"
"backup_electricity",2100,0.0044863199,"SSP1_26","EJ"
"elec_biomass (conv CCS)",2100,3.58404,"SSP1_26","EJ"
"elec_biomass (conv)",2100,0.000163397,"SSP1_26","EJ"
