"Units","scenario","region","sector","mode","technology","input","year","value"
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",1990,4.04645
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2005,5.4313
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2010,5.13766
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2015,4.956315
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2020,4.310918
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2025,3.471557
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2030,2.8518
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2035,2.372403
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2040,2.215895
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2045,2.086945
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2050,1.955462
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2055,1.858448
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2060,1.78615
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2065,1.72952
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2070,1.678485
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2075,1.628307
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2080,1.571019
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2085,1.5061999
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2090,1.4350572
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2095,1.3546621
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2100,1.2820037
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2015,0.0384954
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2020,0.0983779
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2025,0.1924462
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2030,0.2843774
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2035,0.37380674
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2040,0.4313503
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2045,0.4840787
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2050,0.5266985
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2055,0.5692149
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2060,0.6122417
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2065,0.6537988
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2070,0.6936926
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2075,0.7301471
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2080,0.7596191
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2085,0.7821331
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2090,0.7990447
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2095,0.811113
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2100,0.826901
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2015,0.000989958
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2020,0.009265797
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2025,0.023332131
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2030,0.039493856
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2035,0.058203438
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2040,0.07486384
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2045,0.09388981
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2050,0.11509553
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2055,0.13321251
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2060,0.14914457
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2065,0.16304727
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2070,0.17650628
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2075,0.1897424
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2080,0.2026663
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2085,0.2149304
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2090,0.2265698
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2095,0.2374922
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2100,0.2413429
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2020,0.00239675
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2025,0.00773778
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2030,0.01446301
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2035,0.022441985
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2040,0.0297628
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2045,0.0379416
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2050,0.04663051
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2055,0.05596778
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2060,0.06622943
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2065,0.07718162
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2070,0.08873625
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2075,0.10066542
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2080,0.112296
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2085,0.12349646
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2090,0.13413773
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2095,0.14419393
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2100,0.15161855
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2015,0.167718
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2020,0.464546
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2025,0.7462616
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2030,0.913725
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2035,0.9996057
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2040,0.9680009
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2045,0.9094516
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2050,0.8475894
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2055,0.8020236
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2060,0.7695284
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2065,0.7457406
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2070,0.7251069
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2075,0.705008
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2080,0.6807776
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2085,0.6528266
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2090,0.6217498
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2095,0.5862438
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2100,0.5528128
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1975,2.07769
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1990,2.42422
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2005,3.25387
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2010,3.07796
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2015,2.916402
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2020,2.531062
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2025,2.034359
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2030,1.639899
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2035,1.2968378
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2040,1.1952076
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2045,1.1141994
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2050,1.0358619
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2055,0.9788762
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2060,0.9365602
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2065,0.9033533
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2070,0.873337
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2075,0.8440371
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2080,0.8111134
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2085,0.7741376
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2090,0.7336301
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2095,0.6878065
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2100,0.6457187
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2015,0.027373
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2020,0.0679778
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2025,0.1301938
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2030,0.18909946
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2035,0.244555
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2040,0.27801437
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2045,0.3076402
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2050,0.3305656
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2055,0.3537453
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2060,0.3773448
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2065,0.4000802
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2070,0.4216777
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2075,0.4411603
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2080,0.45632
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2085,0.4671537
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2090,0.4746047
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2095,0.4793526
"EJ","SSP1","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2100,0.4863566
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2015,0.00121435
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2020,0.011261252
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2025,0.028198158
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2030,0.0475231
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2035,0.070048081
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2040,0.09042718
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2045,0.11435891
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2050,0.14184419
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2055,0.16700476
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2060,0.19103921
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2065,0.21490215
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2070,0.2406898
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2075,0.2690091
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2080,0.2994688
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2085,0.3303735
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2090,0.3615395
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2095,0.4009958
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2100,0.4491367
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2020,0.00235606
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2025,0.00761932
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2030,0.01419808
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2035,0.02199494
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2040,0.02917562
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2045,0.03719934
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2050,0.04575013
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2055,0.05524997
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2060,0.06635945
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2065,0.08000843
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2070,0.09635299
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2075,0.11655821
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2080,0.14268971
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2085,0.17804344
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2090,0.22343084
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2095,0.26987013
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2100,0.3115044
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1975,0.00609142
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1990,0.00710739
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2005,0.00953982
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2010,0.00902409
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2015,0.21143657
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2020,0.56391292
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2025,0.90518165
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2030,1.10831103
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2035,1.2144543
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2040,1.1781704
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2045,1.108363
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2050,1.0329316
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2055,0.9765737
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2060,0.9355042
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2065,0.903248
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2070,0.8727291
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2075,0.8397277
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2080,0.7980101
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2085,0.7453792
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2090,0.6838663
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2095,0.6071667
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2100,0.524056
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1975,2.62916
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1990,3.06767
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2005,4.11754
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2010,3.89493
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2015,3.700294
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2020,3.211237
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2025,2.590992
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2030,2.0906
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2035,1.651663
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2040,1.5170958
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2045,1.409332
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2050,1.3046843
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2055,1.2265893
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2060,1.1653959
"EJ","SSP1_26","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2065,1.1124723
