"Units","scenario","region","sector","mode","technology","input","year","value"
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2055,2.045405
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2060,1.932736
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2065,1.831153
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2070,1.731094
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2075,1.630628
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2080,1.528888
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2085,1.426401
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2090,1.3252933
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2095,1.2261957
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","Liquids","refined liquids enduse",2100,1.1394996
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2015,0.0437441
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2020,0.1180465
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2025,0.235363
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2030,0.3520209
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2035,0.46958508
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2040,0.5463975
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2045,0.617268
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2050,0.6738888
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2055,0.7210161
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2060,0.7602861
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2065,0.7904263
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2070,0.8117098
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2075,0.8233385
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2080,0.8254457
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2085,0.819305
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2090,0.8072066
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2095,0.7909078
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Light Truck and SUV","NG","delivered gas",2100,0.7781304
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2015,0.00102176
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2020,0.009642838
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2025,0.024219284
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2030,0.041053298
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2035,0.060885773
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2040,0.07847089
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2045,0.09842283
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2050,0.12017908
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2055,0.13753987
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2060,0.15156274
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2065,0.162404
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2070,0.17151827
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2075,0.17939261
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2080,0.186763
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2085,0.1934026
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2090,0.1994905
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2095,0.2049861
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","BEV","elect_td_trn",2100,0.2043844
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2020,0.00261029
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2025,0.00838276
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2030,0.01565683
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2035,0.024397529
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2040,0.032148283
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2045,0.04060224
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2050,0.04918753
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2055,0.05780014
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2060,0.0665283
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2065,0.07523117
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2070,0.08368679
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2075,0.09165406
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2080,0.09896033
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2085,0.1055407
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2090,0.11150048
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2095,0.11671653
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","FCEV","H2 enduse",2100,0.11992201
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2015,0.171474
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2020,0.480772
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2025,0.783746
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2030,0.9736872
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2035,1.0876307
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2040,1.0681928
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2045,1.0161929
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2050,0.9539993
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2055,0.8976096
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2060,0.8476057
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2065,0.8033615
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2070,0.7603216
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2075,0.7173475
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2080,0.6742444
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2085,0.630479
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2090,0.5867946
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2095,0.5433889
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Hybrid Liquids","refined liquids enduse",2100,0.5048633
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1975,2.07769
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",1990,2.42422
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2005,3.25387
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2010,3.07795
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2015,2.955318
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2020,2.618822
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2025,2.16057
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2030,1.782205
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2035,1.4448694
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2040,1.3296461
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2045,1.2347997
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2050,1.1428425
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2055,1.0681908
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2060,1.0051792
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2065,0.9498651
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2070,0.8965816
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2075,0.8439485
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2080,0.7909489
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2085,0.7377495
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2090,0.6850225
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2095,0.6329737
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","Liquids","refined liquids enduse",2100,0.5872621
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2015,0.0316242
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2020,0.0834752
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2025,0.1633152
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2030,0.2406152
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2035,0.31636903
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2040,0.3633887
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2045,0.4053867
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2050,0.4374652
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2055,0.4637003
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2060,0.4850695
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2065,0.5008869
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2070,0.5113645
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2075,0.5161109
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2080,0.5150678
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2085,0.5091389
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2090,0.4996289
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2095,0.4876816
"EJ","SSP3","USA","trn_pass_road_LDV_4W","Midsize Car","NG","delivered gas",2100,0.4782574
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2015,0.00126981
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2020,0.0118771
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2025,0.030447695
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2030,0.05259328
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2035,0.079337079
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2040,0.10442317
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2045,0.13388403
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2050,0.16706343
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2055,0.1954431
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2060,0.2198779
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2065,0.2407683
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2070,0.2592439
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2075,0.2761916
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2080,0.2920148
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2085,0.3073328
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2090,0.323131
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2095,0.3359918
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","BEV","elect_td_trn",2100,0.3390505
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2020,0.00267575
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2025,0.00877292
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2030,0.01672349
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2035,0.0264926
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2040,0.03564323
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2045,0.04594864
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2050,0.05683799
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2055,0.06826345
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2060,0.08027913
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2065,0.09257467
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2070,0.10499415
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2075,0.11702681
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2080,0.12835395
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2085,0.13913963
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2090,0.1498519
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2095,0.15863399
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","FCEV","H2 enduse",2100,0.1649632
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1975,0.00609142
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",1990,0.00710739
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2005,0.00953982
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2010,0.00902409
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2015,0.22866256
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2020,0.63915292
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2025,1.05381465
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2030,1.33225193
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2035,1.5134263
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2040,1.5210637
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2045,1.4810249
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2050,1.4221203
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2055,1.3682505
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2060,1.3198234
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2065,1.2758296
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2070,1.2315786
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2075,1.1835355
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2080,1.1301773
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2085,1.0703105
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2090,1.0017236
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2095,0.9348121
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Hybrid Liquids","refined liquids enduse",2100,0.8746589
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1975,2.62916
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",1990,3.06767
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2005,4.11754
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2010,3.89492
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2015,3.766413
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2020,3.378449
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2025,2.851008
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2030,2.420656
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2035,2.033731
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2040,1.917164
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2045,1.820079
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2050,1.722087
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2055,1.644699
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2060,1.580695
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2065,1.522743
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2070,1.4633103
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2075,1.4002225
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2080,1.3319339
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2085,1.2561383
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2090,1.1694018
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2095,1.0880363
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","Liquids","refined liquids enduse",2100,1.0154863
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2015,0.0443167
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2020,0.1184806
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2025,0.2363764
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2030,0.3554462
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2035,0.47588033
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2040,0.5593542
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2045,0.6383007
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2050,0.7060516
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2055,0.7686354
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2060,0.8269261
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2065,0.8784537
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2070,0.9229173
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2075,0.9587892
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2080,0.9849875
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2085,1.003502
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2090,1.0202362
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2095,1.0244475
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Compact Car","NG","delivered gas",2100,1.0334449
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2015,0.000273188
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2020,0.003210691
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2025,0.008490694
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2030,0.0150162189
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2035,0.0231806186
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2040,0.031133495
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2045,0.0406996
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2050,0.05177572
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2055,0.06154322
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2060,0.07042614
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2065,0.07839738
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2070,0.0859664
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2075,0.09327358
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2080,0.10059494
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2085,0.10807297
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2090,0.11597685
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2095,0.12337318
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","BEV","elect_td_trn",2100,0.12637807
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2020,0.00217965
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2025,0.00714284
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2030,0.0135906
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2035,0.021496648
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2040,0.028833839
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2045,0.036924799
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2050,0.04532089
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2055,0.05391567
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2060,0.06288432
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2065,0.07196562
"EJ","SSP4","USA","trn_pass_road_LDV_4W","Large Car","FCEV","H2 enduse",2070,0.0809851
