"Technology","Size","Year","Data_type","Aeo_case","Aeo_year","Unit","Value"
"ICEV-G","Light truck",2021,"sales","LOP",2021,"vehicle",7546764
"PHEV20","Light truck",2021,"sales","LOP",2021,"vehicle",4212
"PHEV40","Light truck",2021,"sales","LOP",2021,"vehicle",24987
"BEV100","Car",2022,"sales","LOP",2021,"vehicle",2016
"BEV300","Car",2022,"sales","LOP",2021,"vehicle",103168
"CNG","Car",2022,"sales","LOP",2021,"vehicle",4100
"FCV","Car",2022,"sales","LOP",2021,"vehicle",211
"FFV","Car",2022,"sales","LOP",2021,"vehicle",94810
"HEV","Car",2022,"sales","LOP",2021,"vehicle",152882
"ICEV-D","Car",2022,"sales","LOP",2021,"vehicle",95
"ICEV-G","Car",2022,"sales","LOP",2021,"vehicle",5082712
"PHEV20","Car",2022,"sales","LOP",2021,"vehicle",30297
"PHEV40","Car",2022,"sales","LOP",2021,"vehicle",4549
"BEV100","Light truck",2022,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2022,"sales","LOP",2021,"vehicle",48534
"CNG","Light truck",2022,"sales","LOP",2021,"vehicle",12190
"FCV","Light truck",2022,"sales","LOP",2021,"vehicle",11
"FFV","Light truck",2022,"sales","LOP",2021,"vehicle",752895
"HEV","Light truck",2022,"sales","LOP",2021,"vehicle",286419
"ICEV-D","Light truck",2022,"sales","LOP",2021,"vehicle",135052
"ICEV-G","Light truck",2022,"sales","LOP",2021,"vehicle",8157289
"PHEV20","Light truck",2022,"sales","LOP",2021,"vehicle",4510
"PHEV40","Light truck",2022,"sales","LOP",2021,"vehicle",24570
"BEV100","Car",2023,"sales","LOP",2021,"vehicle",1866
"BEV300","Car",2023,"sales","LOP",2021,"vehicle",97044
"CNG","Car",2023,"sales","LOP",2021,"vehicle",3910
"FCV","Car",2023,"sales","LOP",2021,"vehicle",225
"FFV","Car",2023,"sales","LOP",2021,"vehicle",89910
"HEV","Car",2023,"sales","LOP",2021,"vehicle",153241
"ICEV-D","Car",2023,"sales","LOP",2021,"vehicle",84
"ICEV-G","Car",2023,"sales","LOP",2021,"vehicle",4819151
"PHEV20","Car",2023,"sales","LOP",2021,"vehicle",31883
"PHEV40","Car",2023,"sales","LOP",2021,"vehicle",3908
"BEV100","Light truck",2023,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2023,"sales","LOP",2021,"vehicle",52348
"CNG","Light truck",2023,"sales","LOP",2021,"vehicle",12126
"FCV","Light truck",2023,"sales","LOP",2021,"vehicle",14
"FFV","Light truck",2023,"sales","LOP",2021,"vehicle",747528
"HEV","Light truck",2023,"sales","LOP",2021,"vehicle",289408
"ICEV-D","Light truck",2023,"sales","LOP",2021,"vehicle",124745
"ICEV-G","Light truck",2023,"sales","LOP",2021,"vehicle",8095134
"PHEV20","Light truck",2023,"sales","LOP",2021,"vehicle",4566
"PHEV40","Light truck",2023,"sales","LOP",2021,"vehicle",21695
"BEV100","Car",2024,"sales","LOP",2021,"vehicle",1854
"BEV300","Car",2024,"sales","LOP",2021,"vehicle",99088
"CNG","Car",2024,"sales","LOP",2021,"vehicle",3909
"FCV","Car",2024,"sales","LOP",2021,"vehicle",252
"FFV","Car",2024,"sales","LOP",2021,"vehicle",89098
"HEV","Car",2024,"sales","LOP",2021,"vehicle",160898
"ICEV-D","Car",2024,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2024,"sales","LOP",2021,"vehicle",4769874
"PHEV20","Car",2024,"sales","LOP",2021,"vehicle",35147
"PHEV40","Car",2024,"sales","LOP",2021,"vehicle",3664
"BEV100","Light truck",2024,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2024,"sales","LOP",2021,"vehicle",61325
"CNG","Light truck",2024,"sales","LOP",2021,"vehicle",12421
"FCV","Light truck",2024,"sales","LOP",2021,"vehicle",19
"FFV","Light truck",2024,"sales","LOP",2021,"vehicle",763914
"HEV","Light truck",2024,"sales","LOP",2021,"vehicle",300383
"ICEV-D","Light truck",2024,"sales","LOP",2021,"vehicle",127253
"ICEV-G","Light truck",2024,"sales","LOP",2021,"vehicle",8265604
"PHEV20","Light truck",2024,"sales","LOP",2021,"vehicle",4838
"PHEV40","Light truck",2024,"sales","LOP",2021,"vehicle",18957
"BEV100","Car",2025,"sales","LOP",2021,"vehicle",1952
"BEV300","Car",2025,"sales","LOP",2021,"vehicle",104659
"CNG","Car",2025,"sales","LOP",2021,"vehicle",4039
"FCV","Car",2025,"sales","LOP",2021,"vehicle",300
"FFV","Car",2025,"sales","LOP",2021,"vehicle",91395
"HEV","Car",2025,"sales","LOP",2021,"vehicle",175413
"ICEV-D","Car",2025,"sales","LOP",2021,"vehicle",84
"ICEV-G","Car",2025,"sales","LOP",2021,"vehicle",4886865
"PHEV20","Car",2025,"sales","LOP",2021,"vehicle",41673
"PHEV40","Car",2025,"sales","LOP",2021,"vehicle",3723
"BEV100","Light truck",2025,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2025,"sales","LOP",2021,"vehicle",69502
"CNG","Light truck",2025,"sales","LOP",2021,"vehicle",13065
"FCV","Light truck",2025,"sales","LOP",2021,"vehicle",27
"FFV","Light truck",2025,"sales","LOP",2021,"vehicle",799667
"HEV","Light truck",2025,"sales","LOP",2021,"vehicle",327049
"ICEV-D","Light truck",2025,"sales","LOP",2021,"vehicle",134509
"ICEV-G","Light truck",2025,"sales","LOP",2021,"vehicle",8642244
"PHEV20","Light truck",2025,"sales","LOP",2021,"vehicle",5194
"PHEV40","Light truck",2025,"sales","LOP",2021,"vehicle",38356
"BEV100","Car",2026,"sales","LOP",2021,"vehicle",2024
"BEV300","Car",2026,"sales","LOP",2021,"vehicle",110107
"CNG","Car",2026,"sales","LOP",2021,"vehicle",4033
"FCV","Car",2026,"sales","LOP",2021,"vehicle",343
"FFV","Car",2026,"sales","LOP",2021,"vehicle",90865
"HEV","Car",2026,"sales","LOP",2021,"vehicle",184691
"ICEV-D","Car",2026,"sales","LOP",2021,"vehicle",83
"ICEV-G","Car",2026,"sales","LOP",2021,"vehicle",4851312
"PHEV20","Car",2026,"sales","LOP",2021,"vehicle",47088
"PHEV40","Car",2026,"sales","LOP",2021,"vehicle",3798
"BEV100","Light truck",2026,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2026,"sales","LOP",2021,"vehicle",77393
"CNG","Light truck",2026,"sales","LOP",2021,"vehicle",13295
"FCV","Light truck",2026,"sales","LOP",2021,"vehicle",35
"FFV","Light truck",2026,"sales","LOP",2021,"vehicle",805297
"HEV","Light truck",2026,"sales","LOP",2021,"vehicle",378408
"ICEV-D","Light truck",2026,"sales","LOP",2021,"vehicle",135012
"ICEV-G","Light truck",2026,"sales","LOP",2021,"vehicle",8673156
"PHEV20","Light truck",2026,"sales","LOP",2021,"vehicle",5347
"PHEV40","Light truck",2026,"sales","LOP",2021,"vehicle",114154
"BEV100","Car",2027,"sales","LOP",2021,"vehicle",2080
"BEV300","Car",2027,"sales","LOP",2021,"vehicle",115304
"CNG","Car",2027,"sales","LOP",2021,"vehicle",3946
"FCV","Car",2027,"sales","LOP",2021,"vehicle",384
"FFV","Car",2027,"sales","LOP",2021,"vehicle",88765
"HEV","Car",2027,"sales","LOP",2021,"vehicle",192405
"ICEV-D","Car",2027,"sales","LOP",2021,"vehicle",80
"ICEV-G","Car",2027,"sales","LOP",2021,"vehicle",4728770
"PHEV20","Car",2027,"sales","LOP",2021,"vehicle",53318
"PHEV40","Car",2027,"sales","LOP",2021,"vehicle",3916
"BEV100","Light truck",2027,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2027,"sales","LOP",2021,"vehicle",85145
"CNG","Light truck",2027,"sales","LOP",2021,"vehicle",13193
"FCV","Light truck",2027,"sales","LOP",2021,"vehicle",44
"FFV","Light truck",2027,"sales","LOP",2021,"vehicle",794970
"HEV","Light truck",2027,"sales","LOP",2021,"vehicle",402419
"ICEV-D","Light truck",2027,"sales","LOP",2021,"vehicle",133091
"ICEV-G","Light truck",2027,"sales","LOP",2021,"vehicle",8542031
"PHEV20","Light truck",2027,"sales","LOP",2021,"vehicle",5934
"PHEV40","Light truck",2027,"sales","LOP",2021,"vehicle",133811
"BEV100","Car",2028,"sales","LOP",2021,"vehicle",2196
"BEV300","Car",2028,"sales","LOP",2021,"vehicle",125619
"CNG","Car",2028,"sales","LOP",2021,"vehicle",3945
"FCV","Car",2028,"sales","LOP",2021,"vehicle",436
"FFV","Car",2028,"sales","LOP",2021,"vehicle",88484
"HEV","Car",2028,"sales","LOP",2021,"vehicle",205081
"ICEV-D","Car",2028,"sales","LOP",2021,"vehicle",80
"ICEV-G","Car",2028,"sales","LOP",2021,"vehicle",4700045
"PHEV20","Car",2028,"sales","LOP",2021,"vehicle",61861
"PHEV40","Car",2028,"sales","LOP",2021,"vehicle",4184
"BEV100","Light truck",2028,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2028,"sales","LOP",2021,"vehicle",97392
"CNG","Light truck",2028,"sales","LOP",2021,"vehicle",13314
"FCV","Light truck",2028,"sales","LOP",2021,"vehicle",55
"FFV","Light truck",2028,"sales","LOP",2021,"vehicle",800561
"HEV","Light truck",2028,"sales","LOP",2021,"vehicle",417948
"ICEV-D","Light truck",2028,"sales","LOP",2021,"vehicle",136585
"ICEV-G","Light truck",2028,"sales","LOP",2021,"vehicle",8588623
"PHEV20","Light truck",2028,"sales","LOP",2021,"vehicle",6740
"PHEV40","Light truck",2028,"sales","LOP",2021,"vehicle",135568
"BEV100","Car",2029,"sales","LOP",2021,"vehicle",2339
"BEV300","Car",2029,"sales","LOP",2021,"vehicle",139545
"CNG","Car",2029,"sales","LOP",2021,"vehicle",3965
"FCV","Car",2029,"sales","LOP",2021,"vehicle",494
"FFV","Car",2029,"sales","LOP",2021,"vehicle",88773
"HEV","Car",2029,"sales","LOP",2021,"vehicle",216717
"ICEV-D","Car",2029,"sales","LOP",2021,"vehicle",80
"ICEV-G","Car",2029,"sales","LOP",2021,"vehicle",4703981
"PHEV20","Car",2029,"sales","LOP",2021,"vehicle",64134
"PHEV40","Car",2029,"sales","LOP",2021,"vehicle",4563
"BEV100","Light truck",2029,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2029,"sales","LOP",2021,"vehicle",112858
"CNG","Light truck",2029,"sales","LOP",2021,"vehicle",13503
"FCV","Light truck",2029,"sales","LOP",2021,"vehicle",69
"FFV","Light truck",2029,"sales","LOP",2021,"vehicle",810462
"HEV","Light truck",2029,"sales","LOP",2021,"vehicle",434891
"ICEV-D","Light truck",2029,"sales","LOP",2021,"vehicle",139588
"ICEV-G","Light truck",2029,"sales","LOP",2021,"vehicle",8680379
"PHEV20","Light truck",2029,"sales","LOP",2021,"vehicle",7663
"PHEV40","Light truck",2029,"sales","LOP",2021,"vehicle",136536
"BEV100","Car",2030,"sales","LOP",2021,"vehicle",2527
"BEV300","Car",2030,"sales","LOP",2021,"vehicle",157878
"CNG","Car",2030,"sales","LOP",2021,"vehicle",4010
"FCV","Car",2030,"sales","LOP",2021,"vehicle",558
"FFV","Car",2030,"sales","LOP",2021,"vehicle",89884
"HEV","Car",2030,"sales","LOP",2021,"vehicle",232029
"ICEV-D","Car",2030,"sales","LOP",2021,"vehicle",81
"ICEV-G","Car",2030,"sales","LOP",2021,"vehicle",4750217
"PHEV20","Car",2030,"sales","LOP",2021,"vehicle",67292
"PHEV40","Car",2030,"sales","LOP",2021,"vehicle",5131
"BEV100","Light truck",2030,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2030,"sales","LOP",2021,"vehicle",131296
"CNG","Light truck",2030,"sales","LOP",2021,"vehicle",13541
"FCV","Light truck",2030,"sales","LOP",2021,"vehicle",83
"FFV","Light truck",2030,"sales","LOP",2021,"vehicle",809919
"HEV","Light truck",2030,"sales","LOP",2021,"vehicle",453253
"ICEV-D","Light truck",2030,"sales","LOP",2021,"vehicle",144697
"ICEV-G","Light truck",2030,"sales","LOP",2021,"vehicle",8652318
"PHEV20","Light truck",2030,"sales","LOP",2021,"vehicle",8569
"PHEV40","Light truck",2030,"sales","LOP",2021,"vehicle",138930
"BEV100","Car",2031,"sales","LOP",2021,"vehicle",2685
"BEV300","Car",2031,"sales","LOP",2021,"vehicle",180697
"CNG","Car",2031,"sales","LOP",2021,"vehicle",4060
"FCV","Car",2031,"sales","LOP",2021,"vehicle",620
"FFV","Car",2031,"sales","LOP",2021,"vehicle",90438
"HEV","Car",2031,"sales","LOP",2021,"vehicle",245242
"ICEV-D","Car",2031,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2031,"sales","LOP",2021,"vehicle",4761997
"PHEV20","Car",2031,"sales","LOP",2021,"vehicle",68257
"PHEV40","Car",2031,"sales","LOP",2021,"vehicle",5549
"BEV100","Light truck",2031,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2031,"sales","LOP",2021,"vehicle",151276
"CNG","Light truck",2031,"sales","LOP",2021,"vehicle",13647
"FCV","Light truck",2031,"sales","LOP",2021,"vehicle",100
"FFV","Light truck",2031,"sales","LOP",2021,"vehicle",813866
"HEV","Light truck",2031,"sales","LOP",2021,"vehicle",471906
"ICEV-D","Light truck",2031,"sales","LOP",2021,"vehicle",146634
"ICEV-G","Light truck",2031,"sales","LOP",2021,"vehicle",8676273
"PHEV20","Light truck",2031,"sales","LOP",2021,"vehicle",9526
"PHEV40","Light truck",2031,"sales","LOP",2021,"vehicle",142556
"BEV100","Car",2032,"sales","LOP",2021,"vehicle",2843
"BEV300","Car",2032,"sales","LOP",2021,"vehicle",204109
"CNG","Car",2032,"sales","LOP",2021,"vehicle",4084
"FCV","Car",2032,"sales","LOP",2021,"vehicle",677
"FFV","Car",2032,"sales","LOP",2021,"vehicle",90777
"HEV","Car",2032,"sales","LOP",2021,"vehicle",257914
"ICEV-D","Car",2032,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2032,"sales","LOP",2021,"vehicle",4764901
"PHEV20","Car",2032,"sales","LOP",2021,"vehicle",70238
"PHEV40","Car",2032,"sales","LOP",2021,"vehicle",5922
"BEV100","Light truck",2032,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2032,"sales","LOP",2021,"vehicle",173316
"CNG","Light truck",2032,"sales","LOP",2021,"vehicle",13661
"FCV","Light truck",2032,"sales","LOP",2021,"vehicle",117
"FFV","Light truck",2032,"sales","LOP",2021,"vehicle",811623
"HEV","Light truck",2032,"sales","LOP",2021,"vehicle",488798
"ICEV-D","Light truck",2032,"sales","LOP",2021,"vehicle",148942
"ICEV-G","Light truck",2032,"sales","LOP",2021,"vehicle",8630354
"PHEV20","Light truck",2032,"sales","LOP",2021,"vehicle",10463
"PHEV40","Light truck",2032,"sales","LOP",2021,"vehicle",146784
"BEV100","Car",2033,"sales","LOP",2021,"vehicle",2991
"BEV300","Car",2033,"sales","LOP",2021,"vehicle",232515
"CNG","Car",2033,"sales","LOP",2021,"vehicle",4133
"FCV","Car",2033,"sales","LOP",2021,"vehicle",735
"FFV","Car",2033,"sales","LOP",2021,"vehicle",91417
"HEV","Car",2033,"sales","LOP",2021,"vehicle",271581
"ICEV-D","Car",2033,"sales","LOP",2021,"vehicle",83
"ICEV-G","Car",2033,"sales","LOP",2021,"vehicle",4780771
"PHEV20","Car",2033,"sales","LOP",2021,"vehicle",71370
"PHEV40","Car",2033,"sales","LOP",2021,"vehicle",6254
"BEV100","Light truck",2033,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2033,"sales","LOP",2021,"vehicle",196913
"CNG","Light truck",2033,"sales","LOP",2021,"vehicle",13739
"FCV","Light truck",2033,"sales","LOP",2021,"vehicle",134
"FFV","Light truck",2033,"sales","LOP",2021,"vehicle",813216
"HEV","Light truck",2033,"sales","LOP",2021,"vehicle",507051
"ICEV-D","Light truck",2033,"sales","LOP",2021,"vehicle",152721
"ICEV-G","Light truck",2033,"sales","LOP",2021,"vehicle",8625870
"PHEV20","Light truck",2033,"sales","LOP",2021,"vehicle",11423
"PHEV40","Light truck",2033,"sales","LOP",2021,"vehicle",151257
"BEV100","Car",2034,"sales","LOP",2021,"vehicle",3125
"BEV300","Car",2034,"sales","LOP",2021,"vehicle",262017
"CNG","Car",2034,"sales","LOP",2021,"vehicle",4177
"FCV","Car",2034,"sales","LOP",2021,"vehicle",789
"FFV","Car",2034,"sales","LOP",2021,"vehicle",91981
"HEV","Car",2034,"sales","LOP",2021,"vehicle",284954
"ICEV-D","Car",2034,"sales","LOP",2021,"vehicle",84
"ICEV-G","Car",2034,"sales","LOP",2021,"vehicle",4793390
"PHEV20","Car",2034,"sales","LOP",2021,"vehicle",72043
"PHEV40","Car",2034,"sales","LOP",2021,"vehicle",6545
"BEV100","Light truck",2034,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2034,"sales","LOP",2021,"vehicle",222233
"CNG","Light truck",2034,"sales","LOP",2021,"vehicle",13874
"FCV","Light truck",2034,"sales","LOP",2021,"vehicle",153
"FFV","Light truck",2034,"sales","LOP",2021,"vehicle",817491
"HEV","Light truck",2034,"sales","LOP",2021,"vehicle",526712
"ICEV-D","Light truck",2034,"sales","LOP",2021,"vehicle",155969
"ICEV-G","Light truck",2034,"sales","LOP",2021,"vehicle",8658548
"PHEV20","Light truck",2034,"sales","LOP",2021,"vehicle",12427
"PHEV40","Light truck",2034,"sales","LOP",2021,"vehicle",155648
"BEV100","Car",2035,"sales","LOP",2021,"vehicle",3221
"BEV300","Car",2035,"sales","LOP",2021,"vehicle",290473
"CNG","Car",2035,"sales","LOP",2021,"vehicle",4184
"FCV","Car",2035,"sales","LOP",2021,"vehicle",831
"FFV","Car",2035,"sales","LOP",2021,"vehicle",91791
"HEV","Car",2035,"sales","LOP",2021,"vehicle",296247
"ICEV-D","Car",2035,"sales","LOP",2021,"vehicle",83
"ICEV-G","Car",2035,"sales","LOP",2021,"vehicle",4766927
"PHEV20","Car",2035,"sales","LOP",2021,"vehicle",72048
"PHEV40","Car",2035,"sales","LOP",2021,"vehicle",6756
"BEV100","Light truck",2035,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2035,"sales","LOP",2021,"vehicle",247221
"CNG","Light truck",2035,"sales","LOP",2021,"vehicle",13910
"FCV","Light truck",2035,"sales","LOP",2021,"vehicle",170
"FFV","Light truck",2035,"sales","LOP",2021,"vehicle",816321
"HEV","Light truck",2035,"sales","LOP",2021,"vehicle",542733
"ICEV-D","Light truck",2035,"sales","LOP",2021,"vehicle",157471
"ICEV-G","Light truck",2035,"sales","LOP",2021,"vehicle",8627048
"PHEV20","Light truck",2035,"sales","LOP",2021,"vehicle",13352
"PHEV40","Light truck",2035,"sales","LOP",2021,"vehicle",158633
"BEV100","Car",2036,"sales","LOP",2021,"vehicle",3277
"BEV300","Car",2036,"sales","LOP",2021,"vehicle",318407
"CNG","Car",2036,"sales","LOP",2021,"vehicle",4166
"FCV","Car",2036,"sales","LOP",2021,"vehicle",864
"FFV","Car",2036,"sales","LOP",2021,"vehicle",90960
"HEV","Car",2036,"sales","LOP",2021,"vehicle",305331
"ICEV-D","Car",2036,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2036,"sales","LOP",2021,"vehicle",4706543
"PHEV20","Car",2036,"sales","LOP",2021,"vehicle",71041
"PHEV40","Car",2036,"sales","LOP",2021,"vehicle",6873
"BEV100","Light truck",2036,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2036,"sales","LOP",2021,"vehicle",271443
"CNG","Light truck",2036,"sales","LOP",2021,"vehicle",13898
"FCV","Light truck",2036,"sales","LOP",2021,"vehicle",186
"FFV","Light truck",2036,"sales","LOP",2021,"vehicle",812405
"HEV","Light truck",2036,"sales","LOP",2021,"vehicle",555796
"ICEV-D","Light truck",2036,"sales","LOP",2021,"vehicle",157499
"ICEV-G","Light truck",2036,"sales","LOP",2021,"vehicle",8570290
"PHEV20","Light truck",2036,"sales","LOP",2021,"vehicle",14231
"PHEV40","Light truck",2036,"sales","LOP",2021,"vehicle",160611
"BEV100","Car",2037,"sales","LOP",2021,"vehicle",3331
"BEV300","Car",2037,"sales","LOP",2021,"vehicle",346697
"CNG","Car",2037,"sales","LOP",2021,"vehicle",4156
"FCV","Car",2037,"sales","LOP",2021,"vehicle",896
"FFV","Car",2037,"sales","LOP",2021,"vehicle",90393
"HEV","Car",2037,"sales","LOP",2021,"vehicle",315536
"ICEV-D","Car",2037,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2037,"sales","LOP",2021,"vehicle",4660800
"PHEV20","Car",2037,"sales","LOP",2021,"vehicle",70390
"PHEV40","Car",2037,"sales","LOP",2021,"vehicle",6988
"BEV100","Light truck",2037,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2037,"sales","LOP",2021,"vehicle",296292
"CNG","Light truck",2037,"sales","LOP",2021,"vehicle",13894
"FCV","Light truck",2037,"sales","LOP",2021,"vehicle",201
"FFV","Light truck",2037,"sales","LOP",2021,"vehicle",808824
"HEV","Light truck",2037,"sales","LOP",2021,"vehicle",569298
"ICEV-D","Light truck",2037,"sales","LOP",2021,"vehicle",158408
"ICEV-G","Light truck",2037,"sales","LOP",2021,"vehicle",8513214
"PHEV20","Light truck",2037,"sales","LOP",2021,"vehicle",15255
"PHEV40","Light truck",2037,"sales","LOP",2021,"vehicle",162400
"BEV100","Car",2038,"sales","LOP",2021,"vehicle",3378
"BEV300","Car",2038,"sales","LOP",2021,"vehicle",377126
"CNG","Car",2038,"sales","LOP",2021,"vehicle",4162
"FCV","Car",2038,"sales","LOP",2021,"vehicle",926
"FFV","Car",2038,"sales","LOP",2021,"vehicle",90057
"HEV","Car",2038,"sales","LOP",2021,"vehicle",326439
"ICEV-D","Car",2038,"sales","LOP",2021,"vehicle",82
"ICEV-G","Car",2038,"sales","LOP",2021,"vehicle",4626263
"PHEV20","Car",2038,"sales","LOP",2021,"vehicle",69292
"PHEV40","Car",2038,"sales","LOP",2021,"vehicle",7070
"BEV100","Light truck",2038,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2038,"sales","LOP",2021,"vehicle",322218
"CNG","Light truck",2038,"sales","LOP",2021,"vehicle",13979
"FCV","Light truck",2038,"sales","LOP",2021,"vehicle",216
"FFV","Light truck",2038,"sales","LOP",2021,"vehicle",810749
"HEV","Light truck",2038,"sales","LOP",2021,"vehicle",585327
"ICEV-D","Light truck",2038,"sales","LOP",2021,"vehicle",160506
"ICEV-G","Light truck",2038,"sales","LOP",2021,"vehicle",8516092
"PHEV20","Light truck",2038,"sales","LOP",2021,"vehicle",16518
"PHEV40","Light truck",2038,"sales","LOP",2021,"vehicle",164542
"BEV100","Car",2039,"sales","LOP",2021,"vehicle",3406
"BEV300","Car",2039,"sales","LOP",2021,"vehicle",404917
"CNG","Car",2039,"sales","LOP",2021,"vehicle",4149
"FCV","Car",2039,"sales","LOP",2021,"vehicle",951
"FFV","Car",2039,"sales","LOP",2021,"vehicle",89398
"HEV","Car",2039,"sales","LOP",2021,"vehicle",336428
"ICEV-D","Car",2039,"sales","LOP",2021,"vehicle",81
"ICEV-G","Car",2039,"sales","LOP",2021,"vehicle",4576514
"PHEV20","Car",2039,"sales","LOP",2021,"vehicle",68177
"PHEV40","Car",2039,"sales","LOP",2021,"vehicle",7114
"BEV100","Light truck",2039,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2039,"sales","LOP",2021,"vehicle",347015
"CNG","Light truck",2039,"sales","LOP",2021,"vehicle",14005
"FCV","Light truck",2039,"sales","LOP",2021,"vehicle",229
"FFV","Light truck",2039,"sales","LOP",2021,"vehicle",808750
"HEV","Light truck",2039,"sales","LOP",2021,"vehicle",599145
"ICEV-D","Light truck",2039,"sales","LOP",2021,"vehicle",160505
"ICEV-G","Light truck",2039,"sales","LOP",2021,"vehicle",8479895
"PHEV20","Light truck",2039,"sales","LOP",2021,"vehicle",17882
"PHEV40","Light truck",2039,"sales","LOP",2021,"vehicle",165637
"BEV100","Car",2040,"sales","LOP",2021,"vehicle",3406
"BEV300","Car",2040,"sales","LOP",2021,"vehicle",431025
"CNG","Car",2040,"sales","LOP",2021,"vehicle",4121
"FCV","Car",2040,"sales","LOP",2021,"vehicle",969
"FFV","Car",2040,"sales","LOP",2021,"vehicle",88321
"HEV","Car",2040,"sales","LOP",2021,"vehicle",344703
"ICEV-D","Car",2040,"sales","LOP",2021,"vehicle",79
"ICEV-G","Car",2040,"sales","LOP",2021,"vehicle",4504886
"PHEV20","Car",2040,"sales","LOP",2021,"vehicle",66229
"PHEV40","Car",2040,"sales","LOP",2021,"vehicle",7080
"BEV100","Light truck",2040,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2040,"sales","LOP",2021,"vehicle",370198
"CNG","Light truck",2040,"sales","LOP",2021,"vehicle",14029
"FCV","Light truck",2040,"sales","LOP",2021,"vehicle",242
"FFV","Light truck",2040,"sales","LOP",2021,"vehicle",806963
"HEV","Light truck",2040,"sales","LOP",2021,"vehicle",611647
"ICEV-D","Light truck",2040,"sales","LOP",2021,"vehicle",159810
"ICEV-G","Light truck",2040,"sales","LOP",2021,"vehicle",8448775
"PHEV20","Light truck",2040,"sales","LOP",2021,"vehicle",19404
"PHEV40","Light truck",2040,"sales","LOP",2021,"vehicle",166041
"BEV100","Car",2041,"sales","LOP",2021,"vehicle",3415
"BEV300","Car",2041,"sales","LOP",2021,"vehicle",450688
"CNG","Car",2041,"sales","LOP",2021,"vehicle",4112
"FCV","Car",2041,"sales","LOP",2021,"vehicle",991
"FFV","Car",2041,"sales","LOP",2021,"vehicle",87805
"HEV","Car",2041,"sales","LOP",2021,"vehicle",356849
"ICEV-D","Car",2041,"sales","LOP",2021,"vehicle",78
"ICEV-G","Car",2041,"sales","LOP",2021,"vehicle",4465430
"PHEV20","Car",2041,"sales","LOP",2021,"vehicle",64238
"PHEV40","Car",2041,"sales","LOP",2021,"vehicle",7035
"BEV100","Light truck",2041,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2041,"sales","LOP",2021,"vehicle",390106
"CNG","Light truck",2041,"sales","LOP",2021,"vehicle",14166
"FCV","Light truck",2041,"sales","LOP",2021,"vehicle",255
"FFV","Light truck",2041,"sales","LOP",2021,"vehicle",812168
"HEV","Light truck",2041,"sales","LOP",2021,"vehicle",628386
"ICEV-D","Light truck",2041,"sales","LOP",2021,"vehicle",161136
"ICEV-G","Light truck",2041,"sales","LOP",2021,"vehicle",8492941
"PHEV20","Light truck",2041,"sales","LOP",2021,"vehicle",21244
"PHEV40","Light truck",2041,"sales","LOP",2021,"vehicle",166362
"BEV100","Car",2042,"sales","LOP",2021,"vehicle",3415
"BEV300","Car",2042,"sales","LOP",2021,"vehicle",468450
"CNG","Car",2042,"sales","LOP",2021,"vehicle",4092
"FCV","Car",2042,"sales","LOP",2021,"vehicle",1009
"FFV","Car",2042,"sales","LOP",2021,"vehicle",87061
"HEV","Car",2042,"sales","LOP",2021,"vehicle",366952
"ICEV-D","Car",2042,"sales","LOP",2021,"vehicle",78
"ICEV-G","Car",2042,"sales","LOP",2021,"vehicle",4415656
"PHEV20","Car",2042,"sales","LOP",2021,"vehicle",62287
"PHEV40","Car",2042,"sales","LOP",2021,"vehicle",6973
"BEV100","Light truck",2042,"sales","LOP",2021,"vehicle",0
"BEV300","Light truck",2042,"sales","LOP",2021,"vehicle",407919
"CNG","Light truck",2042,"sales","LOP",2021,"vehicle",14222
"FCV","Light truck",2042,"sales","LOP",2021,"vehicle",267
"FFV","Light truck",2042,"sales","LOP",2021,"vehicle",812258
"HEV","Light truck",2042,"sales","LOP",2021,"vehicle",642382
"ICEV-D","Light truck",2042,"sales","LOP",2021,"vehicle",162802
"ICEV-G","Light truck",2042,"sales","LOP",2021,"vehicle",8482583
